company,ticker,inn,standard,period,metric,value,unit,source,source_url,estimate_date,update_date,confidence
Самолёт,SMLT,9731004688,MSFO,2025Q4,interest_exp,22.4,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,interest_exp,26.5,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,assets,961.1,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,assets,1009.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,assets,1020.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,assets,1031.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,debt,641.1,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,debt,703.9,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,debt,749.1,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,debt,773.3,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,cash,349.9,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,cash,353.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,cash,375.9,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,cash,348.7,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,net_debt,291.2,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,net_debt,350.9,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,net_debt,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,net_debt,373.2,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,net_debt,424.6,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,market_cap,63.4,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,market_cap,75.2,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,market_cap,61.8,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,market_cap,60.8,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,market_cap,19.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,ev,354.6,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,ev,426.1,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,ev,61.8,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,ev,434.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,ev,443.6,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,book_value,-4.94,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,book_value,-5.74,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,book_value,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,book_value,-9.28,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,book_value,-27.2,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,net_margin,2.1,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,net_margin,0.3,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,net_margin,-1.1,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,net_margin,-17.1,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,roe,18.6,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,roe,13.9,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,roe,-6.5,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,roe,-267.8,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,roa,0.6,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,roa,0.4,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,roa,-0.2,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,roa,-2.2,pct,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,pe,11.7,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,pe,18.6,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,pe,15.3,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,pe,-35.1,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,pe,-0.85,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,ps,0.19,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,ps,0.22,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,ps,0.18,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,ps,0.17,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,ps,0.06,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,pbv,-12.8,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,pbv,-13.1,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,pbv,-6.55,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,pbv,-0.7,multiple,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,ev,3.25,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,ev,3.77,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,ev,0.55,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,ev,3.47,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,ev,4.05,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,debt,2.67,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q2,debt,3.1,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q3,debt,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,debt,2.98,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,debt,3.88,млрд_руб,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2024Q4,employees,7631.0,чел,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2025-04-25,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2025Q4,employees,6139.0,чел,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-04-24,2026-09-04,aggregator
Самолёт,SMLT,9731004688,MSFO,2026Q2,employees,5867.0,чел,smartlab,https://smart-lab.ru/q/SMLT/f/q/MSFO/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,contracts_sqm,192.0,тыс_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,contracts_sqm,104.0,тыс_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,contracts_sqm,199.0,тыс_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,contracts_sqm,90.0,тыс_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,contracts_sqm,118.0,тыс_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,contracts_rub,37.4,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,contracts_rub,24.8,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,contracts_rub,44.8,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,contracts_rub,24.7,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,contracts_rub,23.2,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,mortgage_share,14.0,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,mortgage_share,32.0,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,mortgage_share,30.0,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,mortgage_share,41.0,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,avg_price_sqm,195.0,тыс_руб_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,avg_price_sqm,239.0,тыс_руб_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,avg_price_sqm,274.0,тыс_руб_м2,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,revenue,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,revenue,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,revenue,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,revenue,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,operating_profit,-0.006,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,operating_profit,-0.011,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,operating_profit,-0.155,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,operating_profit,-0.011,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,net_profit,-1.33,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,net_profit,-0.375,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,net_profit,-0.127,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,net_profit,-1.22,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,ocf,-0.006,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,ocf,-0.011,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,ocf,-0.111,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,ocf,-0.169,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,interest_exp,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,interest_exp,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,assets,41.6,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,assets,58.9,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,assets,57.6,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,debt,3.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,debt,1.97,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,debt,1.99,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,cash,0.001,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,cash,0.001,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,cash,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,net_debt,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,net_debt,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,net_debt,3.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,net_debt,1.97,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,net_debt,1.99,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,market_cap,26.4,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,market_cap,22.2,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,market_cap,14.8,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,market_cap,13.9,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,market_cap,18.1,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,ev,26.4,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,ev,22.2,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,ev,17.8,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,ev,15.9,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,ev,20.1,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,book_value,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,book_value,0.0,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,book_value,38.6,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,book_value,38.4,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,book_value,55.6,млрд_руб,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,roe,-4.4,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,roe,-0.3,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,roe,-2.4,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,roa,-4.1,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,roa,-0.2,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,roa,-2.3,pct,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q1,pe,-19.8,multiple,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-07-31,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q2,pe,-13.0,multiple,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-28,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,pe,-8.7,multiple,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,pe,-109.3,multiple,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q2,pe,-13.5,multiple,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-08-27,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2025Q4,pbv,0.38,multiple,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-02,2026-09-04,aggregator
Эталон,ETLN,7826009627,RSBU,2026Q1,pbv,0.36,multiple,smartlab,https://smart-lab.ru/q/ETLN/f/q/RSBU/,2026-04-17,2026-09-04,aggregator
