razdel,razdel_name,vr,vr_name
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,851,Уплата налога на имущество организаций и земельного налога
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,852,"Уплата прочих налогов, сборов"
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,853,Уплата иных платежей
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,870,Резервные средства
0314,Другие вопросы в области национальной безопасности и правоохранительной деятельности,880,Специальные расходы
0401,Общеэкономические вопросы,111,Фонд оплаты труда учреждений
0401,Общеэкономические вопросы,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0401,Общеэкономические вопросы,113,Иные выплаты учреждений привлекаемым лицам
0401,Общеэкономические вопросы,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0401,Общеэкономические вопросы,121,Фонд оплаты труда государственных (муниципальных) органов
0401,Общеэкономические вопросы,122,"Иные выплаты персоналу государственных (муниципальных) органов, за исключением фонда оплаты труда"
0401,Общеэкономические вопросы,123,Иные выплаты государственных (муниципальных) органов привлекаемым лицам
0401,Общеэкономические вопросы,129,Взносы по обязательному социальному страхованию на выплаты денежного содержания и иные выплаты работникам государственных (муниципальных) органов
0401,Общеэкономические вопросы,232,"Закупка товаров, работ и услуг в целях обеспечения формирования государственного материального резерва, резервов материальных ресурсов"
0401,Общеэкономические вопросы,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0401,Общеэкономические вопросы,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0401,Общеэкономические вопросы,244,"Прочая закупка товаров, работ и услуг"
0401,Общеэкономические вопросы,245,"Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд в области геодезии и картографии вне рамок государственного оборонного заказа"
0401,Общеэкономические вопросы,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0401,Общеэкономические вопросы,247,Закупка энергетических ресурсов
0401,Общеэкономические вопросы,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
0401,Общеэкономические вопросы,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
0401,Общеэкономические вопросы,330,Публичные нормативные выплаты гражданам несоциального характера
0401,Общеэкономические вопросы,340,Стипендии
0401,Общеэкономические вопросы,350,Премии и гранты
0401,Общеэкономические вопросы,360,Иные выплаты населению
0401,Общеэкономические вопросы,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
0401,Общеэкономические вопросы,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0401,Общеэкономические вопросы,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
0401,Общеэкономические вопросы,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
0401,Общеэкономические вопросы,466,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности государственным (муниципальным) унитарным предприятиям
0401,Общеэкономические вопросы,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
0401,Общеэкономические вопросы,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
0401,Общеэкономические вопросы,523,Консолидированные субсидии
0401,Общеэкономические вопросы,530,Субвенции
0401,Общеэкономические вопросы,540,Иные межбюджетные трансферты
0401,Общеэкономические вопросы,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0401,Общеэкономические вопросы,612,Субсидии бюджетным учреждениям на иные цели
0401,Общеэкономические вопросы,613,Гранты в форме субсидии бюджетным учреждениям
0401,Общеэкономические вопросы,614,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0401,Общеэкономические вопросы,615,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые бюджетным учреждениям по результатам отбора исполнителей услуг"
0401,Общеэкономические вопросы,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0401,Общеэкономические вопросы,622,Субсидии автономным учреждениям на иные цели
0401,Общеэкономические вопросы,623,Гранты в форме субсидии автономным учреждениям
0401,Общеэкономические вопросы,624,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0401,Общеэкономические вопросы,625,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые автономным учреждениям по результатам отбора исполнителей услуг"
0401,Общеэкономические вопросы,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0401,Общеэкономические вопросы,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0401,Общеэкономические вопросы,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0401,Общеэкономические вопросы,635,Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0401,Общеэкономические вопросы,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0401,Общеэкономические вопросы,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0401,Общеэкономические вопросы,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0401,Общеэкономические вопросы,816,Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0401,Общеэкономические вопросы,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0401,Общеэкономические вопросы,851,Уплата налога на имущество организаций и земельного налога
0401,Общеэкономические вопросы,852,"Уплата прочих налогов, сборов"
0401,Общеэкономические вопросы,853,Уплата иных платежей
0401,Общеэкономические вопросы,870,Резервные средства
0402,Топливно-энергетический комплекс,111,Фонд оплаты труда учреждений
0402,Топливно-энергетический комплекс,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0402,Топливно-энергетический комплекс,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0402,Топливно-энергетический комплекс,121,Фонд оплаты труда государственных (муниципальных) органов
0402,Топливно-энергетический комплекс,122,"Иные выплаты персоналу государственных (муниципальных) органов, за исключением фонда оплаты труда"
0402,Топливно-энергетический комплекс,129,Взносы по обязательному социальному страхованию на выплаты денежного содержания и иные выплаты работникам государственных (муниципальных) органов
0402,Топливно-энергетический комплекс,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0402,Топливно-энергетический комплекс,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0402,Топливно-энергетический комплекс,244,"Прочая закупка товаров, работ и услуг"
0402,Топливно-энергетический комплекс,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0402,Топливно-энергетический комплекс,247,Закупка энергетических ресурсов
0402,Топливно-энергетический комплекс,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
0402,Топливно-энергетический комплекс,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
0402,Топливно-энергетический комплекс,360,Иные выплаты населению
0402,Топливно-энергетический комплекс,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
0402,Топливно-энергетический комплекс,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0402,Топливно-энергетический комплекс,415,Бюджетные инвестиции в соответствии с концессионными соглашениями
0402,Топливно-энергетический комплекс,451,Бюджетные инвестиции иным юридическим лицам в объекты капитального строительства
0402,Топливно-энергетический комплекс,452,"Бюджетные инвестиции иным юридическим лицам, за исключением бюджетных инвестиций в объекты капитального строительства"
0402,Топливно-энергетический комплекс,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
0402,Топливно-энергетический комплекс,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
0402,Топливно-энергетический комплекс,466,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности государственным (муниципальным) унитарным предприятиям
0402,Топливно-энергетический комплекс,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
0402,Топливно-энергетический комплекс,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
0402,Топливно-энергетический комплекс,523,Консолидированные субсидии
0402,Топливно-энергетический комплекс,530,Субвенции
0402,Топливно-энергетический комплекс,540,Иные межбюджетные трансферты
0402,Топливно-энергетический комплекс,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0402,Топливно-энергетический комплекс,612,Субсидии бюджетным учреждениям на иные цели
0402,Топливно-энергетический комплекс,613,Гранты в форме субсидии бюджетным учреждениям
0402,Топливно-энергетический комплекс,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0402,Топливно-энергетический комплекс,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0402,Топливно-энергетический комплекс,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0402,Топливно-энергетический комплекс,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0402,Топливно-энергетический комплекс,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0402,Топливно-энергетический комплекс,815,Субсидии юридическим лицам на осуществление капитальных вложений в объекты недвижимого имущества
0402,Топливно-энергетический комплекс,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0402,Топливно-энергетический комплекс,851,Уплата налога на имущество организаций и земельного налога
0402,Топливно-энергетический комплекс,852,"Уплата прочих налогов, сборов"
0402,Топливно-энергетический комплекс,853,Уплата иных платежей
0402,Топливно-энергетический комплекс,870,Резервные средства
0403,Исследование и использование космического пространства,244,"Прочая закупка товаров, работ и услуг"
0404,Воспроизводство минерально-сырьевой базы,111,Фонд оплаты труда учреждений
0404,Воспроизводство минерально-сырьевой базы,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0404,Воспроизводство минерально-сырьевой базы,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0404,Воспроизводство минерально-сырьевой базы,121,Фонд оплаты труда государственных (муниципальных) органов
0404,Воспроизводство минерально-сырьевой базы,122,"Иные выплаты персоналу государственных (муниципальных) органов, за исключением фонда оплаты труда"
0404,Воспроизводство минерально-сырьевой базы,129,Взносы по обязательному социальному страхованию на выплаты денежного содержания и иные выплаты работникам государственных (муниципальных) органов
0404,Воспроизводство минерально-сырьевой базы,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0404,Воспроизводство минерально-сырьевой базы,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0404,Воспроизводство минерально-сырьевой базы,244,"Прочая закупка товаров, работ и услуг"
0404,Воспроизводство минерально-сырьевой базы,245,"Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд в области геодезии и картографии вне рамок государственного оборонного заказа"
0404,Воспроизводство минерально-сырьевой базы,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0404,Воспроизводство минерально-сырьевой базы,247,Закупка энергетических ресурсов
0404,Воспроизводство минерально-сырьевой базы,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
0404,Воспроизводство минерально-сырьевой базы,350,Премии и гранты
0404,Воспроизводство минерально-сырьевой базы,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0404,Воспроизводство минерально-сырьевой базы,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0404,Воспроизводство минерально-сырьевой базы,612,Субсидии бюджетным учреждениям на иные цели
0404,Воспроизводство минерально-сырьевой базы,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0404,Воспроизводство минерально-сырьевой базы,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0404,Воспроизводство минерально-сырьевой базы,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0404,Воспроизводство минерально-сырьевой базы,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0404,Воспроизводство минерально-сырьевой базы,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0404,Воспроизводство минерально-сырьевой базы,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0404,Воспроизводство минерально-сырьевой базы,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0404,Воспроизводство минерально-сырьевой базы,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0404,Воспроизводство минерально-сырьевой базы,851,Уплата налога на имущество организаций и земельного налога
0404,Воспроизводство минерально-сырьевой базы,852,"Уплата прочих налогов, сборов"
0404,Воспроизводство минерально-сырьевой базы,853,Уплата иных платежей
0405,Сельское хозяйство и рыболовство,111,Фонд оплаты труда учреждений
0405,Сельское хозяйство и рыболовство,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0405,Сельское хозяйство и рыболовство,113,Иные выплаты учреждений привлекаемым лицам
0405,Сельское хозяйство и рыболовство,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0405,Сельское хозяйство и рыболовство,121,Фонд оплаты труда государственных (муниципальных) органов
0405,Сельское хозяйство и рыболовство,122,"Иные выплаты персоналу государственных (муниципальных) органов, за исключением фонда оплаты труда"
0405,Сельское хозяйство и рыболовство,123,Иные выплаты государственных (муниципальных) органов привлекаемым лицам
0405,Сельское хозяйство и рыболовство,129,Взносы по обязательному социальному страхованию на выплаты денежного содержания и иные выплаты работникам государственных (муниципальных) органов
0405,Сельское хозяйство и рыболовство,232,"Закупка товаров, работ и услуг в целях обеспечения формирования государственного материального резерва, резервов материальных ресурсов"
0405,Сельское хозяйство и рыболовство,241,"Научно-исследовательские, опытно-конструкторские и технологические работы"
0405,Сельское хозяйство и рыболовство,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0405,Сельское хозяйство и рыболовство,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0405,Сельское хозяйство и рыболовство,244,"Прочая закупка товаров, работ и услуг"
0405,Сельское хозяйство и рыболовство,245,"Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд в области геодезии и картографии вне рамок государственного оборонного заказа"
0405,Сельское хозяйство и рыболовство,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0405,Сельское хозяйство и рыболовство,247,Закупка энергетических ресурсов
0405,Сельское хозяйство и рыболовство,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
0405,Сельское хозяйство и рыболовство,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
0405,Сельское хозяйство и рыболовство,330,Публичные нормативные выплаты гражданам несоциального характера
0405,Сельское хозяйство и рыболовство,340,Стипендии
0405,Сельское хозяйство и рыболовство,350,Премии и гранты
0405,Сельское хозяйство и рыболовство,360,Иные выплаты населению
0405,Сельское хозяйство и рыболовство,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
0405,Сельское хозяйство и рыболовство,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0405,Сельское хозяйство и рыболовство,451,Бюджетные инвестиции иным юридическим лицам в объекты капитального строительства
0405,Сельское хозяйство и рыболовство,452,"Бюджетные инвестиции иным юридическим лицам, за исключением бюджетных инвестиций в объекты капитального строительства"
0405,Сельское хозяйство и рыболовство,461,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность бюджетным учреждениям
0405,Сельское хозяйство и рыболовство,463,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность государственным (муниципальным) унитарным предприятиям
0405,Сельское хозяйство и рыболовство,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
0405,Сельское хозяйство и рыболовство,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
0405,Сельское хозяйство и рыболовство,466,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности государственным (муниципальным) унитарным предприятиям
0405,Сельское хозяйство и рыболовство,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
0405,Сельское хозяйство и рыболовство,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
0405,Сельское хозяйство и рыболовство,523,Консолидированные субсидии
0405,Сельское хозяйство и рыболовство,530,Субвенции
0405,Сельское хозяйство и рыболовство,540,Иные межбюджетные трансферты
0405,Сельское хозяйство и рыболовство,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0405,Сельское хозяйство и рыболовство,612,Субсидии бюджетным учреждениям на иные цели
0405,Сельское хозяйство и рыболовство,613,Гранты в форме субсидии бюджетным учреждениям
0405,Сельское хозяйство и рыболовство,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0405,Сельское хозяйство и рыболовство,622,Субсидии автономным учреждениям на иные цели
0405,Сельское хозяйство и рыболовство,623,Гранты в форме субсидии автономным учреждениям
0405,Сельское хозяйство и рыболовство,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0405,Сельское хозяйство и рыболовство,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0405,Сельское хозяйство и рыболовство,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0405,Сельское хозяйство и рыболовство,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
