region,month,index_value,mom_pct,n_deals
Костромская область,2021-05-01,104.572136,4.572139,87
Костромская область,2021-06-01,104.70026,4.700258,97
Костромская область,2021-07-01,106.36988,6.3698773,121
Костромская область,2021-08-01,105.14689,5.1468897,105
Костромская область,2021-09-01,106.963844,6.963842,104
Костромская область,2021-10-01,108.169945,8.169944,142
Костромская область,2021-11-01,109.992584,9.992581,115
Костромская область,2021-12-01,110.60599,10.605986,134
Костромская область,2022-01-01,111.23847,0.5718351,101
Костромская область,2022-02-01,112.08402,1.336305,104
Костромская область,2022-03-01,118.6657,7.286874,180
Костромская область,2022-04-01,119.66841,8.193429,33
Костромская область,2022-05-01,121.84163,10.158261,39
Костромская область,2022-06-01,121.737,10.063662,50
Костромская область,2022-07-01,125.021706,13.033402,87
Костромская область,2022-08-01,122.877174,11.09451,63
Костромская область,2022-09-01,122.0999,10.391763,70
Костромская область,2022-10-01,124.043976,12.149426,61
Костромская область,2022-11-01,123.811905,11.939608,83
Костромская область,2022-12-01,123.13051,11.323548,138
Костромская область,2023-01-01,123.16917,0.031399645,56
Костромская область,2023-02-01,124.22165,0.88616586,108
Костромская область,2023-03-01,124.11557,0.8000134,137
Костромская область,2023-04-01,125.296326,1.758964,136
Костромская область,2023-05-01,127.29692,3.3837407,122
Костромская область,2023-06-01,128.40251,4.281637,133
Костромская область,2023-07-01,129.0862,4.836892,159
Костромская область,2023-08-01,129.07231,4.8256087,245
Костромская область,2023-09-01,131.67374,6.938351,234
Костромская область,2023-10-01,132.79163,7.8462434,163
Костромская область,2023-11-01,134.63066,9.339806,189
Костромская область,2023-12-01,136.63313,10.966107,174
Костромская область,2024-01-01,138.32187,1.2359614,51
Костромская область,2024-02-01,140.50986,2.8373208,64
Костромская область,2024-03-01,139.22125,1.8942068,112
Костромская область,2024-04-01,141.6967,3.7059608,129
Костромская область,2024-05-01,142.60695,4.372157,140
Костромская область,2024-06-01,144.61523,5.8419957,178
Костромская область,2024-07-01,145.10231,6.1984825,54
Костромская область,2024-08-01,147.19154,7.727562,84
Костромская область,2024-09-01,146.40526,7.1520944,120
Костромская область,2024-10-01,148.02673,8.338824,104
Костромская область,2024-11-01,147.68071,8.085577,111
Костромская область,2024-12-01,147.64914,8.062472,154
Костромская область,2025-01-01,148.54929,0.6096564,74
Костромская область,2025-02-01,151.09364,2.3328984,89
Костромская область,2025-03-01,150.88228,2.1897483,97
Костромская область,2025-04-01,150.89178,2.1961823,85
Костромская область,2025-05-01,151.63152,2.6971834,76
Костромская область,2025-06-01,152.56827,3.3316329,90
Костромская область,2025-07-01,151.79413,2.807326,95
Костромская область,2025-08-01,151.83939,2.8379803,97
Костромская область,2025-09-01,152.2843,3.1393082,105
Костромская область,2025-10-01,153.49538,3.959542,127
Костромская область,2025-11-01,153.4757,3.9462116,138
Костромская область,2025-12-01,155.474,5.2996335,229
Костромская область,2026-01-01,158.91554,2.2135818,129
Костромская область,2026-02-01,159.74437,2.7466712,96
Костромская область,2026-03-01,159.69441,2.7145388,100
Костромская область,2026-04-01,157.66867,1.4115933,93
Костромская область,2026-05-01,161.81453,4.078194,84
Костромская область,2026-06-01,159.08049,2.3196766,164
Костромская область,2026-07-01,159.96748,2.8901803,95
Краснодарский край,2021-01-01,100,0,2246
Краснодарский край,2021-02-01,102.31134,2.3113415,2902
Краснодарский край,2021-03-01,106.80637,6.8063745,3199
Краснодарский край,2021-04-01,112.5197,12.519697,3768
Краснодарский край,2021-05-01,121.34667,21.346676,2632
Краснодарский край,2021-06-01,128.57832,28.578316,3259
Краснодарский край,2021-07-01,139.34795,39.34795,1542
Краснодарский край,2021-08-01,142.13885,42.138855,1539
Краснодарский край,2021-09-01,141.10565,41.10565,1363
Краснодарский край,2021-10-01,138.88135,38.881355,1366
Краснодарский край,2021-11-01,138.27385,38.273846,1346
Краснодарский край,2021-12-01,138.0831,38.08309,1940
Краснодарский край,2022-01-01,138.25427,0.12396782,1137
Краснодарский край,2022-02-01,139.02419,0.6815423,1544
Краснодарский край,2022-03-01,141.61063,2.5546455,3004
Краснодарский край,2022-04-01,144.7878,4.85556,1279
Краснодарский край,2022-05-01,148.02612,7.2007604,854
Краснодарский край,2022-06-01,148.05885,7.2244663,1391
Краснодарский край,2022-07-01,147.6557,6.9324956,1680
Краснодарский край,2022-08-01,149.8248,8.503365,2033
Краснодарский край,2022-09-01,150.27895,8.832261,2052
Краснодарский край,2022-10-01,150.42673,8.939279,1786
Краснодарский край,2022-11-01,149.54355,8.299678,2262
Краснодарский край,2022-12-01,153.11324,10.884858,4972
Краснодарский край,2023-01-01,152.88869,-0.14665751,1531
Краснодарский край,2023-02-01,153.6734,0.3658419,2148
Краснодарский край,2023-03-01,154.5034,0.9079345,3314
Краснодарский край,2023-04-01,154.42528,0.85690063,3152
Краснодарский край,2023-05-01,156.9438,2.5017872,3563
Краснодарский край,2023-06-01,157.12752,2.6217725,3229
Краснодарский край,2023-07-01,158.35974,3.426546,3692
Краснодарский край,2023-08-01,161.45404,5.4474673,5073
Краснодарский край,2023-09-01,166.14648,8.512155,6074
Краснодарский край,2023-10-01,169.39357,10.632869,5225
Краснодарский край,2023-11-01,172.83096,12.877865,5214
Краснодарский край,2023-12-01,175.312,14.49826,5806
Краснодарский край,2024-01-01,175.02658,-0.16280077,1671
Краснодарский край,2024-02-01,176.73662,0.8126183,2425
Краснодарский край,2024-03-01,176.82059,0.8605162,3243
Краснодарский край,2024-04-01,177.6742,1.3474264,3045
Краснодарский край,2024-05-01,179.86504,2.597109,4180
Краснодарский край,2024-06-01,179.90245,2.618451,5505
Краснодарский край,2024-07-01,180.67142,3.057077,1249
Краснодарский край,2024-08-01,180.6973,3.0718389,1957
Краснодарский край,2024-09-01,182.11523,3.8806498,2070
Краснодарский край,2024-10-01,182.5555,4.1317782,2137
Краснодарский край,2024-11-01,184.40845,5.1887174,1840
Краснодарский край,2024-12-01,184.72722,5.3705535,2587
Краснодарский край,2025-01-01,184.2065,-0.2818911,911
Краснодарский край,2025-02-01,185.70128,0.5272931,1852
Краснодарский край,2025-03-01,189.24681,2.4466314,2014
Краснодарский край,2025-04-01,190.3307,3.0333784,2024
Краснодарский край,2025-05-01,189.05711,2.3439362,1900
Краснодарский край,2025-06-01,189.17029,2.4052014,2219
Краснодарский край,2025-07-01,189.40956,2.5347319,2406
Краснодарский край,2025-08-01,189.16315,2.4013383,2699
Краснодарский край,2025-09-01,189.04578,2.3378043,2602
Краснодарский край,2025-10-01,190.8609,3.320401,3321
Краснодарский край,2025-11-01,192.00732,3.941,3692
Краснодарский край,2025-12-01,192.41739,4.1629887,5251
Краснодарский край,2026-01-01,193.1853,0.39908168,3207
Краснодарский край,2026-02-01,191.56133,-0.44490516,932
Краснодарский край,2026-03-01,191.5538,-0.44881418,1470
Краснодарский край,2026-04-01,192.03052,-0.20105825,1402
Краснодарский край,2026-05-01,192.12567,-0.15160955,1436
Краснодарский край,2026-06-01,188.92902,-1.8129225,2241
Краснодарский край,2026-07-01,189.18347,-1.6806846,1306
Красноярский край,2021-01-01,100,0,314
Красноярский край,2021-02-01,100.17619,0.17619248,570
Красноярский край,2021-03-01,101.844086,1.8440882,747
Красноярский край,2021-04-01,103.27897,3.2789688,706
Красноярский край,2021-05-01,104.39682,4.3968215,540
Красноярский край,2021-06-01,105.94705,5.9470496,720
Красноярский край,2021-07-01,108.421875,8.421874,404
Красноярский край,2021-08-01,109.03181,9.031808,623
Красноярский край,2021-09-01,110.210526,10.210528,690
Красноярский край,2021-10-01,110.62312,10.623127,753
Красноярский край,2021-11-01,111.86305,11.863055,923
Красноярский край,2021-12-01,114.918335,14.918331,816
Красноярский край,2022-01-01,115.569275,0.56644297,588
Красноярский край,2022-02-01,117.065,1.8679953,896
Красноярский край,2022-03-01,121.27729,5.5334606,1323
Красноярский край,2022-04-01,123.04197,7.069052,328
Красноярский край,2022-05-01,123.54238,7.504506,262
Красноярский край,2022-06-01,123.87175,7.7911115,369
Красноярский край,2022-07-01,125.531654,9.235535,440
Красноярский край,2022-08-01,125.77623,9.448358,777
Красноярский край,2022-09-01,125.95684,9.605526,711
Красноярский край,2022-10-01,126.63393,10.194713,762
Красноярский край,2022-11-01,126.7071,10.258387,840
Красноярский край,2022-12-01,126.993484,10.507597,853
Красноярский край,2023-01-01,127.00636,0.010137193,367
Красноярский край,2023-02-01,127.22625,0.18328911,564
Красноярский край,2023-03-01,127.9256,0.73398626,1059
Красноярский край,2023-04-01,128.8206,1.4387522,832
Красноярский край,2023-05-01,129.70564,2.1356702,912
Красноярский край,2023-06-01,130.45882,2.7287405,990
Красноярский край,2023-07-01,132.61072,4.4232483,1271
Красноярский край,2023-08-01,135.06276,6.3540864,1736
Красноярский край,2023-09-01,140.87077,10.927564,1876
Красноярский край,2023-10-01,143.69147,13.148688,1387
Красноярский край,2023-11-01,147.46213,16.117868,1321
Красноярский край,2023-12-01,149.16264,17.456924,1068
Красноярский край,2024-01-01,149.57196,0.27440575,439
Красноярский край,2024-02-01,150.94218,1.1930251,533
Красноярский край,2024-03-01,150.96968,1.2114577,735
Красноярский край,2024-04-01,150.73479,1.0539771,787
Красноярский край,2024-05-01,151.92249,1.8502274,1114
Красноярский край,2024-06-01,152.29245,2.0982463,1382
Красноярский край,2024-07-01,152.62404,2.3205516,515
Красноярский край,2024-08-01,153.83192,3.1303322,496
Красноярский край,2024-09-01,154.07191,3.291221,423
Красноярский край,2024-10-01,154.09352,3.3057108,442
Красноярский край,2024-11-01,157.57347,5.6386914,308
Красноярский край,2024-12-01,158.7593,6.4336867,374
Красноярский край,2025-01-01,158.29887,-0.29001662,207
Красноярский край,2025-02-01,158.32924,-0.270884,350
Красноярский край,2025-03-01,159.53311,0.48741612,501
Красноярский край,2025-04-01,159.77286,0.6384212,498
Красноярский край,2025-05-01,159.99625,0.7791304,401
Красноярский край,2025-06-01,160.24234,0.9341487,394
Красноярский край,2025-07-01,160.35811,1.007065,433
Красноярский край,2025-08-01,161.95918,2.0155559,446
Красноярский край,2025-09-01,161.90555,1.9817688,497
Красноярский край,2025-10-01,162.30115,2.2309544,539
Красноярский край,2025-11-01,162.61823,2.4306738,640
Красноярский край,2025-12-01,163.96646,3.279911,829
Красноярский край,2026-01-01,166.45746,1.5192088,635
Красноярский край,2026-02-01,167.1885,1.9650624,328
Красноярский край,2026-03-01,167.58098,2.2044187,414
Красноярский край,2026-04-01,166.87546,1.7741365,461
Красноярский край,2026-05-01,166.72107,1.67998,479
Красноярский край,2026-06-01,167.24414,1.9989884,577
Красноярский край,2026-07-01,167.63428,2.2369285,383
Курганская область,2021-01-01,100,0,24
Курганская область,2021-02-01,101.7004,1.7004004,61
Курганская область,2021-03-01,104.78157,4.781574,97
Курганская область,2021-04-01,108.01711,8.017112,77
Курганская область,2021-05-01,113.15313,13.153132,58
Курганская область,2021-06-01,114.584564,14.584566,72
Курганская область,2021-07-01,111.08095,11.080952,157
Курганская область,2021-08-01,114.200775,14.200777,163
Курганская область,2021-09-01,113.30606,13.306059,177
Курганская область,2021-10-01,113.05889,13.058888,198
Курганская область,2021-11-01,113.93299,13.932995,216
Курганская область,2021-12-01,116.77731,16.777313,214
Курганская область,2022-01-01,120.29929,3.0159824,129
Курганская область,2022-02-01,123.2619,5.5529504,186
Курганская область,2022-03-01,128.8898,10.372299,309
Курганская область,2022-04-01,131.53708,12.639235,39
Курганская область,2022-05-01,132.64139,13.584892,30
Курганская область,2022-06-01,129.77426,11.12969,67
Курганская область,2022-07-01,132.94196,13.842284,113
Курганская область,2022-08-01,134.23195,14.9469385,100
Курганская область,2022-09-01,134.99315,15.598774,135
Курганская область,2022-10-01,130.13371,11.43749,91
Курганская область,2022-11-01,132.49449,13.459097,110
Курганская область,2022-12-01,132.9319,13.8336735,210
Курганская область,2023-01-01,132.65201,-0.21055289,80
Курганская область,2023-02-01,135.19937,1.7057387,139
Курганская область,2023-03-01,134.08844,0.8700238,167
Курганская область,2023-04-01,135.85426,2.1983898,189
Курганская область,2023-05-01,138.36212,4.0849566,192
Курганская область,2023-06-01,139.84497,5.2004533,204
Курганская область,2023-07-01,141.39653,6.367644,223
Курганская область,2023-08-01,141.92412,6.7645254,345
Курганская область,2023-09-01,144.27171,8.53054,430
Курганская область,2023-10-01,147.672,11.088453,300
Курганская область,2023-11-01,148.89581,12.00908,297
Курганская область,2023-12-01,151.33151,13.8413725,286
Курганская область,2024-01-01,154.23195,1.9166149,90
Курганская область,2024-02-01,157.36255,3.9853163,100
Курганская область,2024-03-01,158.43263,4.6924267,165
Курганская область,2024-04-01,162.54585,7.410452,155
Курганская область,2024-05-01,162.25542,7.2185307,245
Курганская область,2024-06-01,166.00932,9.699117,309
Курганская область,2024-07-01,166.19722,9.82328,100
Курганская область,2024-08-01,172.74924,14.152852,120
Курганская область,2024-09-01,173.35098,14.55049,125
Курганская область,2024-10-01,181.0165,19.61587,151
Курганская область,2024-11-01,182.46138,20.570648,148
Курганская область,2024-12-01,185.46895,22.558056,183
Курганская область,2025-01-01,185.7405,0.14640616,116
Курганская область,2025-02-01,190.86176,2.907654,169
Курганская область,2025-03-01,194.99097,5.134023,128
Курганская область,2025-04-01,196.43423,5.912196,126
Курганская область,2025-05-01,196.05196,5.7060814,113
Курганская область,2025-06-01,200.79155,8.261545,115
Курганская область,2025-07-01,199.61156,7.6253204,124
Курганская область,2025-08-01,199.12195,7.3613386,150
Курганская область,2025-09-01,198.42627,6.9862413,145
Курганская область,2025-10-01,199.6105,7.624754,116
Курганская область,2025-11-01,200.68259,8.202794,160
Курганская область,2025-12-01,205.9538,11.044889,258
Курганская область,2026-01-01,210.28334,2.102193,115
Курганская область,2026-02-01,212.01488,2.9429343,62
Курганская область,2026-03-01,212.40674,3.133201,78
Курганская область,2026-04-01,216.06981,4.911791,83
Курганская область,2026-05-01,222.49529,8.031653,85
Курганская область,2026-06-01,216.11078,4.931681,127
Курганская область,2026-07-01,215.4082,4.590552,76
Курская область,2021-01-01,100,0,61
Курская область,2021-02-01,102.11634,2.1163397,68
Курская область,2021-03-01,104.88087,4.880868,109
Курская область,2021-04-01,104.87983,4.8798256,131
Курская область,2021-05-01,109.36008,9.360075,80
Курская область,2021-06-01,111.2638,11.263799,145
Курская область,2021-07-01,111.78463,11.784629,68
Курская область,2021-08-01,113.8784,13.878403,100
Курская область,2021-09-01,112.55879,12.55879,94
Курская область,2021-10-01,112.820946,12.820943,131
Курская область,2021-11-01,114.03219,14.0321865,165
Курская область,2021-12-01,115.3112,15.311202,177
Курская область,2022-01-01,117.01895,1.4809921,88
Курская область,2022-02-01,124.42822,7.906451,101
Курская область,2022-03-01,130.14262,12.862086,208
Курская область,2022-04-01,134.52312,16.66093,25
Курская область,2022-05-01,127.63426,10.686786,21
Курская область,2022-06-01,124.60328,8.058263,49
Курская область,2022-07-01,122.65013,6.364452,33
Курская область,2022-08-01,119.677376,3.786426,34
Курская область,2022-09-01,118.71645,2.9531,84
Курская область,2022-10-01,118.71645,2.9531,85
Курская область,2022-11-01,118.04745,2.3729212,74
Курская область,2022-12-01,119.0821,3.2701933,132
Курская область,2023-01-01,118.84088,-0.20256634,50
Курская область,2023-02-01,123.29883,3.5410283,91
Курская область,2023-03-01,123.67649,3.85817,130
Курская область,2023-04-01,123.434395,3.654869,103
Курская область,2023-05-01,119.31186,0.19293799,98
Курская область,2023-06-01,121.614265,2.1264045,121
Курская область,2023-07-01,121.668884,2.17227,154
Курская область,2023-08-01,123.43309,3.6537745,257
Курская область,2023-09-01,126.6635,6.3665304,382
Курская область,2023-10-01,131.47935,10.410677,258
Курская область,2023-11-01,131.76884,10.65378,262
Курская область,2023-12-01,135.49228,13.780561,233
Курская область,2024-01-01,135.88486,0.28974327,74
Курская область,2024-02-01,138.29024,2.065034,119
Курская область,2024-03-01,139.98657,3.317003,114
Курская область,2024-04-01,139.60315,3.0340235,127
Курская область,2024-05-01,139.46548,2.9324222,146
Курская область,2024-06-01,139.74232,3.1367369,260
Курская область,2024-07-01,142.36978,5.075929,63
Курская область,2024-08-01,144.12659,6.3725443,57
Курская область,2024-09-01,140.8399,3.9468102,30
Курская область,2024-10-01,144.57982,6.7070456,94
Курская область,2024-11-01,144.73325,6.820286,101
Курская область,2024-12-01,145.82729,7.6277375,246
Курская область,2025-01-01,145.3102,-0.3545825,206
Курская область,2025-02-01,149.35056,2.416057,209
Курская область,2025-03-01,152.26941,4.4176445,170
Курская область,2025-04-01,156.71347,7.4651237,169
Курская область,2025-05-01,159.70425,9.516038,213
Курская область,2025-06-01,162.84921,11.672666,232
Курская область,2025-07-01,167.04489,14.5498295,211
Курская область,2025-08-01,173.14572,18.733429,211
Курская область,2025-09-01,175.36052,20.252209,280
Курская область,2025-10-01,183.57104,25.882519,324
Курская область,2025-11-01,194.5555,33.415024,331
Курская область,2025-12-01,196.95361,35.059513,254
Курская область,2026-01-01,212.03165,7.6556287,179
Курская область,2026-02-01,221.84381,12.637597,83
Курская область,2026-03-01,219.83057,11.615402,142
Курская область,2026-04-01,220.15318,11.779202,147
Курская область,2026-05-01,229.64325,16.597635,79
Курская область,2026-06-01,221.11662,12.268373,165
Курская область,2026-07-01,229.42592,16.48729,91
Ленинградская область,2021-01-01,100,0,1045
Ленинградская область,2021-02-01,102.188866,2.1888633,1389
Ленинградская область,2021-03-01,105.13598,5.1359754,1725
Ленинградская область,2021-04-01,107.74974,7.7497373,1927
Ленинградская область,2021-05-01,112.159775,12.159777,1262
Ленинградская область,2021-06-01,114.86192,14.861923,1787
Ленинградская область,2021-07-01,115.108734,15.108732,864
Ленинградская область,2021-08-01,115.81952,15.81952,1197
Ленинградская область,2021-09-01,116.63825,16.638252,1455
Ленинградская область,2021-10-01,118.524414,18.524416,1963
Ленинградская область,2021-11-01,120.01307,20.013065,2304
Ленинградская область,2021-12-01,122.51797,22.517963,2551
Ленинградская область,2022-01-01,126.706924,3.4190552,1665
Ленинградская область,2022-02-01,128.34052,4.7524085,2433
Ленинградская область,2022-03-01,135.99646,11.001234,2230
Ленинградская область,2022-04-01,140.17241,14.409674,724
Ленинградская область,2022-05-01,141.55516,15.538294,740
Ленинградская область,2022-06-01,143.27615,16.942976,1116
Ленинградская область,2022-07-01,145.83516,19.031654,1242
Ленинградская область,2022-08-01,147.29903,20.22647,1360
Ленинградская область,2022-09-01,150.4511,22.79921,1486
Ленинградская область,2022-10-01,149.81369,22.278955,1406
Ленинградская область,2022-11-01,150.4075,22.76363,1771
Ленинградская область,2022-12-01,151.43332,23.600916,2460
Ленинградская область,2023-01-01,144.45029,-4.611292,792
Ленинградская область,2023-02-01,144.35648,-4.67324,1244
Ленинградская область,2023-03-01,139.99255,-7.5549893,1380
Ленинградская область,2023-04-01,139.37048,-7.9657784,1325
Ленинградская область,2023-05-01,138.93324,-8.254512,1483
Ленинградская область,2023-06-01,139.85744,-7.644219,1484
Ленинградская область,2023-07-01,141.16151,-6.7830534,1470
Ленинградская область,2023-08-01,143.48985,-5.2455254,2255
Ленинградская область,2023-09-01,146.18779,-3.4639237,2514
Ленинградская область,2023-10-01,147.16968,-2.815531,2194
Ленинградская область,2023-11-01,149.04596,-1.5765109,2501
Ленинградская область,2023-12-01,150.31152,-0.7407896,2789
Ленинградская область,2024-01-01,150.9057,0.39529866,800
Ленинградская область,2024-02-01,153.48337,2.1101835,1169
Ленинградская область,2024-03-01,154.54309,2.8151991,1720
Ленинградская область,2024-04-01,155.01137,3.126733,1544
Ленинградская область,2024-05-01,155.79408,3.6474676,1970
Ленинградская область,2024-06-01,158.16333,5.2236896,2859
Ленинградская область,2024-07-01,159.01814,5.7923794,810
Ленинградская область,2024-08-01,159.03746,5.8052325,1151
Ленинградская область,2024-09-01,160.92197,7.058964,1196
Ленинградская область,2024-10-01,163.33067,8.661448,1464
Ленинградская область,2024-11-01,165.362,10.012852,1458
Ленинградская область,2024-12-01,166.94678,11.067186,1980
Ленинградская область,2025-01-01,165.94588,-0.59953326,1023
Ленинградская область,2025-02-01,167.7942,0.50760144,1415
Ленинградская область,2025-03-01,168.71014,1.0562466,1385
Ленинградская область,2025-04-01,169.9258,1.7844101,1343
Ленинградская область,2025-05-01,169.95535,1.8021195,1181
Ленинградская область,2025-06-01,169.92006,1.7809744,1277
Ленинградская область,2025-07-01,170.73831,2.2711067,1365
Ленинградская область,2025-08-01,172.95366,3.598079,1566
Ленинградская область,2025-09-01,174.87622,4.749684,1390
Ленинградская область,2025-10-01,177.88066,6.5493174,1408
Ленинградская область,2025-11-01,180.4017,8.059413,2447
Ленинградская область,2025-12-01,183.90785,10.159565,2493
Ленинградская область,2026-01-01,188.60191,2.5524054,2076
Ленинградская область,2026-02-01,191.0412,3.8787644,1116
Ленинградская область,2026-03-01,192.36887,4.600682,1485
Ленинградская область,2026-04-01,193.65332,5.2991037,1419
Ленинградская область,2026-05-01,195.54079,6.325415,1440
Ленинградская область,2026-06-01,198.41742,7.8895926,2343
Ленинградская область,2026-07-01,199.3467,8.394887,1953
Липецкая область,2021-01-01,100,0,128
Липецкая область,2021-02-01,100.88001,0.8800116,191
Липецкая область,2021-03-01,102.538055,2.5380583,177
Липецкая область,2021-04-01,104.85132,4.851315,177
Липецкая область,2021-05-01,107.060036,7.0600343,174
Липецкая область,2021-06-01,108.79885,8.798852,202
Липецкая область,2021-07-01,109.633965,9.633966,172
Липецкая область,2021-08-01,112.19698,12.196985,191
Липецкая область,2021-09-01,114.20157,14.201571,164
Липецкая область,2021-10-01,116.620605,16.620607,164
Липецкая область,2021-11-01,120.35851,20.358515,165
Липецкая область,2021-12-01,127.17536,27.175364,149
Липецкая область,2022-01-01,130.54802,2.651973,68
Липецкая область,2022-02-01,133.07462,4.6386714,134
Липецкая область,2022-03-01,136.36911,7.229187,609
Липецкая область,2022-04-01,141.01578,10.882942,58
Липецкая область,2022-05-01,141.34782,11.144033,29
Липецкая область,2022-06-01,144.35655,13.509843,59
Липецкая область,2022-07-01,144.1934,13.3815565,57
Липецкая область,2022-08-01,142.7822,12.271896,83
Липецкая область,2022-09-01,141.26694,11.080422,81
Липецкая область,2022-10-01,140.43214,10.424012,43
Липецкая область,2022-11-01,143.87375,13.130203,62
Липецкая область,2022-12-01,142.93768,12.3941555,182
Липецкая область,2023-01-01,142.2737,-0.4645199,38
Липецкая область,2023-02-01,141.06937,-1.3070849,88
Липецкая область,2023-03-01,143.87741,0.6574462,87
Липецкая область,2023-04-01,144.37155,1.0031482,84
Липецкая область,2023-05-01,145.07559,1.4957016,80
Липецкая область,2023-06-01,145.3923,1.7172695,122
Липецкая область,2023-07-01,147.67735,3.3159058,158
Липецкая область,2023-08-01,152.03494,6.3645034,261
Липецкая область,2023-09-01,153.35985,7.2914095,307
Липецкая область,2023-10-01,155.38797,8.710297,263
Липецкая область,2023-11-01,157.76454,10.372962,250
Липецкая область,2023-12-01,158.02638,10.556141,309
Липецкая область,2024-01-01,159.47011,0.913596,123
Липецкая область,2024-02-01,161.00813,1.8868732,252
Липецкая область,2024-03-01,162.57056,2.875579,175
Липецкая область,2024-04-01,163.49438,3.4601822,203
Липецкая область,2024-05-01,163.71562,3.600184,256
Липецкая область,2024-06-01,167.46048,5.9699554,384
Липецкая область,2024-07-01,169.13855,7.0318475,75
Липецкая область,2024-08-01,168.5364,6.6508083,205
Липецкая область,2024-09-01,168.6479,6.7213635,144
Липецкая область,2024-10-01,169.72371,7.402137,180
Липецкая область,2024-11-01,170.73442,8.041721,182
Липецкая область,2024-12-01,173.4517,9.761239,220
Липецкая область,2025-01-01,171.44623,-1.1562166,97
Липецкая область,2025-02-01,175.24388,1.033241,143
Липецкая область,2025-03-01,176.27307,1.626592,147
Липецкая область,2025-04-01,172.92737,-0.30229926,153
Липецкая область,2025-05-01,174.50159,0.6052858,181
Липецкая область,2025-06-01,175.9751,1.4548029,146
Липецкая область,2025-07-01,174.91722,0.84490556,162
Липецкая область,2025-08-01,176.33595,1.6628528,182
Липецкая область,2025-09-01,177.13116,2.1213124,187
Липецкая область,2025-10-01,179.30681,3.3756382,242
Липецкая область,2025-11-01,179.48164,3.4764357,298
Липецкая область,2025-12-01,182.83487,5.4096656,384
Липецкая область,2026-01-01,187.69254,2.656859,176
Липецкая область,2026-02-01,188.95056,3.3449252,99
Липецкая область,2026-03-01,191.11806,4.530421,118
Липецкая область,2026-04-01,191.7996,4.9031863,113
Липецкая область,2026-05-01,194.03958,6.12832,93
Липецкая область,2026-06-01,193.03096,5.576662,163
Липецкая область,2026-07-01,194.2124,6.2228417,138
Московская область,2021-01-01,100,0,3690
Московская область,2021-02-01,102.20523,2.2052333,5362
Московская область,2021-03-01,104.715416,4.715412,6263
Московская область,2021-04-01,107.77416,7.7741632,5474
Московская область,2021-05-01,110.649475,10.649471,4460
Московская область,2021-06-01,113.734375,13.734379,6302
Московская область,2021-07-01,114.302315,14.302312,3984
Московская область,2021-08-01,115.249954,15.249955,4882
Московская область,2021-09-01,116.70776,16.707766,5625
Московская область,2021-10-01,119.32961,19.32961,5866
Московская область,2021-11-01,122.21024,22.210241,6124
Московская область,2021-12-01,124.4976,24.4976,6789
Московская область,2022-01-01,128.35393,3.0975118,4629
Московская область,2022-02-01,131.53389,5.651748,5614
Московская область,2022-03-01,133.99144,7.6257186,6084
Московская область,2022-04-01,135.87897,9.141842,2688
Московская область,2022-05-01,138.32928,11.109998,2977
Московская область,2022-06-01,142.36388,14.350694,3128
Московская область,2022-07-01,145.97911,17.254559,3704
Московская область,2022-08-01,147.48055,18.460556,4729
Московская область,2022-09-01,151.01167,21.29685,4002
Московская область,2022-10-01,149.31818,19.936586,2939
Московская область,2022-11-01,148.61688,19.373291,3872
Московская область,2022-12-01,150.2558,20.689714,4702
Московская область,2023-01-01,146.31914,-2.6199694,2493
Московская область,2023-02-01,146.32211,-2.617996,3280
Московская область,2023-03-01,145.50706,-3.160428,4045
Московская область,2023-04-01,144.39653,-3.8995245,3619
Московская область,2023-05-01,145.69016,-3.0385792,3861
Московская область,2023-06-01,147.03679,-2.1423578,4159
Московская область,2023-07-01,149.2607,-0.6622741,4908
Московская область,2023-08-01,153.09872,1.8920586,6745
Московская область,2023-09-01,156.90884,4.4278135,6831
Московская область,2023-10-01,160.7759,7.00146,5535
Московская область,2023-11-01,163.64871,8.913414,6093
Московская область,2023-12-01,165.48074,10.1326885,5674
Московская область,2024-01-01,168.45778,1.7990218,2391
Московская область,2024-02-01,170.88622,3.2665257,2896
Московская область,2024-03-01,170.86586,3.2542255,3612
Московская область,2024-04-01,171.7,3.758293,3791
Московская область,2024-05-01,172.9675,4.5242367,5018
Московская область,2024-06-01,176.38118,6.5871253,6796
Московская область,2024-07-01,177.6563,7.357677,1903
Московская область,2024-08-01,176.31438,6.546763,2767
Московская область,2024-09-01,176.7659,6.819613,2746
Московская область,2024-10-01,178.11845,7.636967,3063
Московская область,2024-11-01,181.15721,9.473283,2885
Московская область,2024-12-01,182.29063,10.158212,3773
Московская область,2025-01-01,182.38281,0.05056918,3410
Московская область,2025-02-01,183.92316,0.8955579,4137
Московская область,2025-03-01,184.35095,1.1302351,4245
Московская область,2025-04-01,186.09131,2.0849504,3340
Московская область,2025-05-01,185.1698,1.5794374,3003
Московская область,2025-06-01,185.45097,1.7336814,2939
Московская область,2025-07-01,185.75513,1.9005286,3053
Московская область,2025-08-01,188.57379,3.4467838,2844
Московская область,2025-09-01,192.0748,5.367347,3484
Московская область,2025-10-01,195.50148,7.2471347,4475
Московская область,2025-11-01,202.36661,11.013171,5206
Московская область,2025-12-01,209.44713,14.89736,5817
Московская область,2026-01-01,215.52835,2.903466,4128
Московская область,2026-02-01,216.9856,3.599222,1849
Московская область,2026-03-01,216.22505,3.236103,2550
Московская область,2026-04-01,218.08554,4.124389,2477
Московская область,2026-05-01,219.06042,4.589845,2599
