date,query,avg_tone,vol_index
20181205,mortgage sourcecountry:RS,0.1251,0.042
20181206,"""real estate"" Russia",-1.8007,0.0884
20181206,housing Russia,-1.164,0.1202
20181206,mortgage Russia,-0.3241,0.0225
20181206,mortgage sourcecountry:RS,0.0789,0.0235
20181207,"""real estate"" Russia",-2.6406,0.0848
20181207,housing Russia,-1.1295,0.1212
20181207,mortgage Russia,-1.0466,0.0247
20181207,mortgage sourcecountry:RS,-0.2081,0.0197
20181208,"""real estate"" Russia",-3.4235,0.3942
20181208,housing Russia,-1.6599,0.1179
20181208,mortgage Russia,-0.6531,0.0135
20181208,mortgage sourcecountry:RS,-0.3734,0.0082
20181209,"""real estate"" Russia",-3.3515,0.1602
20181209,housing Russia,-2.1407,0.0904
20181209,mortgage Russia,-1.4021,0.0081
20181209,mortgage sourcecountry:RS,0.1899,0.0088
20181210,"""real estate"" Russia",-1.9918,0.124
20181210,housing Russia,-1.5182,0.1515
20181210,mortgage Russia,-0.7662,0.0215
20181210,mortgage sourcecountry:RS,0.2472,0.0252
20181211,"""real estate"" Russia",-2.7939,0.0853
20181211,housing Russia,-1.1977,0.1138
20181211,mortgage Russia,-0.6171,0.0188
20181211,mortgage sourcecountry:RS,0.0099,0.0226
20181212,"""real estate"" Russia",-4.3277,0.1623
20181212,housing Russia,-1.0303,0.0947
20181212,mortgage Russia,-0.529,0.024
20181212,mortgage sourcecountry:RS,-0.1235,0.0253
20181213,"""real estate"" Russia",-2.8643,0.0932
20181213,housing Russia,-0.8202,0.1047
20181213,mortgage Russia,-0.4249,0.0211
20181213,mortgage sourcecountry:RS,0.2322,0.0286
20181214,"""real estate"" Russia",-2.2137,0.1219
20181214,housing Russia,-0.7095,0.1103
20181214,mortgage Russia,-0.192,0.0228
20181214,mortgage sourcecountry:RS,0.2058,0.0295
20181215,"""real estate"" Russia",-1.6699,0.088
20181215,housing Russia,-0.6887,0.0957
20181215,mortgage Russia,-1.0127,0.017
20181215,mortgage sourcecountry:RS,-0.0849,0.0091
20181216,"""real estate"" Russia",-1.532,0.0713
20181216,housing Russia,-0.6546,0.0959
20181216,mortgage Russia,-0.6874,0.0118
20181216,mortgage sourcecountry:RS,-0.5949,0.0102
20181217,"""real estate"" Russia",-0.7646,0.1024
20181217,housing Russia,-0.6011,0.1592
20181217,mortgage Russia,0.6507,0.0415
20181217,mortgage sourcecountry:RS,0.8154,0.0237
20181218,"""real estate"" Russia",-1.8803,0.0815
20181218,housing Russia,-0.9265,0.1268
20181218,mortgage Russia,-1.1841,0.0379
20181218,mortgage sourcecountry:RS,-0.0404,0.0323
20181219,"""real estate"" Russia",-1.4874,0.1133
20181219,housing Russia,-1.2328,0.1364
20181219,mortgage Russia,-0.9685,0.0264
20181219,mortgage sourcecountry:RS,-0.3072,0.021
20181220,"""real estate"" Russia",-0.9304,0.0641
20181220,housing Russia,-0.8664,0.1364
20181220,mortgage Russia,-0.6423,0.0268
20181220,mortgage sourcecountry:RS,0.3063,0.0265
20181221,"""real estate"" Russia",-1.0339,0.0632
20181221,housing Russia,-0.9246,0.1262
20181221,mortgage Russia,-0.6421,0.0302
20181221,mortgage sourcecountry:RS,-0.4455,0.0279
20181222,"""real estate"" Russia",-0.8441,0.0734
20181222,housing Russia,-0.8965,0.1399
20181222,mortgage Russia,-0.0467,0.0149
20181222,mortgage sourcecountry:RS,-0.1384,0.0132
20181223,"""real estate"" Russia",-0.7437,0.0587
20181223,housing Russia,-0.8258,0.1432
20181223,mortgage Russia,-0.1748,0.0235
20181223,mortgage sourcecountry:RS,-0.2156,0.0205
20181224,"""real estate"" Russia",-0.7839,0.0857
20181224,housing Russia,-0.6275,0.1685
20181224,mortgage Russia,0.1808,0.0334
20181224,mortgage sourcecountry:RS,0.4414,0.0386
20181225,"""real estate"" Russia",-0.6926,0.12
20181225,housing Russia,-0.4731,0.233
20181225,mortgage Russia,-0.0967,0.072
20181225,mortgage sourcecountry:RS,0.0075,0.078
20181226,"""real estate"" Russia",-0.3287,0.1103
20181226,housing Russia,-0.8057,0.1937
20181226,mortgage Russia,0.0443,0.0427
20181226,mortgage sourcecountry:RS,0.2428,0.0465
20181227,"""real estate"" Russia",-1.0343,0.0703
20181227,housing Russia,-0.9531,0.1453
20181227,mortgage Russia,0.4768,0.045
20181227,mortgage sourcecountry:RS,0.2223,0.0426
20181228,"""real estate"" Russia",-1.3013,0.0628
20181228,housing Russia,-1.1052,0.139
20181228,mortgage Russia,0.1572,0.0324
20181228,mortgage sourcecountry:RS,-0.101,0.0291
20181229,"""real estate"" Russia",-1.1014,0.0851
20181229,housing Russia,-0.6927,0.1461
20181229,mortgage Russia,1.0396,0.0601
20181229,mortgage sourcecountry:RS,-0.0214,0.0439
20181230,"""real estate"" Russia",-0.99,0.0904
20181230,housing Russia,-0.899,0.1181
20181230,mortgage Russia,0.08,0.0281
20181230,mortgage sourcecountry:RS,0.5533,0.0223
20181231,"""real estate"" Russia",-1.8966,0.0635
20181231,housing Russia,-3.2749,0.1947
20181231,mortgage Russia,-0.0533,0.0189
20181231,mortgage sourcecountry:RS,0.1566,0.0096
20190101,"""real estate"" Russia",-1.7127,0.0601
20190101,housing Russia,-2.9368,0.1454
20190101,mortgage Russia,-0.6314,0.0107
20190102,"""real estate"" Russia",-2.2384,0.0615
20190102,housing Russia,-3.0104,0.1141
20190102,mortgage Russia,-1.1232,0.0168
20190103,"""real estate"" Russia",-2.0519,0.0449
20190103,housing Russia,-3.8456,0.0992
20190103,mortgage Russia,-1.3923,0.0116
20190104,"""real estate"" Russia",-1.6983,0.0576
20190104,housing Russia,-2.6077,0.0955
20190104,mortgage Russia,-1.5452,0.025
20190105,"""real estate"" Russia",-0.9406,0.0553
20190105,housing Russia,-1.4488,0.0859
20190105,mortgage Russia,-1.9923,0.0151
20190106,"""real estate"" Russia",-0.4407,0.0619
20190106,housing Russia,-0.674,0.1271
20190106,mortgage Russia,-0.0668,0.0146
20190107,"""real estate"" Russia",-0.6262,0.0356
20190107,housing Russia,-1.1532,0.0565
20190107,mortgage Russia,-0.5602,0.012
20190108,"""real estate"" Russia",-4.272,0.1383
20190108,housing Russia,-0.9666,0.0595
20190108,mortgage Russia,-1.0587,0.0114
20190109,"""real estate"" Russia",-1.9796,0.0615
20190109,housing Russia,-1.1203,0.0914
20190109,mortgage Russia,-1.4082,0.0327
20190110,"""real estate"" Russia",-1.8372,0.0667
20190110,housing Russia,-1.4336,0.1042
20190110,mortgage Russia,-0.557,0.0183
20190111,"""real estate"" Russia",-2.039,0.0852
20190111,housing Russia,-0.8767,0.0882
20190111,mortgage Russia,-0.3902,0.0298
20190112,"""real estate"" Russia",-2.5486,0.0545
20190112,housing Russia,-1.5995,0.0853
20190112,mortgage Russia,-0.8003,0.0173
20190113,"""real estate"" Russia",-1.565,0.0655
20190113,housing Russia,-1.3059,0.0715
20190113,mortgage Russia,-0.9011,0.0178
20190114,"""real estate"" Russia",-1.5219,0.0771
20190114,housing Russia,-1.7584,0.121
20190114,mortgage Russia,-0.3957,0.0309
20190115,"""real estate"" Russia",-1.1149,0.0762
20190115,housing Russia,-0.9332,0.1137
20190115,mortgage Russia,-0.1197,0.0367
20190116,"""real estate"" Russia",-1.1148,0.0541
20190116,housing Russia,-1.4353,0.1091
20190116,mortgage Russia,-0.4889,0.0222
20190117,"""real estate"" Russia",-1.7174,0.0868
20190117,housing Russia,-1.2811,0.0929
20190117,mortgage Russia,-0.9663,0.0245
20190118,"""real estate"" Russia",-3.735,0.296
20190118,housing Russia,-1.4438,0.1055
20190118,mortgage Russia,-0.3076,0.0303
20190119,"""real estate"" Russia",-3.3914,0.425
20190119,housing Russia,-1.0505,0.0803
20190119,mortgage Russia,-0.3319,0.0197
20190120,"""real estate"" Russia",-1.6973,0.0725
20190120,housing Russia,-0.9446,0.0769
20190120,mortgage Russia,-0.4279,0.015
20190121,"""real estate"" Russia",-1.1622,0.0704
20190121,housing Russia,-1.2282,0.1086
20190121,mortgage Russia,-0.8709,0.0389
20190122,"""real estate"" Russia",-2.0362,0.1047
20190122,housing Russia,-0.9307,0.1054
20190122,mortgage Russia,0.0715,0.0334
20190123,"""real estate"" Russia",-1.6712,0.1157
20190123,housing Russia,-0.9759,0.1121
20190123,mortgage Russia,0.2761,0.0434
20190124,"""real estate"" Russia",-1.7828,0.1207
20190124,housing Russia,-0.8519,0.1114
20190124,mortgage Russia,-0.1148,0.0279
20190125,"""real estate"" Russia",-1.401,0.0808
20190125,housing Russia,-1.2193,0.1237
20190125,mortgage Russia,-0.2884,0.0341
20190126,"""real estate"" Russia",-4.943,0.1101
20190126,housing Russia,-2.1309,0.0894
20190126,mortgage Russia,-1.4775,0.0243
20190127,"""real estate"" Russia",-4.7408,0.1126
20190127,housing Russia,-1.7495,0.1069
20190127,mortgage Russia,-0.3393,0.0253
20190128,"""real estate"" Russia",-2.3737,0.0672
20190128,housing Russia,-1.5973,0.1234
20190128,mortgage Russia,0.0922,0.0321
20190129,"""real estate"" Russia",-1.6192,0.0566
20190129,housing Russia,-1.1138,0.0868
20190129,mortgage Russia,-0.0722,0.0336
20190130,"""real estate"" Russia",-1.186,0.0556
20190130,housing Russia,-0.9226,0.0911
20190130,mortgage Russia,-0.2288,0.0287
20190131,"""real estate"" Russia",-1.05,0.0577
20190131,housing Russia,-1.1071,0.0933
20190131,mortgage Russia,-0.5737,0.0272
20190201,"""real estate"" Russia",-1.6858,0.0895
20190201,housing Russia,-1.4866,0.1154
20190201,mortgage Russia,-0.153,0.0189
20190202,"""real estate"" Russia",-2.1736,0.0946
20190202,housing Russia,-1.4294,0.0815
20190202,mortgage Russia,0.1869,0.0162
20190203,"""real estate"" Russia",-1.1764,0.0745
20190203,housing Russia,-1.1625,0.1092
20190203,mortgage Russia,-0.6953,0.0149
20190204,"""real estate"" Russia",-0.6665,0.0652
20190204,housing Russia,-1.1792,0.1253
20190204,mortgage Russia,0.1008,0.0223
20190205,"""real estate"" Russia",-1.6913,0.055
20190205,housing Russia,-1.1796,0.1055
20190205,mortgage Russia,-0.3981,0.0227
20190206,"""real estate"" Russia",-1.1195,0.0574
20190206,housing Russia,-0.8596,0.0932
20190206,mortgage Russia,-0.1633,0.0278
20190207,"""real estate"" Russia",-2.1546,0.0894
20190207,housing Russia,-1.1017,0.1237
20190207,mortgage Russia,-0.3062,0.0303
20190208,"""real estate"" Russia",-1.0195,0.0678
20190208,housing Russia,-0.9539,0.0894
20190208,mortgage Russia,-0.7623,0.0281
20190209,"""real estate"" Russia",-0.959,0.0456
20190209,housing Russia,-0.6995,0.0844
20190209,mortgage Russia,-0.082,0.0166
20190210,"""real estate"" Russia",-0.8093,0.0477
20190210,housing Russia,-0.7578,0.0872
20190210,mortgage Russia,-0.4774,0.0153
20190211,"""real estate"" Russia",-1.5751,0.0613
20190211,housing Russia,-1.1035,0.1202
20190211,mortgage Russia,-0.211,0.0283
20190212,"""real estate"" Russia",-1.7087,0.0765
20190212,housing Russia,-0.3263,0.1464
20190212,mortgage Russia,0.1742,0.0488
20190213,"""real estate"" Russia",-0.6894,0.0732
20190213,housing Russia,-1.1227,0.1312
20190213,mortgage Russia,-0.1842,0.0413
20190214,"""real estate"" Russia",-1.2675,0.0624
20190214,housing Russia,-0.8423,0.1076
20190214,mortgage Russia,-0.3401,0.022
20190215,"""real estate"" Russia",-1.4481,0.05
20190215,housing Russia,-0.632,0.1049
20190215,mortgage Russia,-0.3953,0.0216
20190216,"""real estate"" Russia",-1.6587,0.042
20190216,housing Russia,-1.4739,0.0961
20190216,mortgage Russia,-0.3665,0.0078
20190217,"""real estate"" Russia",-0.7579,0.0315
20190217,housing Russia,-1.8059,0.1095
20190217,mortgage Russia,-1.1369,0.017
20190218,"""real estate"" Russia",-0.5164,0.0437
20190218,housing Russia,-1.1914,0.1184
20190218,mortgage Russia,-0.4717,0.024
20190219,"""real estate"" Russia",-1.2885,0.0576
20190219,housing Russia,-0.9401,0.0942
20190219,mortgage Russia,0.8594,0.0389
20190220,"""real estate"" Russia",-1.7526,0.0796
20190220,housing Russia,-1.0833,0.2014
20190220,mortgage Russia,-0.8326,0.1606
20190221,"""real estate"" Russia",-1.6503,0.0676
20190221,housing Russia,-0.9311,0.1067
20190221,mortgage Russia,-0.2635,0.0526
20190222,"""real estate"" Russia",-1.9025,0.0742
20190222,housing Russia,-1.0061,0.0891
20190222,mortgage Russia,-0.2943,0.0258
20190223,"""real estate"" Russia",-1.5637,0.0307
20190223,housing Russia,-0.9052,0.0712
20190223,mortgage Russia,-0.8127,0.0182
20190224,"""real estate"" Russia",-1.8884,0.036
20190224,housing Russia,-0.6942,0.0595
20190224,mortgage Russia,0.4997,0.0207
20190225,"""real estate"" Russia",-0.9043,0.0544
20190225,housing Russia,-0.7307,0.0967
20190225,mortgage Russia,0.4423,0.0235
20190226,"""real estate"" Russia",-1.767,0.0938
20190226,housing Russia,-1.0065,0.0978
20190226,mortgage Russia,-1.3024,0.0294
20190227,"""real estate"" Russia",-3.6904,0.6341
20190227,housing Russia,-1.4895,0.1096
20190227,mortgage Russia,-0.1096,0.0518
20190228,"""real estate"" Russia",-3.8931,0.3397
20190228,housing Russia,-1.2216,0.1045
20190228,mortgage Russia,-0.6392,0.0381
20190301,"""real estate"" Russia",-2.3659,0.1536
20190301,housing Russia,-0.947,0.0968
20190301,mortgage Russia,-0.6488,0.0259
20190302,"""real estate"" Russia",-1.8023,0.0738
20190302,housing Russia,-1.5344,0.0631
20190302,mortgage Russia,-0.4223,0.0084
20190303,"""real estate"" Russia",-2.7344,0.0771
20190303,housing Russia,-1.3424,0.0951
20190303,mortgage Russia,-2.2601,0.0359
20190304,"""real estate"" Russia",-1.7943,0.0925
20190304,housing Russia,-0.9509,0.1002
20190304,mortgage Russia,-0.6433,0.0291
20190305,"""real estate"" Russia",-1.929,0.1079
20190305,housing Russia,-1.1041,0.0943
20190305,mortgage Russia,-0.394,0.0261
20190306,"""real estate"" Russia",-1.1363,0.0704
20190306,housing Russia,-1.2276,0.0979
20190306,mortgage Russia,-1.1149,0.03
20190307,"""real estate"" Russia",-1.6786,0.0826
20190307,housing Russia,-1.2912,0.09
20190307,mortgage Russia,-0.31,0.0247
20190308,"""real estate"" Russia",-1.7715,0.0593
20190308,housing Russia,-1.0036,0.0476
20190308,mortgage Russia,0.1208,0.0059
20190309,"""real estate"" Russia",-1.8876,0.1034
20190309,housing Russia,-1.5957,0.0678
20190309,mortgage Russia,-1.9031,0.0067
20190310,"""real estate"" Russia",-1.3218,0.0317
20190310,housing Russia,-1.3522,0.0612
20190310,mortgage Russia,-0.6009,0.0089
20190311,"""real estate"" Russia",-0.7702,0.052
20190311,housing Russia,-1.3982,0.1207
20190311,mortgage Russia,-0.023,0.027
20190312,"""real estate"" Russia",-1.1713,0.0585
20190312,housing Russia,-1.0505,0.0925
20190312,mortgage Russia,-0.0303,0.0195
20190313,"""real estate"" Russia",-1.4559,0.0565
20190313,housing Russia,-1.1705,0.0915
20190313,mortgage Russia,-5.6862,0.1143
20190314,"""real estate"" Russia",-1.608,0.0551
20190314,housing Russia,-0.9489,0.1151
20190314,mortgage Russia,-4.426,0.1383
20190315,"""real estate"" Russia",-1.5023,0.0504
20190315,housing Russia,-0.8565,0.0985
20190315,mortgage Russia,-0.9264,0.0236
20190316,"""real estate"" Russia",-1.4074,0.0346
20190316,housing Russia,-1.5527,0.0714
20190316,mortgage Russia,-1.8179,0.0089
20190317,"""real estate"" Russia",-0.9149,0.0375
20190317,housing Russia,-0.9806,0.0662
20190317,mortgage Russia,-0.7705,0.0186
20190318,"""real estate"" Russia",-1.1416,0.0589
20190318,housing Russia,-0.9689,0.1415
20190318,mortgage Russia,-0.1314,0.0259
20190319,"""real estate"" Russia",-1.2398,0.0578
20190319,housing Russia,-1.0966,0.125
20190319,mortgage Russia,-0.2185,0.0212
20190320,"""real estate"" Russia",-2.0815,0.0818
20190320,housing Russia,-0.6805,0.1199
20190320,mortgage Russia,0.5214,0.035
20190321,"""real estate"" Russia",-1.3145,0.0756
20190321,housing Russia,-0.9083,0.1169
20190321,mortgage Russia,-0.0233,0.0261
20190322,"""real estate"" Russia",-3.5419,0.1708
20190322,housing Russia,-1.0474,0.1152
20190322,mortgage Russia,-1.272,0.0257
20190323,"""real estate"" Russia",-3.5579,0.5362
20190323,housing Russia,-1.526,0.0842
20190323,mortgage Russia,-3.4666,0.0177
20190324,"""real estate"" Russia",-2.8263,0.1027
20190324,housing Russia,-1.4852,0.0672
20190324,mortgage Russia,-2.8149,0.0182
20190325,"""real estate"" Russia",-3.0299,0.1412
20190325,housing Russia,-1.1455,0.1294
20190325,mortgage Russia,-0.5273,0.0381
20190326,"""real estate"" Russia",-2.0558,0.0855
20190326,housing Russia,-1.3375,0.1628
20190326,mortgage Russia,-0.5299,0.0197
20190327,"""real estate"" Russia",-1.2734,0.0723
20190327,housing Russia,-0.9402,0.1167
20190327,mortgage Russia,-0.4128,0.0218
20190328,"""real estate"" Russia",-2.1612,0.1137
20190328,housing Russia,-0.9811,0.1127
20190328,mortgage Russia,-0.9948,0.0198
20190329,"""real estate"" Russia",-1.1427,0.0999
20190329,housing Russia,-1.0507,0.1072
20190329,mortgage Russia,-0.8629,0.0325
20190330,"""real estate"" Russia",-1.6495,0.0446
20190330,housing Russia,-1.0398,0.0922
20190330,mortgage Russia,-0.4242,0.0178
20190331,"""real estate"" Russia",-0.681,0.0339
20190331,housing Russia,-0.964,0.0521
20190331,mortgage Russia,-0.17,0.0107
20190401,"""real estate"" Russia",-0.9134,0.0422
20190401,housing Russia,-0.4606,0.0767
20190401,mortgage Russia,-0.4163,0.0199
20190402,"""real estate"" Russia",-1.1491,0.0627
20190402,housing Russia,-1.1125,0.0918
20190402,mortgage Russia,-0.2742,0.0344
20190403,"""real estate"" Russia",-1.1896,0.0512
20190403,housing Russia,-0.6789,0.0986
20190403,mortgage Russia,-0.5983,0.0221
20190404,"""real estate"" Russia",-1.6301,0.0403
20190404,housing Russia,-0.6547,0.0995
20190404,mortgage Russia,0.6119,0.0216
20190405,"""real estate"" Russia",-0.9411,0.0544
20190405,housing Russia,-0.5285,0.0923
20190405,mortgage Russia,0.4452,0.0212
20190406,"""real estate"" Russia",-1.0325,0.0379
20190406,housing Russia,-0.9803,0.0838
20190406,mortgage Russia,-0.2718,0.0165
20190407,"""real estate"" Russia",-0.7531,0.0255
20190407,housing Russia,-1.0413,0.0679
20190407,mortgage Russia,-0.4186,0.0128
20190408,"""real estate"" Russia",-1.2841,0.0408
20190408,housing Russia,-0.9249,0.1068
20190408,mortgage Russia,-0.0998,0.0235
20190409,"""real estate"" Russia",-0.7,0.0512
20190409,housing Russia,-1.0761,0.1173
20190409,mortgage Russia,-0.9058,0.0243
20190410,"""real estate"" Russia",-1.7355,0.051
20190410,housing Russia,-0.8595,0.095
20190410,mortgage Russia,-0.7606,0.0223
20190411,"""real estate"" Russia",-1.0509,0.0434
20190411,housing Russia,-1.1157,0.0887
20190411,mortgage Russia,-0.4765,0.0254
20190412,"""real estate"" Russia",-0.532,0.0539
20190412,housing Russia,-0.6033,0.0962
20190412,mortgage Russia,-0.5458,0.0212
20190413,"""real estate"" Russia",-0.5716,0.0401
20190413,housing Russia,-0.4179,0.0727
20190413,mortgage Russia,0.1596,0.0112
20190414,"""real estate"" Russia",-0.5738,0.0417
20190414,housing Russia,-1.2013,0.102
20190414,mortgage Russia,-0.3082,0.0155
20190415,"""real estate"" Russia",-1.113,0.066
20190415,housing Russia,-0.3868,0.1245
20190415,mortgage Russia,-0.0329,0.0215
20190416,"""real estate"" Russia",-1.0522,0.0662
20190416,housing Russia,-0.7029,0.0983
20190416,mortgage Russia,-0.2957,0.0163
20190417,"""real estate"" Russia",-1.1906,0.0416
20190417,housing Russia,-0.7866,0.0953
20190417,mortgage Russia,-0.4871,0.0271
20190418,"""real estate"" Russia",-1.8833,0.1098
20190418,housing Russia,-0.9947,0.1286
20190418,mortgage Russia,0.0266,0.0246
20190419,"""real estate"" Russia",-1.6636,0.1093
20190419,housing Russia,-0.9477,0.143
20190419,mortgage Russia,-0.2564,0.0211
20190420,"""real estate"" Russia",-2.9402,0.0652
20190420,housing Russia,-2.4415,0.1681
20190420,mortgage Russia,-3.4097,0.0271
20190421,"""real estate"" Russia",-0.5832,0.0472
20190421,housing Russia,-2.3581,0.111
20190421,mortgage Russia,0.6689,0.0258
20190422,"""real estate"" Russia",-1.0019,0.0645
20190422,housing Russia,-2.838,0.2308
20190422,mortgage Russia,0.1109,0.0278
20190423,"""real estate"" Russia",-1.1192,0.0575
20190423,housing Russia,-1.2255,0.1543
20190423,mortgage Russia,-0.3774,0.0248
20190424,"""real estate"" Russia",-0.9679,0.0565
20190424,housing Russia,-0.7812,0.0966
20190424,mortgage Russia,0.4954,0.0183
20190425,"""real estate"" Russia",-1.1708,0.0608
20190425,housing Russia,-1.5208,0.1217
20190425,mortgage Russia,-0.373,0.0164
20190426,"""real estate"" Russia",-1.3922,0.0535
20190426,housing Russia,-0.5817,0.1091
20190426,mortgage Russia,-0.0116,0.0217
20190427,"""real estate"" Russia",-2.1477,0.0315
20190427,housing Russia,-1.0779,0.0558
20190427,mortgage Russia,0.0403,0.0133
20190428,"""real estate"" Russia",-0.743,0.0328
20190428,housing Russia,-1.1136,0.0733
20190428,mortgage Russia,-0.1515,0.0123
20190429,"""real estate"" Russia",-1.0464,0.0377
20190429,housing Russia,-0.565,0.0792
20190429,mortgage Russia,-0.2251,0.0392
20190430,"""real estate"" Russia",-1.6307,0.0689
20190430,housing Russia,-0.4569,0.0835
20190430,mortgage Russia,-0.139,0.0224
20190501,"""real estate"" Russia",-1.1169,0.0505
20190501,housing Russia,-1.2794,0.0715
20190501,mortgage Russia,0.1146,0.0152
20190502,"""real estate"" Russia",-1.3898,0.0273
20190502,housing Russia,-1.3173,0.0683
20190502,mortgage Russia,-0.4043,0.0109
20190503,"""real estate"" Russia",-0.6839,0.0407
20190503,housing Russia,-0.9827,0.0975
20190503,mortgage Russia,-0.4172,0.0068
20190504,"""real estate"" Russia",-1.7647,0.0478
20190504,housing Russia,-1.2427,0.0551
20190504,mortgage Russia,-1.3679,0.0152
20190505,"""real estate"" Russia",-0.7149,0.0336
20190505,housing Russia,-1.1058,0.0684
20190505,mortgage Russia,-0.5936,0.0111
20190506,"""real estate"" Russia",-1.9847,0.0685
20190506,housing Russia,-1.2018,0.0794
20190506,mortgage Russia,-1.0006,0.0241
20190507,"""real estate"" Russia",-1.5661,0.0641
20190507,housing Russia,-1.051,0.0869
20190507,mortgage Russia,-0.6021,0.0131
20190508,"""real estate"" Russia",-1.113,0.0465
20190508,housing Russia,-0.5819,0.0955
20190508,mortgage Russia,-0.0177,0.0119
20190509,"""real estate"" Russia",-1.4903,0.0464
20190509,housing Russia,0.1353,0.062
20190509,mortgage Russia,-0.6619,0.0045
20190510,"""real estate"" Russia",-0.8957,0.0419
20190510,housing Russia,-0.5228,0.0402
20190510,mortgage Russia,-2.0617,0.0049
20190511,"""real estate"" Russia",-2.0044,0.0374
20190511,housing Russia,-1.3377,0.0776
20190511,mortgage Russia,-0.607,0.008
20190512,"""real estate"" Russia",0.3844,0.0349
20190512,housing Russia,-1.0003,0.0811
20190512,mortgage Russia,0.1488,0.0104
20190513,"""real estate"" Russia",-0.6511,0.0429
20190513,housing Russia,-1.1853,0.0746
20190513,mortgage Russia,-0.4515,0.0136
20190514,"""real estate"" Russia",-1.7414,0.0604
20190514,housing Russia,-0.8952,0.0958
20190514,mortgage Russia,-0.0745,0.0183
20190515,"""real estate"" Russia",-1.1266,0.0568
20190515,housing Russia,-0.4711,0.0798
20190515,mortgage Russia,-0.2207,0.0171
20190516,"""real estate"" Russia",-0.9032,0.046
20190516,housing Russia,-0.8372,0.0944
20190516,mortgage Russia,0.0395,0.0135
20190517,"""real estate"" Russia",-1.3052,0.0608
20190517,housing Russia,-0.8329,0.0888
20190517,mortgage Russia,-0.1933,0.018
20190518,"""real estate"" Russia",-1.652,0.0739
20190518,housing Russia,-1.1719,0.0728
20190518,mortgage Russia,-0.85,0.0057
20190519,"""real estate"" Russia",-0.478,0.0384
20190519,housing Russia,-0.5875,0.0642
20190519,mortgage Russia,-0.5081,0.0147
20190520,"""real estate"" Russia",-2.1594,0.0809
20190520,housing Russia,-0.6938,0.0779
20190520,mortgage Russia,-0.7766,0.0186
20190521,"""real estate"" Russia",-0.8395,0.0547
20190521,housing Russia,-0.7319,0.1095
20190521,mortgage Russia,-0.1749,0.0258
20190522,"""real estate"" Russia",-1.6397,0.0824
20190522,housing Russia,-1.2077,0.122
20190522,mortgage Russia,-0.3507,0.0234
20190523,"""real estate"" Russia",-2.0217,0.0965
20190523,housing Russia,-0.2796,0.1023
20190523,mortgage Russia,-0.5943,0.0223
20190524,"""real estate"" Russia",-0.869,0.0562
20190524,housing Russia,-0.478,0.0923
20190524,mortgage Russia,0.2653,0.018
20190525,"""real estate"" Russia",-1.5885,0.0385
20190525,housing Russia,-1.346,0.086
20190525,mortgage Russia,-0.6387,0.0133
20190526,"""real estate"" Russia",-0.7465,0.0339
20190526,housing Russia,-1.3524,0.0651
20190526,mortgage Russia,-0.703,0.0068
20190527,"""real estate"" Russia",-0.6686,0.0515
20190527,housing Russia,-1.1966,0.0975
20190527,mortgage Russia,0.029,0.0175
20190528,"""real estate"" Russia",-0.6514,0.05
20190528,housing Russia,-0.6364,0.0846
20190528,mortgage Russia,-0.0343,0.0203
20190529,"""real estate"" Russia",-1.9073,0.0664
20190529,housing Russia,-1.3359,0.1102
20190529,mortgage Russia,-0.0492,0.0303
20190530,"""real estate"" Russia",-0.2712,0.0555
20190530,housing Russia,-0.6989,0.1058
20190530,mortgage Russia,0.073,0.0312
20190531,"""real estate"" Russia",-0.4626,0.0511
20190531,housing Russia,-0.5782,0.0939
20190531,mortgage Russia,-0.3324,0.0269
20190601,"""real estate"" Russia",-0.6306,0.0303
20190601,housing Russia,-0.8817,0.0615
20190601,mortgage Russia,-0.7635,0.016
20190602,"""real estate"" Russia",-0.8611,0.043
20190602,housing Russia,-1.2519,0.0783
20190602,mortgage Russia,-0.6538,0.0108
20190603,"""real estate"" Russia",-1.6193,0.0538
20190603,housing Russia,-0.9155,0.091
20190603,mortgage Russia,0.1843,0.0169
20190604,"""real estate"" Russia",-1.2019,0.0712
20190604,housing Russia,-0.9605,0.1129
20190604,mortgage Russia,-0.6369,0.0181
20190605,"""real estate"" Russia",-0.738,0.0482
20190605,housing Russia,-1.0508,0.1083
20190605,mortgage Russia,-0.4698,0.0163
20190606,"""real estate"" Russia",-0.7589,0.0738
20190606,housing Russia,-0.5817,0.1269
20190606,mortgage Russia,-0.3268,0.0245
20190607,"""real estate"" Russia",-1.0858,0.0568
20190607,housing Russia,-0.7605,0.1295
20190607,mortgage Russia,0.0174,0.0311
20190608,"""real estate"" Russia",-1.1716,0.025
20190608,housing Russia,-1.5584,0.0804
20190608,mortgage Russia,-0.7356,0.0092
20190609,"""real estate"" Russia",-1.0457,0.0551
20190609,housing Russia,-1.2216,0.0714
20190609,mortgage Russia,-1.0412,0.0134
20190610,"""real estate"" Russia",-1.7124,0.0631
20190610,housing Russia,-1.2913,0.1223
20190610,mortgage Russia,-0.4964,0.0239
20190611,"""real estate"" Russia",-1.2757,0.0605
20190611,housing Russia,-0.9647,0.0923
20190611,mortgage Russia,-0.2647,0.0247
20190612,"""real estate"" Russia",-1.2275,0.1265
20190612,housing Russia,-0.6877,0.1012
20190612,mortgage Russia,-0.3121,0.0098
20190613,"""real estate"" Russia",-1.3124,0.0663
20190613,housing Russia,-1.0351,0.1033
20190613,mortgage Russia,-0.9532,0.0184
20190614,"""real estate"" Russia",-1.4229,0.0602
20190614,housing Russia,-1.278,0.0953
