date,n_queries,tone_mean,vol_mean,tone_z,sentiment_index
20180517,4,-1.3609,0.0466,-1.0144,-1.0144
20180518,4,-1.307,0.0409,-0.9017,-0.9017
20180519,4,-1.2391,0.0215,-0.7599,-0.7599
20180520,4,-1.504,0.023,-1.3134,-1.3134
20180521,4,-0.8029,0.0376,0.1519,0.1519
20180522,4,-0.6493,0.0403,0.4729,0.4729
20180523,4,-1.7774,0.0468,-1.8849,-1.8849
20180524,4,-1.1072,0.0308,-0.4841,-0.4841
20180525,4,-1.0723,0.0439,-0.4112,-0.4112
20180526,4,-1.3066,0.027,-0.9009,-0.9009
20180527,4,-0.817,0.0354,0.1224,0.1224
20180528,4,-1.0149,0.0391,-0.2911,-0.2911
20180529,4,-1.0566,0.0372,-0.3784,-0.3784
20180530,4,-1.3523,0.0408,-0.9964,-0.9964
20180531,4,-0.8468,0.0344,0.0602,0.0602
20180601,4,-0.2299,0.0338,1.3494,1.3494
20180602,4,-1.2184,0.0307,-0.7165,-0.7165
20180603,4,-0.6954,0.0282,0.3766,0.3766
20180604,4,-0.5387,0.0373,0.7041,0.7041
20180605,4,-0.6498,0.0328,0.4718,0.4718
20180606,4,-0.6488,0.0347,0.4739,0.4739
20180607,4,-1.1128,0.0634,-0.4959,-0.4959
20180608,4,-0.7684,0.0474,0.224,0.224
20180609,4,-0.7272,0.0509,0.3101,0.3101
20180610,4,-0.7204,0.0322,0.3244,0.3244
20180611,4,-0.7391,0.0274,0.2851,0.2851
20180612,4,-0.8762,0.035,-0.0013,-0.0013
20180613,4,-0.5065,0.0367,0.7713,0.7713
20180614,4,-0.7854,0.051,0.1885,0.1885
20180615,4,-1.3438,0.0694,-0.9787,-0.9787
20180616,4,-1.099,0.0436,-0.467,-0.467
20180617,4,-1.1849,0.0421,-0.6465,-0.6465
20180618,4,-1.3724,0.0515,-1.0384,-1.0384
20180619,4,-0.8645,0.0513,0.0233,0.0233
20180620,4,-1.0057,0.051,-0.2721,-0.2721
20180621,4,-0.9804,0.0434,-0.2192,-0.2192
20180622,4,-1.1431,0.0456,-0.5592,-0.5592
20180623,4,-0.9515,0.0368,-0.1587,-0.1587
20180624,4,-1.4394,0.0354,-1.1785,-1.1785
20180625,4,-0.3761,0.0381,1.0438,1.0438
20180626,4,-0.9014,0.0427,-0.0541,-0.0541
20180627,4,-0.6997,0.0375,0.3676,0.3676
20180628,4,-1.2264,0.0482,-0.7331,-0.7331
20180629,4,-0.5625,0.0485,0.6544,0.6544
20180630,4,-0.9118,0.0456,-0.0756,-0.0756
20180701,4,-1.2771,0.0355,-0.8392,-0.8392
20180702,4,-1.1348,0.0443,-0.5418,-0.5418
20180703,4,-0.8103,0.042,0.1364,0.1364
20180704,4,-1.6927,0.0599,-1.7079,-1.7079
20180705,4,-1.0995,0.0458,-0.4679,-0.4679
20180706,4,-0.9845,0.0537,-0.2276,-0.2276
20180707,4,-1.3462,0.0321,-0.9836,-0.9836
20180708,4,-0.9589,0.0313,-0.1742,-0.1742
20180709,4,-0.977,0.0378,-0.2121,-0.2121
20180710,4,-0.9558,0.0392,-0.1677,-0.1677
20180711,4,-1.0038,0.0466,-0.2679,-0.2679
20180712,4,-0.5662,0.0427,0.6466,0.6466
20180713,4,-0.772,0.042,0.2164,0.2164
20180714,4,-1.6628,0.031,-1.6454,-1.6454
20180715,4,-1.0225,0.0496,-0.307,-0.307
20180716,4,-0.5413,0.0961,0.6986,0.6986
20180717,4,-0.4826,0.104,0.8213,0.8213
20180718,4,-1.2642,0.1283,-0.8121,-0.8121
20180719,4,-0.8536,0.1139,0.046,0.046
20180720,4,-1.0393,0.0805,-0.3421,-0.3421
20180721,4,-0.9782,0.0556,-0.2146,-0.2146
20180722,4,-1.0224,0.0672,-0.3069,-0.3069
20180723,4,-0.7777,0.0791,0.2047,0.2047
20180724,4,-1.0038,0.087,-0.268,-0.268
20180725,4,-0.8002,0.0755,0.1574,0.1574
20180726,4,-1.0922,0.0945,-0.4527,-0.4527
20180727,4,-1.1418,0.0804,-0.5565,-0.5565
20180728,4,-1.2487,0.0642,-0.7798,-0.7798
20180729,4,-1.806,0.0712,-1.9447,-1.9447
20180730,4,-1.6506,0.1016,-1.6199,-1.6199
20180731,4,-1.7022,0.0988,-1.7276,-1.7276
20180801,4,-1.465,0.0992,-1.2319,-1.2319
20180802,4,-1.4477,0.11,-1.1958,-1.1958
20180803,4,-1.168,0.1059,-0.6112,-0.6112
20180804,4,-1.4903,0.0767,-1.2848,-1.2848
20180805,4,-1.5157,0.0693,-1.3378,-1.3378
20180806,4,-1.2716,0.0819,-0.8276,-0.8276
20180807,4,-1.8166,0.0966,-1.9668,-1.9668
20180808,4,-2.2517,0.0975,-2.8761,-2.8761
20180809,4,-1.2544,0.0721,-0.7916,-0.7916
20180810,4,-1.1188,0.0749,-0.5084,-0.5084
20180811,4,-1.3212,0.0534,-0.9313,-0.9313
20180812,4,-1.5117,0.0505,-1.3296,-1.3296
20180813,4,-0.816,0.0702,0.1244,0.1244
20180814,4,-0.9778,0.0945,-0.2137,-0.2137
20180815,4,-1.3344,0.0892,-0.9588,-0.9588
20180816,4,-2.5682,0.0847,-3.5376,-3.5376
20180817,4,-1.2929,0.0739,-0.8723,-0.8723
20180818,4,-1.0103,0.0484,-0.2815,-0.2815
20180819,4,-1.0469,0.044,-0.3581,-0.3581
20180820,4,-0.7815,0.0558,0.1967,0.1967
20180821,4,-1.3697,0.0624,-1.0327,-1.0327
20180822,4,-2.066,0.133,-2.488,-2.488
20180823,4,-1.1119,0.0588,-0.4939,-0.4939
20180824,4,-0.8195,0.0609,0.1173,0.1173
20180825,4,-1.2218,0.0644,-0.7237,-0.7237
20180826,4,-1.4966,0.0519,-1.298,-1.298
20180827,4,-0.9852,0.0686,-0.2291,-0.2291
20180828,4,-0.8905,0.0606,-0.0312,-0.0312
20180829,4,-0.6204,0.0646,0.5334,0.5334
20180830,4,-0.7951,0.057,0.1682,0.1682
20180831,4,-0.726,0.0589,0.3127,0.3127
20180901,4,-0.871,0.0422,0.0096,0.0096
20180902,4,-0.7905,0.0354,0.1778,0.1778
20180903,4,-0.7573,0.057,0.2471,0.2471
20180904,4,-0.6494,0.0512,0.4728,0.4728
20180905,4,-1.0327,0.062,-0.3284,-0.3284
20180906,4,-0.5636,0.0597,0.652,0.652
20180907,4,-0.7353,0.063,0.2931,0.2931
20180908,4,-1.4912,0.0488,-1.2867,-1.2867
20180909,4,-1.4338,0.0593,-1.1667,-1.1667
20180910,4,-0.4566,0.0508,0.8757,0.8757
20180911,4,-0.5349,0.0617,0.712,0.712
20180912,4,-0.5459,0.0655,0.6891,0.6891
20180913,4,-0.6914,0.0581,0.385,0.385
20180914,4,-1.776,0.0712,-1.882,-1.882
20180915,4,-2.253,0.0489,-2.8788,-2.8788
20180916,4,-0.6642,0.0461,0.4419,0.4419
20180917,4,-0.7808,0.0634,0.1981,0.1981
20180918,4,-0.6638,0.0559,0.4427,0.4427
20180919,4,-0.4051,0.0569,0.9833,0.9833
20180920,4,-0.5362,0.0518,0.7093,0.7093
20180921,4,-0.8842,0.0493,-0.0181,-0.0181
20180922,4,-1.371,0.0423,-1.0356,-1.0356
20180923,4,-1.0182,0.044,-0.2981,-0.2981
20180924,4,-1.0834,0.0585,-0.4342,-0.4342
20180925,4,-0.6153,0.0698,0.544,0.544
20180926,4,-0.4931,0.0594,0.7993,0.7993
20180927,4,-0.3238,0.0624,1.1533,1.1533
20180928,4,-0.4247,0.0521,0.9424,0.9424
20180929,4,-1.2584,0.0373,-0.8002,-0.8002
20180930,4,-0.1633,0.0359,1.4887,1.4887
20181001,4,-0.0561,0.0532,1.7127,1.7127
20181002,4,-0.6326,0.0475,0.5079,0.5079
20181003,4,-0.9639,0.0581,-0.1846,-0.1846
20181004,4,-0.8115,0.0516,0.1339,0.1339
20181005,4,-0.9807,0.0426,-0.2198,-0.2198
20181006,4,-0.761,0.0294,0.2395,0.2395
20181007,4,-0.9727,0.0326,-0.203,-0.203
20181008,4,-0.5279,0.062,0.7266,0.7266
20181009,4,-0.5824,0.0694,0.6128,0.6128
20181010,4,-0.7763,0.0639,0.2074,0.2074
20181011,4,-0.8891,0.0559,-0.0284,-0.0284
20181012,4,-0.9461,0.0495,-0.1474,-0.1474
20181013,4,-0.5243,0.0332,0.7342,0.7342
20181014,4,-0.7108,0.0331,0.3444,0.3444
20181015,4,-1.2717,0.048,-0.828,-0.828
20181016,4,-0.6791,0.0536,0.4107,0.4107
20181017,4,-1.0396,0.0735,-0.3429,-0.3429
20181018,4,-1.3518,0.0627,-0.9954,-0.9954
20181019,4,-0.8559,0.0619,0.0411,0.0411
20181020,4,-1.1348,0.029,-0.5417,-0.5417
20181021,4,-1.109,0.0398,-0.4879,-0.4879
20181022,4,-0.5111,0.0613,0.7618,0.7618
20181023,4,-0.6806,0.0481,0.4076,0.4076
20181024,4,-0.2803,0.0477,1.2442,1.2442
20181025,4,-0.4884,0.0539,0.8092,0.8092
20181026,4,-1.2161,0.0511,-0.7116,-0.7116
20181027,4,-1.4945,0.0413,-1.2936,-1.2936
20181028,4,-0.7154,0.0338,0.3348,0.3348
20181029,4,-0.3416,0.0511,1.1161,1.1161
20181030,4,-0.5056,0.0612,0.7734,0.7734
20181031,4,-0.3077,0.0547,1.1869,1.1869
20181101,4,-0.344,0.0598,1.1111,1.1111
20181102,4,-0.4034,0.0529,0.9868,0.9868
20181103,4,-1.0591,0.0473,-0.3835,-0.3835
20181104,4,-1.4332,0.0311,-1.1654,-1.1654
20181105,4,-1.0067,0.0366,-0.274,-0.274
20181106,4,-0.882,0.0583,-0.0134,-0.0134
20181107,4,-1.2428,0.0646,-0.7675,-0.7675
20181108,4,-0.552,0.0755,0.6763,0.6763
20181109,4,-0.7817,0.0487,0.1963,0.1963
20181110,4,-0.5926,0.0408,0.5915,0.5915
20181111,4,-0.5475,0.0709,0.6856,0.6856
20181112,4,-0.5393,0.0499,0.7028,0.7028
20181113,4,-0.5715,0.0599,0.6356,0.6356
20181114,4,-0.424,0.0533,0.9438,0.9438
20181115,4,-0.6754,0.0437,0.4184,0.4184
20181116,4,-0.8369,0.0472,0.0809,0.0809
20181117,4,-0.9069,0.0313,-0.0654,-0.0654
20181118,4,-0.5259,0.0343,0.7309,0.7309
20181119,4,-0.6975,0.0469,0.3723,0.3723
20181120,4,-0.9024,0.0499,-0.0561,-0.0561
20181121,4,-0.2279,0.0543,1.3537,1.3537
20181122,4,-0.7548,0.0563,0.2524,0.2524
20181123,4,-0.8763,0.0838,-0.0016,-0.0016
20181124,4,-1.1554,0.0425,-0.5849,-0.5849
20181125,4,-0.4418,0.0428,0.9066,0.9066
20181126,4,-0.5072,0.0696,0.7699,0.7699
20181127,4,-0.825,0.0574,0.1056,0.1056
20181128,4,-0.7984,0.0604,0.1614,0.1614
20181129,4,-1.609,0.1727,-1.5329,-1.5329
20181130,4,-0.9882,0.1961,-0.2354,-0.2354
20181201,4,-1.5285,0.0751,-1.3646,-1.3646
20181202,4,-1.4587,0.0592,-1.2187,-1.2187
20181203,4,-0.94,0.0694,-0.1346,-0.1346
20181204,4,-1.3714,0.0905,-1.0363,-1.0363
20181205,4,-0.7184,0.0689,0.3286,0.3286
20181206,4,-0.8025,0.0636,0.1528,0.1528
20181207,4,-1.2562,0.0626,-0.7955,-0.7955
20181208,4,-1.5275,0.1334,-1.3625,-1.3625
20181209,4,-1.6761,0.0669,-1.6731,-1.6731
20181210,4,-1.0072,0.0805,-0.2752,-0.2752
20181211,4,-1.1497,0.0601,-0.5729,-0.5729
20181212,4,-1.5026,0.0766,-1.3105,-1.3105
20181213,4,-0.9693,0.0619,-0.1959,-0.1959
20181214,4,-0.7273,0.0711,0.3098,0.3098
20181215,4,-0.864,0.0524,0.0241,0.0241
20181216,4,-0.8672,0.0473,0.0175,0.0175
20181217,4,0.0251,0.0817,1.8825,1.8825
20181218,4,-1.0078,0.0696,-0.2764,-0.2764
20181219,4,-0.999,0.0743,-0.2579,-0.2579
20181220,4,-0.5332,0.0635,0.7156,0.7156
20181221,4,-0.7615,0.0619,0.2384,0.2384
20181222,4,-0.4814,0.0603,0.8238,0.8238
20181223,4,-0.49,0.0615,0.8059,0.8059
20181224,4,-0.1973,0.0815,1.4176,1.4176
20181225,4,-0.3137,0.1258,1.1743,1.1743
20181226,4,-0.2118,0.0983,1.3873,1.3873
20181227,4,-0.3221,0.0758,1.1568,1.1568
20181228,4,-0.5876,0.0658,0.6019,0.6019
20181229,4,-0.194,0.0838,1.4246,1.4246
20181230,4,-0.3139,0.0647,1.1739,1.1739
20181231,4,-1.2671,0.0717,-0.8182,-0.8182
20190101,3,-1.7603,0.0721,-1.8491,-1.8491
20190102,3,-2.124,0.0641,-2.6092,-2.6092
20190103,3,-2.4299,0.0519,-3.2487,-3.2487
20190104,3,-1.9504,0.0594,-2.2464,-2.2464
20190105,3,-1.4606,0.0521,-1.2226,-1.2226
20190106,3,-0.3938,0.0679,1.0069,1.0069
20190107,3,-0.7799,0.0347,0.2,0.2
20190108,3,-2.0991,0.0697,-2.5572,-2.5572
20190109,3,-1.5027,0.0619,-1.3107,-1.3107
20190110,3,-1.2759,0.0631,-0.8368,-0.8368
20190111,3,-1.102,0.0677,-0.4732,-0.4732
20190112,3,-1.6495,0.0524,-1.6175,-1.6175
20190113,3,-1.2573,0.0516,-0.7979,-0.7979
20190114,3,-1.2253,0.0763,-0.731,-0.731
20190115,3,-0.7226,0.0755,0.3197,0.3197
20190116,3,-1.013,0.0618,-0.2872,-0.2872
20190117,3,-1.3216,0.0681,-0.9322,-0.9322
20190118,3,-1.8288,0.1439,-1.9923,-1.9923
20190119,3,-1.5913,0.175,-1.4958,-1.4958
20190120,3,-1.0233,0.0548,-0.3087,-0.3087
20190121,3,-1.0871,0.0726,-0.4421,-0.4421
20190122,3,-0.9651,0.0812,-0.1872,-0.1872
20190123,3,-0.7903,0.0904,0.1782,0.1782
20190124,3,-0.9165,0.0867,-0.0855,-0.0855
20190125,3,-0.9696,0.0795,-0.1964,-0.1964
20190126,3,-2.8505,0.0746,-4.1276,-4.1276
20190127,3,-2.2765,0.0816,-2.928,-2.928
20190128,3,-1.2929,0.0742,-0.8723,-0.8723
20190129,3,-0.9351,0.059,-0.1243,-0.1243
20190130,3,-0.7791,0.0585,0.2016,0.2016
20190131,3,-0.9103,0.0594,-0.0725,-0.0725
20190201,3,-1.1085,0.0746,-0.4867,-0.4867
20190202,3,-1.1387,0.0641,-0.5499,-0.5499
20190203,3,-1.0114,0.0662,-0.2839,-0.2839
20190204,3,-0.5816,0.0709,0.6144,0.6144
20190205,3,-1.0897,0.0611,-0.4474,-0.4474
20190206,3,-0.7141,0.0595,0.3374,0.3374
20190207,3,-1.1875,0.0811,-0.6519,-0.6519
20190208,3,-0.9119,0.0618,-0.0759,-0.0759
20190209,3,-0.5802,0.0489,0.6174,0.6174
20190210,3,-0.6815,0.0501,0.4056,0.4056
20190211,3,-0.9632,0.0699,-0.1831,-0.1831
20190212,3,-0.6203,0.0906,0.5336,0.5336
20190213,3,-0.6654,0.0819,0.4392,0.4392
20190214,3,-0.8166,0.064,0.1232,0.1232
20190215,3,-0.8251,0.0588,0.1054,0.1054
20190216,3,-1.1664,0.0486,-0.6078,-0.6078
20190217,3,-1.2336,0.0527,-0.7482,-0.7482
20190218,3,-0.7265,0.062,0.3116,0.3116
20190219,3,-0.4564,0.0636,0.8761,0.8761
20190220,3,-1.2228,0.1472,-0.7258,-0.7258
20190221,3,-0.9483,0.0756,-0.152,-0.152
20190222,3,-1.0676,0.063,-0.4014,-0.4014
20190223,3,-1.0939,0.04,-0.4562,-0.4562
20190224,3,-0.6943,0.0387,0.3789,0.3789
20190225,3,-0.3976,0.0582,0.9991,0.9991
20190226,3,-1.3586,0.0737,-1.0096,-1.0096
20190227,3,-1.7632,0.2652,-1.8551,-1.8551
20190228,3,-1.918,0.1608,-2.1786,-2.1786
20190301,3,-1.3206,0.0921,-0.93,-0.93
20190302,3,-1.253,0.0484,-0.7888,-0.7888
20190303,3,-2.1123,0.0694,-2.5848,-2.5848
20190304,3,-1.1295,0.0739,-0.5307,-0.5307
20190305,3,-1.1424,0.0761,-0.5576,-0.5576
20190306,3,-1.1596,0.0661,-0.5936,-0.5936
20190307,3,-1.0933,0.0658,-0.455,-0.455
20190308,3,-0.8848,0.0376,-0.0192,-0.0192
20190309,3,-1.7955,0.0593,-1.9226,-1.9226
20190310,3,-1.0916,0.0339,-0.4516,-0.4516
20190311,3,-0.7305,0.0666,0.3033,0.3033
20190312,3,-0.7507,0.0568,0.261,0.261
20190313,3,-2.7709,0.0874,-3.9612,-3.9612
20190314,3,-2.3276,0.1028,-3.0348,-3.0348
20190315,3,-1.0951,0.0575,-0.4587,-0.4587
20190316,3,-1.5927,0.0383,-1.4987,-1.4987
20190317,3,-0.8887,0.0408,-0.0274,-0.0274
20190318,3,-0.7473,0.0754,0.2681,0.2681
20190319,3,-0.8516,0.068,0.05,0.05
20190320,3,-0.7469,0.0789,0.269,0.269
20190321,3,-0.7487,0.0729,0.2652,0.2652
20190322,3,-1.9538,0.1039,-2.2534,-2.2534
20190323,3,-2.8502,0.2127,-4.127,-4.127
20190324,3,-2.3755,0.0627,-3.1348,-3.1348
20190325,3,-1.5676,0.1029,-1.4463,-1.4463
20190326,3,-1.3077,0.0893,-0.9032,-0.9032
20190327,3,-0.8755,0.0703,0.0002,0.0002
20190328,3,-1.379,0.0821,-1.0522,-1.0522
20190329,3,-1.0188,0.0799,-0.2993,-0.2993
20190330,3,-1.0378,0.0515,-0.3391,-0.3391
20190331,3,-0.605,0.0322,0.5655,0.5655
20190401,3,-0.5968,0.0463,0.5827,0.5827
20190402,3,-0.8453,0.063,0.0634,0.0634
20190403,3,-0.8223,0.0573,0.1114,0.1114
20190404,3,-0.5576,0.0538,0.6645,0.6645
20190405,3,-0.3415,0.056,1.1163,1.1163
20190406,3,-0.7615,0.0461,0.2384,0.2384
20190407,3,-0.7377,0.0354,0.2882,0.2882
20190408,3,-0.7696,0.057,0.2215,0.2215
20190409,3,-0.894,0.0643,-0.0384,-0.0384
20190410,3,-1.1185,0.0561,-0.5078,-0.5078
20190411,3,-0.881,0.0525,-0.0114,-0.0114
20190412,3,-0.5604,0.0571,0.6588,0.6588
20190413,3,-0.2766,0.0413,1.2518,1.2518
20190414,3,-0.6944,0.0531,0.3786,0.3786
20190415,3,-0.5109,0.0707,0.7622,0.7622
20190416,3,-0.6836,0.0603,0.4012,0.4012
20190417,3,-0.8214,0.0547,0.1132,0.1132
20190418,3,-0.9505,0.0877,-0.1565,-0.1565
20190419,3,-0.9559,0.0911,-0.1679,-0.1679
20190420,3,-2.9305,0.0868,-4.2948,-4.2948
20190421,3,-0.7575,0.0613,0.2469,0.2469
20190422,3,-1.243,0.1077,-0.7679,-0.7679
20190423,3,-0.9074,0.0789,-0.0664,-0.0664
20190424,3,-0.4179,0.0571,0.9566,0.9566
20190425,3,-1.0215,0.0663,-0.305,-0.305
20190426,3,-0.6618,0.0614,0.4467,0.4467
20190427,3,-1.0618,0.0335,-0.3891,-0.3891
20190428,3,-0.6694,0.0395,0.431,0.431
20190429,3,-0.6122,0.052,0.5505,0.5505
20190430,3,-0.7422,0.0583,0.2788,0.2788
20190501,3,-0.7606,0.0457,0.2404,0.2404
20190502,3,-1.0371,0.0355,-0.3377,-0.3377
20190503,3,-0.6946,0.0483,0.3783,0.3783
20190504,3,-1.4584,0.0394,-1.2182,-1.2182
20190505,3,-0.8048,0.0377,0.148,0.148
20190506,3,-1.3957,0.0573,-1.0871,-1.0871
20190507,3,-1.0731,0.0547,-0.4128,-0.4128
20190508,3,-0.5709,0.0513,0.6369,0.6369
20190509,3,-0.6723,0.0376,0.4249,0.4249
20190510,3,-1.1601,0.029,-0.5946,-0.5946
20190511,3,-1.3164,0.041,-0.9213,-0.9213
20190512,3,-0.1557,0.0421,1.5046,1.5046
20190513,3,-0.7626,0.0437,0.2361,0.2361
20190514,3,-0.9037,0.0582,-0.0588,-0.0588
20190515,3,-0.6061,0.0512,0.5632,0.5632
20190516,3,-0.567,0.0513,0.645,0.645
20190517,3,-0.7771,0.0559,0.2058,0.2058
20190518,3,-1.2246,0.0508,-0.7295,-0.7295
20190519,3,-0.5245,0.0391,0.7337,0.7337
20190520,3,-1.2099,0.0591,-0.6988,-0.6988
20190521,3,-0.5821,0.0633,0.6134,0.6134
20190522,3,-1.066,0.0759,-0.3981,-0.3981
20190523,3,-0.9652,0.0737,-0.1873,-0.1873
20190524,3,-0.3606,0.0555,1.0764,1.0764
20190525,3,-1.1911,0.0459,-0.6594,-0.6594
20190526,3,-0.934,0.0353,-0.122,-0.122
20190527,3,-0.6121,0.0555,0.5508,0.5508
20190528,3,-0.4407,0.0516,0.9089,0.9089
20190529,3,-1.0975,0.069,-0.4638,-0.4638
20190530,3,-0.299,0.0642,1.205,1.205
20190531,3,-0.4577,0.0573,0.8733,0.8733
20190601,3,-0.7586,0.0359,0.2445,0.2445
20190602,3,-0.9223,0.044,-0.0976,-0.0976
20190603,3,-0.7835,0.0539,0.1925,0.1925
20190604,3,-0.9331,0.0674,-0.1202,-0.1202
20190605,3,-0.7529,0.0576,0.2565,0.2565
20190606,3,-0.5558,0.0751,0.6684,0.6684
20190607,3,-0.6096,0.0725,0.5558,0.5558
20190608,3,-1.1552,0.0382,-0.5844,-0.5844
20190609,3,-1.1028,0.0466,-0.475,-0.475
20190610,3,-1.1667,0.0698,-0.6085,-0.6085
20190611,3,-0.835,0.0592,0.0847,0.0847
20190612,3,-0.7424,0.0792,0.2783,0.2783
20190613,3,-1.1002,0.0627,-0.4695,-0.4695
20190614,3,-1.5733,0.0592,-1.4582,-1.4582
20190615,3,-1.3894,0.0415,-1.0738,-1.0738
20190616,3,-1.1435,0.0476,-0.5599,-0.5599
20190617,3,-1.7786,0.0654,-1.8874,-1.8874
20190618,3,-1.6711,0.066,-1.6626,-1.6626
20190619,3,-1.3151,0.0722,-0.9185,-0.9185
20190620,3,-1.3123,0.0995,-0.9127,-0.9127
20190621,3,-0.876,0.0688,-0.0009,-0.0009
20190622,3,-1.8284,0.0451,-1.9914,-1.9914
20190623,3,-0.9761,0.0484,-0.2102,-0.2102
20190624,3,-0.6286,0.0636,0.5162,0.5162
20190625,3,-0.5386,0.0608,0.7044,0.7044
20190626,3,-1.1429,0.0619,-0.5586,-0.5586
20190627,3,-2.1424,0.0825,-2.6476,-2.6476
20190628,3,-0.9077,0.0733,-0.0672,-0.0672
20190629,3,-1.1845,0.0519,-0.6456,-0.6456
20190630,3,-0.8446,0.0844,0.0648,0.0648
20190701,3,-0.9611,0.0846,-0.1788,-0.1788
20190702,3,-1.0692,0.0584,-0.4047,-0.4047
20190703,3,-1.7522,0.0943,-1.8322,-1.8322
20190704,3,-0.8406,0.0747,0.0732,0.0732
20190705,3,-0.517,0.0596,0.7495,0.7495
20190706,3,-0.75,0.0353,0.2624,0.2624
20190707,3,-0.6666,0.0352,0.4368,0.4368
20190708,3,-0.6805,0.061,0.4077,0.4077
20190709,3,-1.1804,0.0588,-0.637,-0.637
20190710,3,-0.5877,0.056,0.6017,0.6017
20190711,3,-0.7901,0.057,0.1787,0.1787
20190712,3,-1.0364,0.0649,-0.3362,-0.3362
20190713,3,-0.8831,0.0366,-0.0156,-0.0156
20190714,3,-1.1089,0.0395,-0.4876,-0.4876
20190715,3,-1.0102,0.0763,-0.2813,-0.2813
20190716,3,-1.0198,0.0533,-0.3014,-0.3014
20190717,3,-0.5233,0.0571,0.7363,0.7363
20190718,3,-0.7452,0.0674,0.2725,0.2725
20190719,3,-1.2243,0.084,-0.7288,-0.7288
20190720,3,-0.8692,0.0451,0.0133,0.0133
20190721,3,-0.5347,0.0512,0.7124,0.7124
20190722,3,-0.7305,0.0644,0.3032,0.3032
20190723,3,-0.8444,0.0641,0.0651,0.0651
20190724,3,-1.1477,0.0667,-0.5687,-0.5687
20190725,3,-1.0152,0.0634,-0.2918,-0.2918
20190726,3,-0.6766,0.088,0.4159,0.4159
20190727,3,-1.1065,0.0796,-0.4826,-0.4826
20190728,3,-0.7034,0.0436,0.3599,0.3599
20190729,3,-0.701,0.0557,0.3649,0.3649
20190730,3,-1.1527,0.0678,-0.5792,-0.5792
20190731,3,-0.951,0.0885,-0.1577,-0.1577
20190801,3,-1.3807,0.075,-1.0556,-1.0556
20190802,3,-1.273,0.061,-0.8306,-0.8306
20190803,3,-1.895,0.0544,-2.1307,-2.1307
20190804,3,-1.4945,0.0605,-1.2936,-1.2936
20190805,3,-0.7776,0.0663,0.2048,0.2048
20190806,3,-1.0942,0.0702,-0.457,-0.457
20190807,3,-0.6667,0.0586,0.4366,0.4366
20190808,3,-0.5581,0.0536,0.6636,0.6636
20190809,3,-0.3583,0.0549,1.0812,1.0812
20190810,3,-1.2122,0.0369,-0.7035,-0.7035
20190811,3,-1.5571,0.0533,-1.4243,-1.4243
20190812,3,-0.6262,0.0697,0.5213,0.5213
20190813,3,-0.6888,0.0688,0.3904,0.3904
20190814,3,-0.1532,0.0578,1.5099,1.5099
20190815,3,-0.936,0.0587,-0.1262,-0.1262
20190816,3,-0.5464,0.067,0.6879,0.6879
20190817,3,-1.1475,0.0525,-0.5683,-0.5683
20190818,3,-1.005,0.0576,-0.2706,-0.2706
20190819,3,-0.1379,0.0772,1.5418,1.5418
20190820,3,-0.1165,0.0674,1.5864,1.5864
20190821,3,-0.4174,0.0784,0.9576,0.9576
20190822,3,-0.8898,0.0637,-0.0297,-0.0297
20190823,3,-0.769,0.0583,0.2228,0.2228
20190824,3,-0.6973,0.0372,0.3726,0.3726
20190825,3,-0.79,0.0404,0.1789,0.1789
20190826,3,-0.0974,0.0668,1.6264,1.6264
20190827,3,-0.1879,0.0585,1.4373,1.4373
20190828,3,-0.6668,0.067,0.4363,0.4363
20190829,3,-1.0102,0.0553,-0.2813,-0.2813
20190830,3,-0.671,0.0597,0.4276,0.4276
20190831,3,-0.4391,0.0387,0.9122,0.9122
20190901,3,-0.435,0.0425,0.9208,0.9208
20190902,3,-0.7149,0.0703,0.3358,0.3358
20190903,3,-0.423,0.0589,0.9459,0.9459
20190904,3,-0.5416,0.0587,0.6981,0.6981
20190905,3,-0.2456,0.0709,1.3166,1.3166
20190906,3,-0.6791,0.0702,0.4107,0.4107
20190907,3,-0.523,0.0523,0.737,0.737
20190908,3,-0.982,0.0414,-0.2225,-0.2225
20190909,3,-0.6132,0.0608,0.5485,0.5485
20190910,3,-1.992,0.0708,-2.3333,-2.3333
20190911,3,-0.8366,0.0684,0.0815,0.0815
20190912,3,-0.3444,0.0721,1.1103,1.1103
20190913,3,-1.2073,0.0832,-0.6934,-0.6934
20190914,3,-0.693,0.0414,0.3816,0.3816
20190915,3,-1.0048,0.0548,-0.2701,-0.2701
20190916,3,-0.7525,0.0682,0.2573,0.2573
20190917,3,-0.8885,0.0679,-0.0271,-0.0271
20190918,3,-0.9093,0.0662,-0.0705,-0.0705
20190919,3,-0.7117,0.0606,0.3424,0.3424
20190920,3,-0.4805,0.0584,0.8258,0.8258
20190921,3,-0.8405,0.0396,0.0734,0.0734
20190922,3,-1.0516,0.046,-0.3678,-0.3678
20190923,3,-0.4039,0.0646,0.9858,0.9858
20190924,3,-0.5864,0.0588,0.6043,0.6043
20190925,3,-1.0259,0.0757,-0.3142,-0.3142
20190926,3,-1.0884,0.0791,-0.4448,-0.4448
20190927,3,-0.64,0.0692,0.4924,0.4924
20190928,3,-0.6147,0.0742,0.5452,0.5452
20190929,3,-0.8068,0.0511,0.1437,0.1437
20190930,3,-0.8711,0.0837,0.0094,0.0094
20191001,3,-1.3921,0.0705,-1.0795,-1.0795
20191002,3,-1.1043,0.0748,-0.4781,-0.4781
