GLOBALEVENTID,SQLDATE,Actor1Code,Actor1Name,Actor1CountryCode,Actor2Code,Actor2Name,Actor2CountryCode,IsRootEvent,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,THEMES,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1319793947,20260825,RUS,RUSSIA,RUS,,,,0,195,19,4,-10.0,1,1,1,-3.51157222665603,,,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319793948,20260825,RUS,RUSSIA,RUS,,,,0,195,19,4,-10.0,1,1,1,-3.51157222665603,,,4,"Kaliningrad, Kaliningradskaya Oblast', Russia",RS,RS23,25050,54.7065,20.511
1319793949,20260825,RUS,RUSSIA,RUS,LVA,LATVIAN,LVA,0,043,04,1,2.8,1,1,1,-3.51157222665603,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319793950,20260825,RUS,RUSSIA,RUS,LVA,LATVIAN,LVA,0,043,04,1,2.8,7,1,7,-3.51157222665603,,LG,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319793951,20260825,RUS,RUSSIA,RUS,MIL,MILITARY,,0,150,15,4,-7.2,1,1,1,-3.51157222665603,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319793952,20260825,RUS,RUSSIA,RUS,MIL,MILITARY,,0,150,15,4,-7.2,1,1,1,-3.51157222665603,,-2918852,4,"Kaliningrad, Kaliningradskaya Oblast', Russia",RS,RS23,25050,54.7065,20.511
1319793953,20260825,RUS,RUSSIAN,RUS,SPY,INTELLIGENCE,,0,130,13,3,-4.4,2,1,2,-3.51157222665603,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319793954,20260825,RUS,RUSSIAN,RUS,SPY,INTELLIGENCE,,0,130,13,3,-4.4,6,1,6,-3.51157222665603,,LG,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319793955,20260825,RUS,RUSSIAN,RUS,SPY,INTELLIGENCE,,0,130,13,3,-4.4,2,1,2,-3.51157222665603,,-2960561,1,Estonia,EN,EN,,59,26
1319794680,20250825,COP,DEPUTIES,,RUS,VOLGOGRAD,RUS,1,173,17,4,-5.0,4,1,4,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319794684,20250825,RUS,VOLGOGRAD,RUS,RUSCOP,RUSSIA,RUS,1,173,17,4,-5.0,1,1,1,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319794719,20260825,,,,RUS,RUSSIA,RUS,0,020,02,1,3.0,2,1,2,-0.355871886121,,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319794720,20260825,,,,RUS,RUSSIA,RUS,0,025,02,1,-0.3,10,1,10,-0.355871886121,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319794844,20260825,COP,DEPUTIES,,RUS,VOLGOGRAD,RUS,1,173,17,4,-5.0,4,1,4,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319794957,20260825,GOV,ADMINISTRATION,,RUS,RUSSIA,RUS,1,173,17,4,-5.0,1,1,1,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319794958,20260825,GOV,ADMINISTRATION,,RUSCOP,RUSSIA,RUS,1,115,11,3,-2.0,1,1,1,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319794959,20260825,GOV,ADMINISTRATION,,RUSCOP,RUSSIA,RUS,1,173,17,4,-5.0,1,1,1,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319795048,20260825,JUD,PROSECUTOR,,RUSCOP,RUSSIA,RUS,1,115,11,3,-2.0,1,1,1,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319795097,20260825,RUS,RUSSIA,RUS,,,,0,104,10,3,-5.0,2,1,2,-4.72255017709563,,,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319795098,20260825,RUS,VOLGOGRAD,RUS,,,,1,173,17,4,-5.0,2,1,2,-2.41545893719807,,,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319795099,20260825,RUS,VOLGOGRAD,RUS,COP,DEPUTY,,1,173,17,4,-5.0,4,1,4,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319795100,20260825,RUS,VOLGOGRAD,RUS,RUSCOP,RUSSIA,RUS,1,173,17,4,-5.0,2,1,2,-2.41545893719807,,-3034353,4,"Volgograd, Volgogradskaya Oblast', Russia",RS,RS84,25113,48.8047,44.5858
1319795101,20260825,RUS,RUSSIA,RUS,UIS,THE INTERNATIONAL COMMUNITY,,0,020,02,1,3.0,4,1,4,-0.355871886121,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319795102,20260825,RUS,RUSSIA,RUS,UKR,UKRAINE,UKR,0,104,10,3,-5.0,3,1,3,-4.72255017709563,,-1044367,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319795103,20260825,RUS,RUSSIA,RUS,UKR,UKRAINE,UKR,0,112,11,3,-2.0,1,1,1,-0.355871886121,,-1044367,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319795104,20260825,RUS,RUSSIA,RUS,USA,UNITED STATES,USA,0,036,03,1,4.0,2,1,2,-4.72255017709563,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319795105,20260825,RUS,RUSSIA,RUS,USA,UNITED STATES,USA,0,036,03,1,4.0,2,1,2,-4.72255017709563,,US,1,United States,US,US,,39.828175,-98.5795
1319795678,20250825,,,,RUS,RUSSIA,RUS,0,020,02,1,3.0,2,2,2,-6.15561714385475,,-2954816,4,"Martynka, Yaroslavskaya Oblast', Russia",RS,RS88,25117,56.7167,38.5333
1319795764,20260825,,,,RUS,RUSSIA,RUS,0,042,04,1,1.9,4,2,4,-6.15561714385475,,-2954816,4,"Martynka, Yaroslavskaya Oblast', Russia",RS,RS88,25117,56.7167,38.5333
1319795959,20260825,DZA,ALGERIA,DZA,RUS,RUSSIA,RUS,0,043,04,1,2.8,1,1,1,0.34965034965035,,RS,1,Russia,RS,RS,,60,100
1319795960,20260825,DZA,ALGERIA,DZA,RUS,RUSSIA,RUS,0,043,04,1,2.8,2,1,2,0.34965034965035,,RS,1,Russia,RS,RS,,60,100
1319795980,20260825,EDU,SCHOLAR,,RUS,MOSCOW,RUS,0,012,01,1,-0.4,2,1,2,-6.09073958980734,,-2960561,4,"Kiev, Ukraine (general), Ukraine",UP,UP00,28554,50.4333,30.5167
1319795981,20260825,EDU,SCHOLAR,,RUS,MOSCOW,RUS,0,012,01,1,-0.4,5,1,5,-6.09073958980734,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796036,20260825,EUR,EUROPE,EUR,RUS,RUSSIA,RUS,0,190,19,4,-10.0,8,1,8,-6.09073958980734,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796037,20260825,EUR,EUROPE,EUR,RUS,RUSSIA,RUS,0,190,19,4,-10.0,2,1,2,-6.09073958980734,,EN,1,Estonia,EN,EN,,59,26
1319796053,20260825,GBRGOV,UNITED KINGDOM,GBR,RUS,RUSSIA,RUS,1,194,19,4,-10.0,1,1,1,-6.09073958980734,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796054,20260825,GBRGOV,UNITED KINGDOM,GBR,RUS,RUSSIA,RUS,1,194,19,4,-10.0,3,1,3,-6.09073958980734,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796055,20260825,GBRGOV,UNITED KINGDOM,GBR,RUS,RUSSIA,RUS,1,194,19,4,-10.0,1,1,1,-6.09073958980734,,EN,1,Estonia,EN,EN,,59,26
1319796251,20260825,KOR,SEOUL,KOR,RUS,RUSSIA,RUS,0,012,01,1,-0.4,1,1,1,-4.58911419423693,,-2960561,4,"Busan, Pusan-gwangyoksi, South Korea",KS,KS10,24983,35.1028,129.04
1319796252,20260825,KOR,SEOUL,KOR,RUS,RUSSIA,RUS,0,012,01,1,-0.4,1,1,1,-4.58911419423693,,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127
1319796253,20260825,KOR,SEOUL,KOR,RUS,RUSSIA,RUS,0,161,16,4,-4.0,1,1,1,-4.58911419423693,,-2960561,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127
1319796254,20260825,KOR,SEOUL,KOR,RUS,RUSSIA,RUS,0,161,16,4,-4.0,1,1,1,-4.58911419423693,,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127
1319796298,20260825,MIL,MILITARY,,RUS,RUSSIAN,RUS,0,020,02,1,3.0,1,1,1,-3.23660714285714,,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319796299,20260825,MIL,MILITARY,,RUS,RUSSIAN,RUS,0,020,02,1,3.0,1,1,1,-3.23660714285714,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796420,20260825,POL,KRAKOW,POL,RUS,RUSSIA,RUS,0,042,04,1,1.9,8,2,8,-6.15561714385475,,-2954816,4,"Martynka, Yaroslavskaya Oblast', Russia",RS,RS88,25117,56.7167,38.5333
1319796421,20260825,POL,KRAKOW,POL,RUS,RUSSIA,RUS,0,075,07,2,7.0,8,2,8,-6.15561714385475,,-2954816,4,"Martynka, Yaroslavskaya Oblast', Russia",RS,RS88,25117,56.7167,38.5333
1319796438,20260825,RUS,RUSSIA,RUS,,,,0,043,04,1,2.8,4,2,4,-6.15561714385475,,,4,"Martynka, Yaroslavskaya Oblast', Russia",RS,RS88,25117,56.7167,38.5333
1319796439,20260825,RUS,RUSSIA,RUS,DEU,GERMAN,DEU,0,072,07,2,8.3,2,1,2,-6.09073958980734,,-1044367,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796440,20260825,RUS,RUSSIA,RUS,DEU,GERMAN,DEU,0,072,07,2,8.3,2,1,2,-6.09073958980734,,GM,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796441,20260825,RUS,RUSSIA,RUS,DZA,ALGERIA,DZA,0,042,04,1,1.9,1,1,1,0.34965034965035,,-43376,1,Russia,RS,RS,,60,100
1319796442,20260825,RUS,RUSSIA,RUS,DZA,ALGERIA,DZA,0,042,04,1,1.9,2,1,2,0.34965034965035,,-458371,1,Russia,RS,RS,,60,100
1319796443,20260825,RUS,RUSSIA,RUS,EUR,EUROPE,EUR,0,190,19,4,-10.0,2,1,2,-6.09073958980734,,EN,1,Estonia,EN,EN,,59,26
1319796444,20260825,RUS,RUSSIA,RUS,GBR,BRITISH,GBR,0,112,11,3,-2.0,1,1,1,-6.09073958980734,,-2960561,4,"Kiev, Ukraine (general), Ukraine",UP,UP00,28554,50.4333,30.5167
1319796445,20260825,RUS,RUSSIA,RUS,GBR,BRITISH,GBR,0,112,11,3,-2.0,1,1,1,-6.09073958980734,,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667
1319796446,20260825,RUS,RUSSIA,RUS,GBR,UNITED KINGDOM,GBR,0,112,11,3,-2.0,4,1,4,-6.09073958980734,,-2601889,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796447,20260825,RUS,RUSSIA,RUS,GBR,LONDON,GBR,0,112,11,3,-2.0,1,1,1,-6.09073958980734,,-2960561,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667
1319796448,20260825,RUS,RUSSIA,RUS,GBR,LONDON,GBR,0,112,11,3,-2.0,7,1,7,-6.09073958980734,,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667
1319796449,20260825,RUS,RUSSIA,RUS,GBR,UNITED KINGDOM,GBR,1,130,13,3,-4.4,2,1,2,-3.23660714285714,,UK,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796450,20260825,RUS,RUSSIA,RUS,GBR,UNITED KINGDOM,GBR,1,130,13,3,-4.4,6,1,6,-3.23660714285714,,UK,1,United Kingdom,UK,UK,,54,-4
1319796451,20260825,RUS,RUSSIA,RUS,GME,EAST GERMANY,,0,072,07,2,8.3,4,1,4,-6.09073958980734,,GM,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796452,20260825,RUS,RUSSIA,RUS,POL,KRAKOW,POL,0,043,04,1,2.8,8,2,8,-6.15561714385475,,-2954816,4,"Martynka, Yaroslavskaya Oblast', Russia",RS,RS88,25117,56.7167,38.5333
1319796453,20260825,RUS,RUSSIA,RUS,RUSGOV,RUSSIAN,RUS,1,042,04,1,1.9,10,1,10,-1.13207547169811,,-2092671,4,"Chambal, India (general), India",IN,IN00,17754,23.3667,75.4333
1319796454,20260825,RUS,RUSSIA,RUS,UKR,UKRAINE,UKR,1,138,13,3,-7.0,8,1,8,-3.23660714285714,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319796455,20260825,RUS,RUSSIA,RUS,UKR,UKRAINIAN,UKR,0,190,19,4,-10.0,1,1,1,-6.09073958980734,,-2960561,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667
1319796456,20260825,RUS,RUSSIA,RUS,UKR,UKRAINIAN,UKR,0,190,19,4,-10.0,7,1,7,-6.09073958980734,,-1044367,4,"Kiev, Ukraine (general), Ukraine",UP,UP00,28554,50.4333,30.5167
1319796457,20260825,RUSGOV,RUSSIAN,RUS,GBR,UNITED KINGDOM,GBR,0,161,16,4,-4.0,3,1,3,-6.09073958980734,,-2601889,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796458,20260825,RUSGOV,RUSSIAN,RUS,GBR,UNITED KINGDOM,GBR,0,163,16,4,-8.0,3,1,3,-6.09073958980734,,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667
1319796459,20260825,RUSGOV,RUSSIAN,RUS,RUS,RUSSIA,RUS,1,043,04,1,2.8,10,1,10,-1.13207547169811,,RS,1,Russia,RS,RS,,60,100
1319796569,20260825,UKR,UKRAINIAN,UKR,RUS,RUSSIA,RUS,0,015,01,1,0.0,7,1,7,-6.09073958980734,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796570,20260825,UKR,UKRAINIAN,UKR,RUS,RUSSIA,RUS,0,015,01,1,0.0,1,1,1,-6.09073958980734,,-2601889,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796571,20260825,UKR,UKRAINIAN,UKR,RUS,RUSSIA,RUS,1,138,13,3,-7.0,2,1,2,-6.69975186104218,,RS,1,Ukraine,UP,UP,,49,32
1319796572,20260825,UKR,UKRAINIAN,UKR,RUS,RUSSIA,RUS,1,138,13,3,-7.0,2,1,2,-6.69975186104218,,UP,1,Russia,RS,RS,,60,100
1319796573,20260825,UKR,UKRAINIAN,UKR,RUS,RUSSIA,RUS,0,190,19,4,-10.0,1,1,1,-6.09073958980734,,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667
1319796575,20260825,UKREDU,UKRAINE,UKR,RUS,MOSCOW,RUS,0,012,01,1,-0.4,2,1,2,-6.09073958980734,,-2601889,4,"Kiev, Ukraine (general), Ukraine",UP,UP00,28554,50.4333,30.5167
1319796631,20260825,USA,WASHINGTON,USA,RUS,MOSCOW,RUS,0,010,01,1,0.0,1,1,1,-6.09073958980734,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796632,20260825,USA,UNITED STATES,USA,RUS,MOSCOW,RUS,0,013,01,1,0.4,1,1,1,-6.09073958980734,,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364
1319796633,20260825,USA,WASHINGTON,USA,RUS,MOSCOW,RUS,0,013,01,1,0.4,4,1,4,-6.09073958980734,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319796634,20260825,USA,UNITED STATES,USA,RUS,RUSSIA,RUS,0,013,01,1,0.4,2,1,2,-6.09073958980734,,-2960561,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364
1319797534,20260825,CVL,RESIDENTS,,RUS,RUSSIAN,RUS,0,042,04,1,1.9,2,1,2,0.29615004935834,,-2606703,4,"Rusholme, Manchester, United Kingdom",UK,UKI2,40111,53.45,-2.23333
1319797535,20260825,CVL,RESIDENTS,,RUS,RUSSIAN,RUS,0,042,04,1,1.9,5,1,5,0.29615004935834,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797611,20260825,GBR,BRITISH,GBR,RUS,RUSSIA,RUS,0,138,13,3,-7.0,1,1,1,0.29615004935834,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319797612,20260825,GBR,BRITISH,GBR,RUS,RUSSIA,RUS,0,138,13,3,-7.0,4,1,4,0.29615004935834,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797714,20260825,GOVCOP,FOREIGN MINIST,,RUSELI,RUSSIAN,RUS,0,013,01,1,0.4,6,1,6,0.29615004935834,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797974,20260825,RUS,RUSSIAN,RUS,CVL,RESIDENTS,,0,043,04,1,2.8,2,1,2,0.29615004935834,,-2960561,4,"Rusholme, Manchester, United Kingdom",UK,UKI2,40111,53.45,-2.23333
1319797975,20260825,RUS,RUSSIAN,RUS,CVL,RESIDENTS,,0,043,04,1,2.8,5,1,5,0.29615004935834,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797976,20260825,RUS,RUSSIA,RUS,DEU,GERMAN,DEU,1,016,01,1,-2.0,10,1,10,-6.38297872340426,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797977,20260825,RUS,RUSSIAN,RUS,RUSSPY,RUSSIA,RUS,1,120,12,3,-4.0,6,3,6,-7.2252456042575,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797978,20260825,RUSGOV,RUSSIA,RUS,RUS,RUSSIAN,RUS,0,013,01,1,0.4,2,1,2,0.29615004935834,,-1044367,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797979,20260825,RUSGOV,RUSSIA,RUS,RUSGOV,VLADIMIR PUTIN,RUS,1,040,04,1,1.0,2,1,2,2.1978021978022,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797980,20260825,RUSGOV,VLADIMIR PUTIN,RUS,RUSGOV,RUSSIA,RUS,1,040,04,1,1.0,2,1,2,2.1978021978022,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797981,20260825,RUSGOV,RUSSIA,RUS,RUSGOV,VLADIMIR PUTIN,RUS,1,050,05,1,3.5,2,1,2,2.1978021978022,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797982,20260825,RUSMED,RUSSIA,RUS,UKR,KYIV,UKR,0,112,11,3,-2.0,2,1,2,-3.34128878281623,,-2601889,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319797983,20260825,RUSSPY,RUSSIAN,RUS,RUS,MOSCOW,RUS,1,120,12,3,-4.0,9,3,9,-7.2252456042575,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319798020,20260825,UKR,UKRAINIAN,UKR,RUS,RUSSIA,RUS,0,111,11,3,-2.0,1,1,1,-3.34128878281623,,-1044367,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319798021,20260825,UKR,UKRAINE,UKR,RUS,RUSSIA,RUS,0,190,19,4,-10.0,2,1,2,-3.34128878281623,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319798022,20260825,UKR,KHARKIV,UKR,RUS,RUSSIA,RUS,1,190,19,4,-10.0,5,1,5,-5.80204778156997,,-2959601,4,"Molniya, Omskaya Oblast', Russia",RS,RS54,25083,54.9667,75.1333
1319798023,20260825,UKR,UKRAINE,UKR,RUS,RUSSIA,RUS,0,194,19,4,-10.0,1,1,1,-3.34128878281623,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319798024,20260825,UKR,KHARKIV,UKR,RUS,RUSSIA,RUS,1,194,19,4,-10.0,5,1,5,-5.80204778156997,,-2959601,4,"Molniya, Omskaya Oblast', Russia",RS,RS54,25083,54.9667,75.1333
1319798164,20260825,USA,AMERICAN,USA,RUS,RUSSIA,RUS,0,061,06,2,6.4,1,1,1,-3.36322869955157,,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364
1319798165,20260825,USA,AMERICAN,USA,RUS,RUSSIA,RUS,0,061,06,2,6.4,1,1,1,-3.36322869955157,,RS,1,Russia,RS,RS,,60,100
1319799010,20260825,,,,RUS,RUSSIA,RUS,1,046,04,1,7.0,10,1,10,-0.80808080808081,,-1854401,4,"Saxony, Sachsen, Germany",GM,GM13,40699,51,13
1319799771,20260825,RUS,RUSSIA,RUS,,,,1,060,06,2,6.0,5,1,5,0,,,1,India,IN,IN,,20,77
1319799772,20260825,RUS,RUSSIA,RUS,,,,0,128,12,3,-5.0,2,1,2,-3.10478654592497,,,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799773,20260825,RUS,RUSSIA,RUS,,,,0,190,19,4,-10.0,1,1,1,-5.53977272727272,,,4,"Novoselivka, Odes'ka Oblast, Ukraine",UP,UP17,28558,46.9888,29.9239
1319799774,20260825,RUS,RUSSIAN,RUS,RUSGOV,RUSSIA,RUS,1,042,04,1,1.9,2,1,2,0,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799775,20260825,RUS,RUSSIA,RUS,RUSGOV,RUSSIA,RUS,1,046,04,1,7.0,4,1,4,0,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799776,20260825,RUS,RUSSIAN,RUS,RUSGOV,RUSSIA,RUS,0,171,17,4,-9.2,4,1,4,-5.53977272727272,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799777,20260825,RUS,RUSSIA,RUS,UKR,UKRAINE,UKR,0,030,03,1,4.0,1,1,1,-3.10478654592497,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799778,20260825,RUS,RUSSIA,RUS,UKR,UKRAINE,UKR,0,030,03,1,4.0,4,1,4,-3.10478654592497,,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167
1319799779,20260825,RUSGOV,RUSSIAN,RUS,RUS,MOSCOW,RUS,1,042,04,1,1.9,5,1,5,0,,IN,1,India,IN,IN,,20,77
1319799780,20260825,RUSGOV,RUSSIA,RUS,RUS,RUSSIAN,RUS,1,043,04,1,2.8,2,1,2,0,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799781,20260825,RUSGOV,RUSSIA,RUS,RUS,RUSSIA,RUS,1,046,04,1,7.0,4,1,4,0,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799782,20260825,RUSGOV,RUSSIAN,RUS,RUS,RUSSIA,RUS,0,171,17,4,-9.2,3,1,3,-5.53977272727272,,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799783,20260825,RUSGOV,VLADIMIR PUTIN,RUS,RUSGOV,RUSSIAN,RUS,1,046,04,1,7.0,12,1,6,0,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319799833,20260825,UKR,UKRAINE,UKR,RUS,RUSSIA,RUS,0,180,18,4,-9.0,1,1,1,-5.53977272727272,,-1047653,4,"Oleksandrivka, Odes'ka Oblast, Ukraine",UP,UP17,28558,45.8917,28.9494
1319799834,20260825,UKR,UKRAINIAN,UKR,RUS,DAGESTAN,RUS,0,190,19,4,-10.0,8,1,8,-5.53977272727272,,-2902197,4,"Dnipro, Ukraine (general), Ukraine",UP,UP00,28557,46.4975,32.3086
1319799835,20260825,UKR,UKRAINIAN,UKR,RUS,DAGESTAN,RUS,0,190,19,4,-10.0,2,1,2,-5.53977272727272,,-2902197,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319800674,20260825,,,,RUS,RUSSIA,RUS,0,173,17,4,-5.0,4,1,4,-7.18562874251497,,-2993218,4,"Rostov-On-Don, Rostovskaya Oblast', Russia",RS,RS61,25090,47.2364,39.7139
1319801145,20260825,MED,MEDIA,,RUS,RUSSIA,RUS,1,042,04,1,1.9,2,1,2,-2.25641025641026,,-2587496,4,"Windhoek, Khomas, Namibia",WA,WA21,22288,-22.57,17.0836
1319801146,20260825,MED,MEDIA,,RUS,RUSSIA,RUS,1,042,04,1,1.9,2,1,2,-2.25641025641026,,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156
1319801147,20260825,MED,MEDIA,,RUS,RUSSIA,RUS,1,042,04,1,1.9,6,1,6,-2.25641025641026,,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333
1319801176,20260825,MIL,MILITARY,,RUS,RUSSIA,RUS,1,173,17,4,-5.0,1,1,1,-7.18562874251497,,-2900223,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47
1319801177,20260825,MIL,MILITARY,,RUS,RUSSIA,RUS,1,173,17,4,-5.0,1,1,1,-7.18562874251497,,-2950390,4,"Makhachkala, Dagestan, Russia",RS,RS17,25069,42.9764,47.5024
1319801178,20260825,MIL,MILITARY,,RUS,RUSSIA,RUS,1,173,17,4,-5.0,2,1,2,-7.18562874251497,,-2993218,4,"Rostov-On-Don, Rostovskaya Oblast', Russia",RS,RS61,25090,47.2364,39.7139
1319801311,20260825,RUS,DAGESTAN,RUS,,,,1,173,17,4,-5.0,1,1,1,-7.18562874251497,,,5,"Dagestan, Dagestan, Russia",RS,RS17,25069,43,47
1319801312,20260825,RUS,DAGESTAN,RUS,,,,1,173,17,4,-5.0,7,1,7,-7.18562874251497,,,4,"Makhachkala, Dagestan, Russia",RS,RS17,25069,42.9764,47.5024
