"field name","english description","russian description","format"
"G132","The amount of loss calculated during taxation of organizations providing social services to citizens (thousand rubles)","Сумма убытка, исчисленного при налогообложении организаций, осуществляющих социальное обслуживание граждан (тыс. руб.)","integer"
"G133","The amount of loss calculated for taxation of museums, theaters, and libraries, the founders of which are constituent entities of the Russian Federation or municipal entities (thousand rubles)","Сумма убытка, исчисленного при налогообложении Музеев, театров, библиотек, учредителями которых явля ются субъекты РФ или муниципальные образования (тыс. руб.)","integer"
"G134","Number of unprofitable organizations providing social services to citizens (units)","Количество убыточных организаций, осуществляющих социальное обслуживание граждан (ед.)","integer"
"G135","Number of museums, theaters, libraries, the founders of which are subjects of the Russian Federation or municipalities (units)","Количество Музеев, театров, библиотек, учредителями которых явля ются субъекты РФ или муниципальные образования (ед)","integer"
"G136","Income of agricultural production organizations (thousand rubles)","Доходы организаций -сельскохозяйст венных товаропроизводителей (тыс. руб.)","integer"
"G137","Revenues of organizations - Regional operators for the handling of municipal solid waste (thousand rubles)","Доходы организаций -Региональных операторов по обращению с твердыми коммунальными отходами (тыс. руб.)","integer"
"G138","Expenses of agricultural producers (thousand rubles)","Расходы организаций -сельскохозяйст венных товаропроизводителей (тыс. руб.)","integer"
"G139","Expenses of organizations - Regional operators for handling municipal solid waste (thousand rubles)","Расходы организаций -Региональных операторов по обращению с твердыми коммунальными отходами (тыс. руб.)","integer"
"G140","Tax base for calculating the tax of organizations – agricultural producers (thousand rubles)","Налоговая база для исчисления налога организаций – сельскохозяйственных товаропроизводителей  (тыс. руб.)","integer"
"G141","Tax base for calculating the tax of organizations - Regional operators for the handling of municipal solid waste (thousand rubles)","Налоговая база для исчисления налога организаций – Региональных операторов по обращению с твердыми коммунальными отходами  (тыс. руб.)","integer"
"G142","The amount of tax shortfall in the federal budget due to the application of the zero rate for agricultural producer organizations (thousand rubles)","Сумма недопоступления налога в федеральный бюджет в связи с применением нулевой ставки организаций – сельскохозяйственных товаропроизводителей  (тыс. руб.)","integer"
"G143","The amount of tax shortfall to the federal budget due to the application of the zero rate for organizations – Regional Operators for the Management of Municipal Solid Waste (thousand rubles)","Сумма недопоступления налога в федеральный бюджет в связи с применением нулевой ставки организаций – Региональных операторов по обращению с твердыми коммунальными отходами  (тыс. руб.)","integer"
"G144","The amount of loss calculated for tax purposes by organizations – agricultural producers (thousand rubles)","Сумма убытка, исчисленного при налогообложении организациями – сельскохозяйственных товаропроизводителей  (тыс. руб.)","integer"
"G145","The amount of loss calculated for tax purposes by organizations – Regional operators for the handling of municipal solid waste (thousand rubles)","Сумма убытка, исчисленного при налогообложении организациями – Региональными операторами по обращению с твердыми коммунальными отходами  (тыс. руб.)","integer"
"G146","The number of taxpayers, data on which are provided in Section D on unprofitable organizations – agricultural producers (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д по убыточным организациям – сельскохозяйственных товаропроизводителей (ед.)","integer"
"G147","The number of taxpayers, data on which are provided in Section D on unprofitable organizations – Regional operators for the handling of municipal solid waste (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д по убыточным организациям – Региональным операторам по обращению с твердыми коммунальными отходами (ед.)","integer"
"G148","Income of organizations developing subsoil plots specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Доходы организаций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G149","Income of organizations producing liquefied gas and (or) processing hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Доходы организаций  по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G150","Income of organizations engaged in activities related to the provision of rights to use the results of intellectual activity under a license agreement, the exclusive rights to which they own (thousand rubles)","Доходы организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G151","Expenses of organizations developing subsoil plots, specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Расходы организаций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G152","Expenses of organizations for the production of liquefied gas and (or) for the processing of hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Расходы организаций  по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G153","Expenses of organizations engaged in activities related to the provision of rights to use the results of intellectual activity under a license agreement, the exclusive rights to which they own (thousand rubles)","Расходы организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G154","The amount of losses from previous tax periods that reduced the tax base of organizations developing subsoil plots specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу организаций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G155","The amount of losses from previous tax periods that reduced the tax base of organizations producing liquefied gas and (or) processing hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу организаций  по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G156","The amount of losses from previous tax periods that reduced the tax base of organizations engaged in activities related to the provision of rights to use the results of intellectual activity under a license agreement, the exclusive rights to which they own (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G157","Tax base for calculating the tax of organizations developing subsoil plots specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Налоговая база для исчисления налога организаций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G158","Tax base for calculating the tax of organizations producing liquefied gas and (or) processing hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Налоговая база для исчисления налога организаций  по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G159","Tax base for calculating the tax of organizations engaged in activities related to the provision of rights to use the results of intellectual activity under a license agreement, the exclusive rights to which they own (thousand rubles)","Налоговая база для исчисления налога организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G160","The amount of calculated income tax to the federal budget of organizations developing subsoil plots specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма исчисленного налога на прибыль в федеральный бюджет организаций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G161","The amount of calculated income tax to the federal budget of organizations producing liquefied gas and (or) processing hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма исчисленного налога на прибыль в федеральный бюджет организаций по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G162","The amount of calculated income tax to the federal budget of organizations engaged in activities related to the provision of rights to use the results of intellectual activity under a license agreement, the exclusive rights to which they own (thousand rubles)","Сумма исчисленного налога на прибыль в федеральный бюджет организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G163","The amount of calculated income tax to the budgets of constituent entities of the Russian Federation by organizations - organizations developing subsoil areas specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма исчисленного налога на прибыль в бюджеты субъектов Российской Федерации организациями – организаций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G164","The amount of calculated income tax to the budgets of constituent entities of the Russian Federation by organizations - organizations producing liquefied gas and (or) processing hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма исчисленного налога на прибыль в бюджеты субъектов Российской Федерации организациями – организаций по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G165","The amount of calculated income tax to the budgets of constituent entities of the Russian Federation by organizations - organizations that carry out activities to provide, under a license agreement, the rights to use the results of intellectual activity, the exclusive rights to which they own (thousand rubles)","Сумма исчисленного налога на прибыль в бюджеты субъектов Российской Федерации организациями – организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G166","The amount of tax shortfall in the budgets of constituent entities of the Russian Federation due to the application of reduced tax rates for organizations developing subsoil plots specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма недопоступления налога в бюджеты субъектов Российской Федерации в связи с применением  пониженных налоговых ставок– организациций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G167","The amount of tax shortfall in the budgets of constituent entities of the Russian Federation due to the application of reduced tax rates for organizations producing liquefied gas and (or) processing hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма недопоступления налога в бюджеты субъектов Российской Федерации в связи с применением  пониженных налоговых ставок– организациций по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G168","The amount of tax shortfall in the budgets of constituent entities of the Russian Federation due to the application of reduced tax rates for organizations engaged in activities related to the provision of rights to use the results of intellectual activity under a license agreement, the exclusive rights to which they own (thousand rubles)","Сумма недопоступления налога в бюджеты субъектов Российской Федерации в связи с применением  пониженных налоговых ставок– организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G169","The amount of loss of organizations calculated for tax purposes – organizations developing subsoil areas specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложении– организациций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (тыс. руб.)","integer"
"G170","The amount of loss of organizations calculated for tax purposes – organizations producing liquefied gas and (or) processing hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложениик– организациций   по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (тыс. руб.)","integer"
"G171","The amount of loss of organizations calculated for tax purposes – organizations that carry out activities to provide, under a license agreement, rights to use the results of intellectual activity, the exclusive rights to which they own (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложениик– организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (тыс. руб.)","integer"
"G172","The total number of taxpayers, data on which are provided in Section D 1 (units) - unprofitable organizations developing subsoil areas specified in paragraph 1.8-1 of Article 284 of the Tax Code of the Russian Federation (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д 1 всего (ед.) - убыточных организаций,  осваивающих участки недр, указанные в п. 1.8-1 ст.  284 НК РФ (ед.)","integer"
"G173","The total number of taxpayers, data on which are provided in Section D 1 (units) - unprofitable organizations for the production of liquefied gas and (or) for the processing of hydrocarbon raw materials (clause 1.8-2 of Article 284 of the Tax Code of the Russian Federation (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д 1 всего (ед.) - убыточных организаций  по производству сжиженного газа и (или) по переработке углеводородного сырья (п.1.8-2 ст.  284 НК РФ (ед.)","integer"
"G174","The total number of taxpayers, data on which are provided in Section D 1 (units) - organizations engaged in activities to provide, under a license agreement, the rights to use the results of intellectual activity, the exclusive rights to which belong to them (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д 1 всего (ед.) - организаций,  осуществляющих деятельность по предоставлению по лицензионному договору прав использования результатов интеллектуальной деятельности, исключительные права на которые им принадлежат (ед.)","integer"
"G175","Income of organizations, residents of the Arctic zone of the Russian Federation (thousand rubles)","Доходы организаций, резидентов Арктической зоны РФ округе (тыс. руб.)","integer"
"G176","Revenues of organizations operating in the field of information technology (thousand rubles)","Доходы организаций, осуществляющих  деятельность в области информационных технологий (тыс. руб.)","integer"
"G177","Income of organizations engaged in the design and development of electronic component base products and electronic (radio-electronic) products (thousand rubles)","Доходы организаций по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектрон ной) продукции (тыс. руб.)","integer"
"G178","Expenses of organizations, residents of the Arctic zone of the Russian Federation (thousand rubles)","Расходы организаций, резидентов Арктической зоны РФ (тыс. руб.)","integer"
"G179","Expenses of organizations operating in the field of information technology (thousand rubles)","Расходы организаций, осуществляющих осуществляющих  деятельность в области информационных технологий  (тыс. руб.)","integer"
"G180","Expenses of organizations for the design and development of electronic component base products and electronic (radio-electronic) products (thousand rubles)","Расходы организаций по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектрон ной) продукции (тыс. руб.)","integer"
"G181","The amount of losses from previous tax periods that reduced the tax base of organizations, residents of the Arctic zone of the Russian Federation (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу, организаций, резидентов Арктической зоны РФ (тыс. руб.)","integer"
"G182","The amount of losses from previous tax periods that reduced the tax base of organizations operating in the field of information technology (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу,  организаций, осуществляющих деятельность в области информационных технологий   (тыс. руб.)","integer"
"G183","The amount of losses from previous tax periods that reduced the tax base of organizations designing and developing electronic component products and electronic (radio-electronic) products (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу, организаций по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектрон ной) продукции (тыс. руб.)","integer"
"G184","Tax base for calculating the tax of organizations, residents of the Arctic zone of the Russian Federation (thousand rubles)","Налоговая база для исчисления налога организаций, резидентов Арктической зоны РФ (тыс. руб.)","integer"
"G185","Tax base for calculating the tax of organizations operating in the field of information technology (thousand rubles)","Налоговая база для исчисления налога организаций, осуществляющих деятельность в области информационных технологий (тыс. руб.)","integer"
"G186","Tax base for calculating the tax of organizations engaged in the design and development of electronic component products and electronic (radio-electronic) products (thousand rubles)","Налоговая база для исчисления налога  организаций по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектрон ной) продукции (тыс. руб.)","integer"
"G187","The amount of calculated income tax to the federal budget of organizations operating in the field of information technology (thousand rubles)","Сумма исчисленного налога на прибыль в федеральный бюджет организаций,  осуществляющих деятельность в области информационных технологий (тыс. руб.)","integer"
"G188","The amount of calculated income tax to the federal budget of organizations engaged in the design and development of electronic component base products and electronic (radio-electronic) products (thousand rubles)","Сумма исчисленного налога на прибыль в федеральный бюджет организаций по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектрон ной) продукции(тыс. руб.)","integer"
"G189","The amount of calculated income tax to the budgets of the constituent entities of the Russian Federation of organizations - residents of the Arctic zone of the Russian Federation (thousand rubles)","Сумма исчисленного налога на прибыль в бюджеты субъектов Российской Федерации организаций  -  резидентов Арктической зоны РФ (тыс. руб.)","integer"
"G190","The amount of tax shortfall in the federal budget due to the application of zero and reduced rates for organizations - residents of the Arctic zone of the Russian Federation (thousand rubles)","Сумма недопоступления налога в федеральный бюджет в связи с применением нулевых и пониженных ставок организаций -  резидентов Арктической зоны РФ (тыс. руб.)","integer"
"G191","The amount of tax shortfall in the federal budget due to the application of zero and reduced rates for organizations operating in the field of information technology (thousand rubles)","Сумма недопоступления налога в федеральный бюджет в связи с применением нулевых и пониженных ставок организаций -   осуществляющих деятельность в области информационных технологий  (тыс.руб.)","integer"
"G192","The amount of tax shortfall in the budgets of the constituent entities of the Russian Federation due to the application of zero and reduced rates for organizations - residents of the Arctic zone (thousand rubles)","Сумма недопоступления налога  в бюджеты субъектов Российской Федерации  в связи с применением нулевых и пониженных ставок организаций  -  резидентов Арктической зоны (тыс. руб.)","integer"
"G193","The amount of tax shortfall in the budgets of the constituent entities of the Russian Federation due to the application of zero and reduced rates for organizations operating in the field of information technology (thousand rubles)","Сумма недопоступления налога  в бюджеты субъектов Российской Федерации в связи с применением нулевых и пониженных ставок  организаций,  осуществляющих деятельность в области информационных технологий  (тыс. руб.)","integer"
"G194","The amount of tax shortfall in the budgets of constituent entities of the Russian Federation due to the application of zero and reduced rates for organizations designing and developing electronic component base products and electronic (radio-electronic) products (thousand rubles)","Сумма недопоступления налога  в бюджеты субъектов Российской Федерации в связи с применением нулевых и пониженных ставок  организаций по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектрон ной) продукции  (тыс. руб.)","integer"
"G195","The amount of loss of organizations calculated for tax purposes – organizations - residents of the Arctic zone of the Russian Federation (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложении– организациций  -  резидентов Арктической зоны РФ  (тыс. руб.)","integer"
"G196","The amount of loss of organizations calculated for tax purposes – organizations operating in the field of information technology (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложениик – организаций,  осуществляющих деятельность в области информационных технологий   (тыс. руб.)","integer"
"G197","The amount of loss of organizations calculated for tax purposes – organizations designing and developing electronic component base products and electronic (radio-electronic) products (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложении– организациций  по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектрон ной) продукции  (тыс. руб.)","integer"
"G198","The number of taxpayers, data on which are provided in Section D 1, total (units) - unprofitable organizations - residents of the Arctic zone of the Russian Federation (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д 1 всего (ед.) - убыточных организаций   -  резидентов Арктической зоны РФ (ед.)","integer"
"G199","The total number of taxpayers, data on which are provided in Section D 1 (units) - unprofitable organizations operating in the field of information technology (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д 1 всего (ед.) - убыточных организациций,   осуществляющих деятельность в области информационных технологий  (ед.)","integer"
"G200","The number of taxpayers, data on which are provided in Section D 1, total (units) - unprofitable organizations for the design and development of electronic component base products and electronic (radio-electronic) products (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д 1 всего (ед.) - убыточных организаций  по проектированию и разработке изделий электронной компонентной базы и электронной (радиоэлектронной) продукции (ед.)","integer"
"G201","Revenues of organizations producing ammonia and hydrogen (thousand rubles)","Доходы организаций, по производству аммиака и водорода (тыс.руб.)","integer"
"G202","Revenues of organizations included in the register of small technology companies (thousand rubles)","Доходы организаций, включённых в реестр малых технологических компаний  (тыс.руб.)","integer"
"G203","Expenses of organizations for the production of ammonia and hydrogen (thousand rubles)","Расходы организаций, по производству аммиака и водорода (тыс.руб.)","integer"
"G204","Expenses of organizations included in the register of small technology companies (thousand rubles)","Расходы организаций, включённых в реестр малых технологических компаний  (тыс.руб.)","integer"
"G205","The amount of losses from previous tax periods that reduced the tax base of organizations producing ammonia and hydrogen (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу,  организаций, по производству аммиака и водорода  (тыс.руб.)","integer"
"G206","The amount of losses from previous tax periods that reduced the tax base of organizations included in the register of small technology companies (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу, организаций, включённых в реестр малых технологических компаний (тыс.руб.)","integer"
"G207","Tax base for calculating the tax of organizations producing ammonia and hydrogen (thousand rubles)","Налоговая база для исчисления налога организаций, по производству аммиака и водорода   (тыс.руб.)","integer"
"G208","Tax base for calculating the tax of organizations included in the register of small technology companies (thousand rubles)","Налоговая база для исчисления налога  организаций, включённых в реестр малых технологических компаний (тыс.руб.)","integer"
"G209","The amount of calculated income tax to the federal budget of organizations producing ammonia and hydrogen (thousand rubles)","Сумма исчисленного налога на прибыль в федеральный бюджет организаций,  по производству аммиака и водорода  (тыс.руб.)","integer"
"G210","The amount of calculated income tax to the federal budget of organizations included in the register of small technology companies (thousand rubles)","Сумма исчисленного налога на прибыль в федеральный бюджет организаций,  включённых в реестр малых технологических компаний (тыс.руб.)","integer"
"G211","The amount of calculated income tax in the budgets of constituent entities of the Russian Federation of organizations producing ammonia and hydrogen (thousand rubles)","Сумма исчисленного налога на прибыль в бюджеты субъектов Российской Федерации организаций,  по производству аммиака и водорода  (тыс.руб.)","integer"
"G212","The amount of calculated income tax in the budgets of constituent entities of the Russian Federation of organizations included in the register of small technology companies (thousand rubles)","Сумма исчисленного налога на прибыль в бюджеты субъектов Российской Федерации  организаций,  включённых в реестр малых технологических компаний (тыс.руб.)","integer"
"G213","The amount of tax shortfall in the budgets of the constituent entities of the Russian Federation due to the application of zero and reduced rates for organizations producing ammonia and hydrogen (thousand rubles)","Сумма недопоступления налога  в бюджеты субъектов Российской Федерации  в связи с применением нулевых и пониженных ставок организаций   по производству аммиака и водорода (тыс.руб.)","integer"
"G214","The amount of tax shortfall in the budgets of the constituent entities of the Russian Federation due to the application of zero and reduced rates for organizations included in the register of small technology companies (thousand rubles)","Сумма недопоступления налога  в бюджеты субъектов Российской Федерации в связи с применением нулевых и пониженных ставок  организаций,  включённых в реестр малых технологических компаний (тыс.руб.)","integer"
"G215","The amount of loss of organizations calculated for tax purposes – organizations producing ammonia and hydrogen (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложении– организаций  по производству аммиака и водорода  (тыс.руб.)","integer"
"G216","The amount of loss of organizations calculated for tax purposes – organizations included in the register of small technology companies (thousand rubles)","Сумма убытка организаций, исчисленного при налогообложениик – организаций,  включённых в реестр малых технологических компаний (тыс.руб.)","integer"
"G217","The number of taxpayers, data on which are provided in Section D 3, total (units) - unprofitable organizations for the production of ammonia and hydrogen (units)","Количество налогоплательщиков, данные по которым приведены в Разделе Д 3 всего (ед.) - убыточных организаций   по производству аммиака и водорода   (ед.)","integer"
"G218","The number of taxpayers, data for which are provided in Section D 3, total (units) - unprofitable organizations included in the register of small technology companies (units)","Количество налогоплательщиковданные по которым приведены в Разделе Д 3 всего (ед.) - убыточных организациций,   включённых в реестр малых технологических компаний(ед.)","integer"
"G219","Income of foreign organizations operating in the Russian Federation through permanent establishments (thousand rubles)","Доходы иностранных организаций, осуществляющих деятельность в Российской Федерации через постоянные представительства (тыс. руб.)","integer"
"G220","Expenses of foreign organizations operating in the Russian Federation through permanent establishments (thousand rubles)","Расходы иностранных организаций, осуществляющих деятельность в Российской Федерации через постоянные представительства (тыс. руб.)","integer"
"G221","The amount of losses from previous tax periods that reduced the tax base of foreign organizations operating in the Russian Federation through permanent establishments (thousand rubles)","Сумма убытков предыдущих налоговых периодов, уменьшивших налоговую базу ингостранных организаций, осуществляющих деятельность в Российской Федерации через постоянные представительства (тыс. руб.)","integer"
"G222","Tax base for calculating tax to the federal budget of foreign organizations operating in the Russian Federation through permanent establishments (thousand rubles)","Налоговая база для исчисления налога в федеральный бюджет иностранных организаций, осуществляющих деятельность в Российской Федерации через постоянные представительства (тыс. руб.)","integer"
"G223","The amount of loss calculated for taxation of foreign organizations operating in the Russian Federation through permanent establishments (thousand rubles)","Сумма убытка, исчисленного при налогообложении  иностранных организаций, осуществляющих деятельность в Российской Федерации через постоянные представительства (тыс. руб.)","integer"
"G224","The amount of tax to the federal budget as calculated by foreign organizations operating in the Russian Federation through permanent establishments (thousand rubles)","Сумма налога в федеральный бюджет по расчету иностранных организаций, осуществляющих деятельность в Российской Федерации через постоянные представительства (тыс. руб.)","integer"
