"field name","english description","russian description","format"
"G46","Personal income tax in the portion of the tax amount exceeding 650,000 rubles related to the portion of the tax base exceeding 5,000,000 rubles (except for personal income tax on the amounts of profit of a controlled foreign company, including fixed profit of a controlled foreign company, as well as personal income tax in relation to income from equity participation in an organization received by an individual - a tax resident of the Russian Federation in the form of dividends) for tax periods up to 1 January 2025, as well as personal income tax in the portion of the tax amount exceeding 312 thousand rubles related to the portion of the tax base exceeding 2.4 million rubles and amounting to no more than 5 million rubles (except for personal income tax in relation to income specified in paragraph thirty-nine of Article 50 of the Budget Code of the Russian Federation, personal income tax in the portion of the tax amount exceeding 312 thousand rubles, related to the amount of tax bases specified in paragraph 6 of Article 210 of the Tax Code of the Russian Federation, exceeding 2.4 million rubles (except for personal income tax in relation to income specified in paragraphs thirty-five and thirty-six of Article 50 of the Budget Code of the Russian Federation), as well as personal income tax in relation to the income of individuals who are not tax residents of the Russian Federation, specified in paragraph nine of paragraph 3 of Article 224 of the Tax Code of the Russian Federation, in the part of the tax amount exceeding 312 thousand rubles, related to the part of the tax base exceeding 2.4 million rubles) for tax periods after January 1, 2025","Налог на доходы физических лиц в части суммы налога, превышающей 650 000 рублей, относящейся к части налоговой базы, превышающей 5 000 000 рублей (за исключением налога на доходы физических лиц с сумм прибыли контролируемой иностранной компании, в том числе фиксированной прибыли контролируемой иностранной компании, а также налога на доходы физических лиц в отношении доходов от долевого участия в организации, полученных физическим лицом - налоговым резидентом Российской Федерации в виде дивидендов) за налоговые периоды до 1 января 2025 года, а также налог на доходы физических лиц в части суммы налога, превышающей 312 тысяч рублей, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей и составляющей не более 5 миллионов рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзаце тридцать девятом статьи 50 Бюджетного кодекса Российской Федерации, налога на доходы физических лиц в части суммы налога, превышающей 312 тысяч рублей, относящейся к сумме налоговых баз, указанных в пункте 6 статьи 210 Налогового кодекса Российской Федерации, превышающей 2,4 миллиона рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзацах тридцать пятом и тридцать шестом статьи 50 Бюджетного кодекса Российской Федерации), а также налога на доходы физических лиц в отношении доходов физических лиц, не являющихся налоговыми резидентами Российской Федерации, указанных в абзаце девятом пункта 3 статьи 224 Налогового кодекса Российской Федерации, в части суммы налога, превышающей 312 тысяч рублей, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей) за налоговые периоды после 1 января 2025 года","integer"
"G47","Personal income tax on the profits of a controlled foreign company received by individuals recognized as controlling persons of this company who have switched to a special payment procedure based on the submission of a corresponding notification to the tax authority (in the part of the tax amount not exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in the part of the tax amount not exceeding 312 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, перешедшими на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, не превышающей 650 тысяч рублей за налоговые периоды до 1 января 2025 года, а также в части суммы налога, не превышающей 312 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G48","Personal income tax on the profits of a controlled foreign company received by individuals recognized as controlling persons of that company, with the exception of those paid in connection with the transition to a special payment procedure based on the filing of a corresponding notification with the tax authority (in terms of the tax amount exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in terms of the tax amount exceeding 312 thousand rubles, but not more than 702 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, за исключением уплачиваемого в связи с переходом на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления  (в части суммы налога, превышающей 650 тысяч рублей за налоговые периоды до 1 января 2025 года, а также в части суммы налога, превышающей 312 тысяч рублей, но не более                                          702 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G49","Personal income tax on the profits of a controlled foreign company received by individuals recognized as controlling persons of this company who have switched to a special payment procedure based on the submission of a corresponding notification to the tax authority (in terms of the tax amount exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in terms of the tax amount exceeding 312 thousand rubles, but not more than 702 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, перешедшими на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, превышающей 650 тысяч рублей за налоговые периоды  до 1 января 2025 года, а также в части суммы налога, превышающей 312 тысяч рублей, но не более 702 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G50","Personal income tax in the part of the tax amount related to the part of the tax base exceeding 2.4 million rubles, paid on the basis of a tax notice by taxpayers for whom the condition stipulated in the eighth paragraph of clause 6 of Article 228 of the Tax Code of the Russian Federation has been met","Налог на доходы физических лиц в части суммы налога, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей, уплачиваемой на основании налогового уведомления налогоплательщиками, для которых выполнено условие, предусмотренное абзацем восьмым пункта 6 статьи 228 Налогового кодекса Российской Федерации","integer"
"G51","Personal income tax on income from equity participation in an organization received by an individual - a tax resident of the Russian Federation in the form of dividends (in the portion of the tax amount not exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in the portion of the tax amount not exceeding 312 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц в отношении доходов от долевого участия в организации, полученных физическим лицом - налоговым резидентом Российской Федерации в виде дивидендов (в части суммы налога, не превышающей 650 тысяч рублей за налоговые периоды до 1 января 2025 года, а также в части суммы налога, не превышающей 312 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G52"," Value Added Tax on goods (works, services) sold in the Russian Federation","Налог на добавленную стоимость на товары (работы, услуги), реализуемые на территории Российской Федерации","integer"
"G53","Excise taxes on ethyl alcohol from food raw materials, wine alcohol, grape alcohol (except for distillates of wine, grape, fruit, cognac, calvados, whiskey), produced in the territory of the Russian Federation","Акцизы на этиловый спирт из пищевого сырья, винный спирт, виноградный спирт (за исключением дистиллятов винного, виноградного, плодового, коньячного, кальвадосного, вискового), производимый на территории Российской Федерации","integer"
"G54"," Excise taxes on ethyl alcohol from non-food raw materials produced in the Russian Federation","Акцизы на этиловый спирт из непищевого сырья, производимый на территории Российской Федерации","integer"
"G55"," Excise taxes on ethyl alcohol from food raw materials (wine, grape, fruit, cognac, calvados, and whiskey distillates) produced in the Russian Federation","Акцизы на этиловый спирт из пищевого сырья (дистилляты винный, виноградный, плодовый, коньячный, кальвадосный, висковый), производимый на территории Российской Федерации","integer"
"G56","Excise tax on the pharmaceutical substance ethyl alcohol produced in the Russian Federation","Акциз на фармацевтическую субстанцию спирта этилового, производимую на территории Российской Федерации","integer"
"G57"," Excise tax on liquid steel (except for liquid steel smelted in open-hearth, induction and/or electric steel-making furnaces, provided that the share of ferrous scrap metal in the total mass of raw materials used for steel production during the tax period is at least 80 percent)","Акциз на сталь жидкую (за исключением стали жидкой, выплавляемой в мартеновских, индукционных и (или) электрических сталеплавильных печах, при условии, если доля массы лома черных металлов в общей массе сырья, использованного для производства стали, за налоговый период составляет не менее 80 процентов)","integer"
"G58","Excise tax on liquid steel smelted in open-hearth, induction and (or) electric steel-smelting furnaces, provided that the share of ferrous scrap metal in the total mass of raw materials used for steel production during the tax period is at least 80 percent","Акциз на сталь жидкую, выплавляемую в мартеновских, индукционных и (или) электрических сталеплавильных печах, при условии, если доля массы лома черных металлов в общей массе сырья, использованного для производства стали, за налоговый период составляет не менее 80 процентов","integer"
"G59"," Excise tax on synthetic rubber","Акциз на синтетический каучук","integer"
"G60"," Excise tax on sugar-containing beverages produced in the Russian Federation","Акциз на сахаросодержащие напитки, производимые на территории Российской Федерации","integer"
"G61"," Excise tax on natural gas obtained for the production of ammonia","Акциз на природный газ, полученный для производства аммиака","integer"
"G62"," Excise taxes on alcohol-containing products produced in the Russian Federation","Акцизы на спиртосодержащую продукцию, производимую на территории Российской Федерации","integer"
"G63","Excise taxes on grape must, fruit must, and fermented fruit materials produced in the territory of the Russian Federation, except for those produced from excisable grapes","Акцизы на виноградное сусло, плодовое сусло, плодовые сброженные материалы, производимые на территории Российской Федерации, кроме производимых из подакцизного винограда","integer"
"G64"," Excise taxes on bulk wine and grape must produced in the Russian Federation from excisable grapes","Акцизы на вино наливом, виноградное сусло, производимые на территории Российской Федерации из подакцизного винограда","integer"
"G65"," Excise taxes on tobacco products manufactured in the Russian Federation","Акцизы на табачную продукцию, производимую на территории Российской Федерации","integer"
"G66"," Excise tax on nicotine raw materials produced in the Russian Federation","Акциз на никотиновое сырье, производимое на территории Российской Федерации","integer"
"G67","Excise tax on tobacco-free nicotine-containing mixture for heating produced in the Russian Federation","Акциз на бестабачную никотинсодержащую смесь для нагревания, производимую на территории Российской Федерации","integer"
"G68"," Excise taxes on motor gasoline produced in the Russian Federation","Акцизы на автомобильный бензин, производимый на территории Российской Федерации","integer"
"G69"," Excise taxes on straight-run gasoline produced in the Russian Federation","Акцизы на прямогонный бензин, производимый на территории Российской Федерации","integer"
"G70"," Excise taxes on passenger cars and motorcycles manufactured in the Russian Federation","Акцизы на автомобили легковые и мотоциклы, производимые на территории Российской Федерации","integer"
"G71"," Excise taxes on diesel fuel produced in the Russian Federation","Акцизы на дизельное топливо, производимое на территории Российской Федерации","integer"
"G72","Excise taxes on motor oils for diesel and (or) carburetor (injector) engines produced in the territory of the Russian Federation","Акцизы на моторные масла для дизельных и (или) карбюраторных (инжекторных) двигателей, производимые на территории Российской Федерации","integer"
"G73","Excise taxes on wines, bulk wines, fruit alcoholic beverages, sparkling wines, including Russian champagne, as well as grape-containing drinks, fruit alcoholic beverages manufactured without the addition of rectified ethyl alcohol produced from food raw materials, and (or) without the addition of fortified grape or other fruit must, and (or) without the addition of distillates, and (or) without the addition of fortified (liqueur) wine), produced on the territory of the Russian Federation, except for those produced from excisable grapes","Акцизы на вина, вина наливом, плодовую алкогольную продукцию, игристые вина, включая российское шампанское, а также виноградосодержащие напитки, плодовые алкогольные напитки, изготавливаемые без добавления ректификованного этилового спирта, произведенного из пищевого сырья, и (или) без добавления спиртованных виноградного или иного плодового сусла, и (или) без добавления дистиллятов, и (или) без добавления крепленого (ликерного) вина), производимые на территории Российской Федерации, кроме производимых из подакцизного винограда","integer"
"G74","Excise taxes on wines, sparkling wines, including Russian champagne, produced in the Russian Federation from excisable grapes","Акцизы на вина, игристые вина, включая российское шампанское, производимые на территории Российской Федерации из подакцизного винограда","integer"
"G75"," Excise taxes on beer and beer-based beverages produced in the Russian Federation","Акцизы на пиво, напитки, изготавливаемые на основе пива, производимые на территории Российской Федерации","integer"
"G76","Excise taxes on alcoholic products with an ethyl alcohol content of over 9 percent by volume (except for beer, wines (except for fortified (liqueur) wine), bulk wines, fruit alcoholic products, sparkling wines, including Russian champagne, as well as excluding grape-containing drinks, fruit alcoholic drinks manufactured without the addition of rectified ethyl alcohol produced from food raw materials, and (or) without the addition of fortified grape or other fruit must, and (or) without the addition of distillates, and (or) without the addition of fortified (liqueur) wine), produced on the territory of the Russian Federation, except for those produced from excisable grapes","Акцизы на алкогольную продукцию с объемной долей этилового спирта свыше 9 процентов (за исключением пива, вин (кроме крепленого (ликерного) вина), вин наливом, плодовой алкогольной продукции, игристых вин, включая российское шампанское, а также за исключением виноградосодержалщх напитков, плодовых алкогольных напитков, изготавливаемых без добавления ректификованного этилового спирта, произведенного из пищевого сырья, и (или) без добавления спиртованных виноградного или иного плодового сусла, и (или) без добавления дистиллятов, и (или) без добавления крепленого (ликерного) вина), производимую на территории Российской Федерации, кроме производимой из подакцизного винограда","integer"
"G77","Excise taxes on alcoholic beverages with an ethyl alcohol content of over 9 percent (except for wines, sparkling wines, including Russian champagne), produced in the Russian Federation","Акцизы на алкогольную продукцию с объемной долей этилового спирта свыше 9 процентов (за исключением вин, игристых вин, включая российское шампанское), производимую на территории Российской Федерации","integer"
"G78"," Excise taxes on cider, perry, and mead produced in the Russian Federation","Акцизы на сидр, пуаре, медовуху, производимые на территории Российской Федерации","integer"
"G79","Excise taxes on alcoholic products with an ethyl alcohol content of up to 9 percent by volume, inclusive (except for beer, beverages made on the basis of beer, wines, wine materials, fruit alcoholic products, sparkling wines, including Russian champagne, as well as excluding grape-containing beverages, fruit alcoholic beverages made without the addition of rectified ethyl alcohol produced from food raw materials, and (or) without the addition of fortified grape or other fruit must, and (or) without the addition of distillates, and (or) without the addition of fortified (liqueur) wine), produced on the territory of the Russian Federation","Акцизы на алкогольную продукцию с объемной долей этилового спирта до 9 процентов включительно (за исключением пива, напитков, изготавливаемых на основе пива, вин, виноматериалов, плодовой алкогольной продукции, игристых вин, включая российское шампанское, а также за исключением виноградосодержащих напитков, плодовых алкогольных напитков, изготавливаемых без добавления ректификованного этилового спирта, произведенного из пищевого сырья, и (или) без добавления спиртованных виноградного или иного плодового сусла, и (или) без добавления дистиллятов, и (или) без добавления крепленого (ликерного) вина), производимую на территории Российской Федерации","integer"
"G80","Excise taxes on benzene, paraxylene, and orthoxylene produced in the Russian Federation","Акцизы на бензол, параксилол, ортоксилол, производимые на территории Российской Федерации","integer"
"G81"," Excise taxes on aviation kerosene produced in the Russian Federation","Акцизы на авиационный керосин, производимый на территории Российской Федерации","integer"
"G82"," Excise taxes on natural gas provided for by international treaties of the Russian Federation","Акцизы на природный газ, предусмотренные международными договорами Российской Федерации","integer"
"G83"," Excise taxes on middle distillates produced in the Russian Federation","Акцизы на средние дистилляты, производимые на территории Российской Федерации","integer"
"G84","Excise taxes on wines with protected geographical indication, with protected designation of origin, with the exception of sparkling wines, including Russian champagne, produced on the territory of the Russian Federation","Акцизы на вина с защищенным географическим указанием, с защищенным наименованием места происхождения, за исключением игристых вин, включая российское шампанское, производимые на территории Российской Федерации","integer"
"G85"," Excise taxes on sparkling wines, including Russian champagne, with protected geographical indication, with protected designation of origin, produced in the territory of the Russian Federation","Акцизы на игристые вина, включая российское шампанское, с защищенным географическим указанием, с защищенным наименованием места происхождения, производимые на территории Российской Федерации","integer"
"G86","Excise taxes on nicotine-containing liquids, including those contained in electronic nicotine delivery systems, produced in the Russian Federation","Акцизы на никотинсодержащие жидкости, в том числе содержащиеся в электронных системах доставки никотина, производимые на территории Российской Федерации","integer"
"G87"," Excise taxes on tobacco (tobacco products) intended for consumption by heating, produced in the territory of the Russian Federation","Акцизы на табак (табачные изделия), предназначенный для потребления путем нагревания, производимый на территории Российской Федерации","integer"
"G88"," Excise tax on petroleum raw materials sent for processing","Акциз на нефтяное сырье, направленное на переработку","integer"
"G89"," Excise tax on dark marine fuel produced in the Russian Federation","Акциз на темное судовое топливо, производимое на территории Российской Федерации","integer"
"G90"," Excise tax on ethane directed to processing","Акциз на этан, направленный на переработку","integer"
"G91"," Excise tax on liquefied petroleum gas sent for processing","Акциз на сжиженный углеводородный газ, направленному на переработку","integer"
"G92","Tourist tax","Туристический налог","integer"
"G93"," Value Added Tax on goods imported into the Russian Federation","Налог на добавленную стоимость на товары, ввозимые на территорию Российской Федерации","integer"
"G94"," Excise taxes on ethyl alcohol from food raw materials, wine alcohol, grape alcohol (except for distillates of wine, grape, fruit, cognac, calvados, whiskey), imported into the territory of the Russian Federation","Акцизы на этиловый спирт из пищевого сырья, винный спирт, виноградный спирт (за исключением дистиллятов винного, виноградного, плодового, коньячного, кальвадосного, вискового), ввозимый на территорию Российской Федерации","integer"
"G95"," Excise taxes on ethyl alcohol from food raw materials (wine, grape, fruit, cognac, calvados, and whiskey distillates) imported into the territory of the Russian Federation","Акцизы на этиловый спирт из пищевого сырья (дистилляты винный, виноградный, плодовый, коньячный, кальвадосный, висковый), ввозимый на территорию Российской Федерации","integer"
"G96","Excise taxes on ethyl alcohol from non-food raw materials imported into the territory of the Russian Federation","Акцизы на этиловый спирт из непищевого сырья, ввозимый  на территорию Российской Федерации","integer"
"G97"," Excise taxes on alcohol-containing products imported into the Russian Federation","Акцизы на спиртосодержащую продукцию, ввозимую на территорию Российской Федерации","integer"
"G98"," Excise taxes on grape must, fruit must, and fruit fermented materials imported into the territory of the Russian Federation","Акцизы на виноградное сусло, плодовое сусло, плодовые сброженные материалы, ввозимые на территорию Российской Федерации","integer"
"G99"," Excise taxes on tobacco products imported into the Russian Federation","Акцизы на табачную продукцию, ввозимую на территорию Российской Федерации","integer"
"G100"," Excise tax on the pharmaceutical substance ethyl alcohol imported into the territory of the Russian Federation","Акциз на фармацевтическую субстанцию спирта этилового, ввозимую на территорию Российской Федерации","integer"
"G101","Excise tax on nicotine raw materials imported into the territory of the Russian Federation","Акциз на никотиновое сырье, ввозимое на территорию Российской Федерации","integer"
"G102"," Excise tax on tobacco-free nicotine-containing mixtures for heating imported into the territory of the Russian Federation","Акциз на бестабачную никотинсодержащую смесь для нагревания, ввозимую на территорию Российской Федерации","integer"
"G103"," Excise taxes on passenger cars and motorcycles imported into the Russian Federation","Акцизы на автомобили легковые и мотоциклы, ввозимые на территорию Российской Федерации","integer"
"G104"," Excise taxes on diesel fuel imported into the Russian Federation","Акцизы на дизельное топливо, ввозимое на территорию Российской Федерации","integer"
"G105"," Excise taxes on motor oils for diesel and (or) carburetor (injector) engines imported into the territory of the Russian Federation","Акцизы на моторные масла для дизельных и (или) карбюраторных (инжекторных) двигателей, ввозимые на территорию Российской Федерации","integer"
"G106","Excise taxes on beer and beer-based beverages imported into the Russian Federation","Акцизы на пиво, напитки, изготавливаемые на основе пива, ввозимые на территорию Российской Федерации","integer"
"G107"," Excise taxes on cider, perry, and mead imported into the Russian Federation","Акцизы на сидр, пуаре, медовуху, ввозимые на территорию Российской Федерации","integer"
"G108"," Excise tax on sugar-containing beverages imported into the Russian Federation","Акциз на сахаросодержащие напитки, ввозимые на территорию Российской Федерации","integer"
"G109"," Excise taxes on straight-run gasoline imported into the Russian Federation","Акцизы на прямогонный бензин, ввозимый на территорию Российской Федерации","integer"
"G110"," Excise taxes on medium distillates imported into the Russian Federation","Акцизы на средние дистилляты, ввозимые на территорию Российской Федерации","integer"
"G111","Excise taxes on nicotine-containing liquids, including those contained in electronic nicotine delivery systems, imported into the territory of the Russian Federation","Акцизы на никотинсодержащие жидкости, в том числе содержащиеся в электронных системах доставки никотина, ввозимые на территорию Российской Федерации","integer"
"G112"," Excise taxes on tobacco (tobacco products) intended for consumption by heating, imported into the territory of the Russian Federation","Акцизы на табак (табачные изделия), предназначенный для потребления путем нагревания, ввозимый на территорию Российской Федерации","integer"
"G113"," Trade tax paid in the territories of cities of federal significance","Торговый сбор, уплачиваемый на территориях городов федерального значения","integer"
"G114"," Tax levied in connection with the application of the special tax regime 'Automated Simplified Taxation System'","Налог, взимаемый в связи с применением специального налогового режима 'Автоматизированная упрощенная система налогообложения'","integer"
"G115","Property tax for individuals, levied at the rates applicable to taxable objects located within the boundaries of intra-city municipalities of cities of federal significance","Налог на имущество физических лиц, взимаемый по ставкам, применяемым к объектам налогообложения, расположенным в границах внутригородских муниципальных образований городов федерального значения","integer"
"G116"," Property tax for individuals, levied at the rates applicable to taxable objects located within the boundaries of urban districts","Налог на имущество физических лиц, взимаемый по ставкам, применяемым к объектам налогообложения, расположенным  в границах городских округов","integer"
"G117"," Property tax for individuals, levied at the rates applicable to taxable objects located within the boundaries of urban districts with intra-urban divisions","Налог на имущество физических лиц, взимаемый по  ставкам, применяемым к объектам налогообложения, расположенным в границах городских округов с внутригородским делением","integer"
"G118","Property tax for individuals, levied at the rates applicable to taxable objects located within the boundaries of inner-city districts","Налог на имущество физических лиц, взимаемый по  ставкам, применяемым к объектам налогообложения, расположенным в границах внутригородских районов","integer"
"G119"," Property tax for individuals, levied at the rates applicable to taxable objects located within the boundaries of municipal districts (payment amount (recalculations, arrears and debt on the relevant payment, including cancelled ones)","Налог на имущество физических лиц, взимаемый по ставкам, применяемым к объектам налогообложения, расположенным в границах муниципальных округов (сумма платежа (перерасчеты, недоимка и задолженность по соответствующему платежу, в том числе по отмененному)","integer"
"G120","Property tax for individuals, levied at the rates applicable to taxable objects located within the boundaries of inter-settlement territories","Налог на имущество физических лиц, взимаемый по ставкам, применяемым к объектам налогообложения, расположенным в границах межселенных территорий","integer"
"G121"," Property tax for individuals, levied at rates applicable to taxable property located within the boundaries of rural settlements","Налог на имущество физических лиц, взимаемый по ставкам, применяемым к объектам налогообложения, расположенным в границах сельских поселений","integer"
"G122"," Property tax for individuals, levied at rates applicable to taxable property located within the boundaries of urban settlements","Налог на имущество физических лиц, взимаемый по ставкам, применяемым к объектам налогообложения, расположенным в границах городских поселений","integer"
"G123"," Property tax for organizations on property not included in the Unified Gas Supply System","Налог на имущество организаций по имуществу, не входящему в Единую систему газоснабжения","integer"
"G124","Property tax for organizations on property included in the Unified Gas Supply System","Налог на имущество организаций по имуществу, входящему в Единую систему газоснабжения","integer"
"G125"," Transport tax for organizations","Транспортный налог с организаций","integer"
"G126"," Transport tax for individuals","Транспортный налог с физических лиц","integer"
"G127"," Tax on gambling business","Налог на игорный бизнес","integer"
"G128"," Land tax from organizations owning a land plot located within the boundaries of intra-city municipalities of cities of federal significance","Земельный налог с организаций, обладающих земельным участком, расположенным в границах внутригородских муниципальных образований городов федерального значения","integer"
"G129"," Land tax from organizations owning land located within the boundaries of urban districts","Земельный налог с организаций, обладающих земельным участком, расположенным в границах городских округов","integer"
"G130","Land tax on organizations owning land located within the boundaries of municipal districts","Земельный налог с организаций, обладающих земельным участком, расположенным в границах муниципальных округов","integer"
"G131"," Land tax from organizations owning a land plot located within the boundaries of urban districts with intra-city divisions","Земельный налог с организаций, обладающих земельным участком,  расположенным в границах городских округов с внутригородским делением","integer"
"G132"," Land tax from organizations owning a land plot located within the boundaries of inner-city districts","Земельный налог с организаций, обладающих земельным участком, расположенным в границах внутригородских районов","integer"
"G133"," Land tax from organizations owning a land plot located within the boundaries of inter-settlement territories","Земельный налог с организаций, обладающих земельным участком, расположенным в границах межселенных территорий","integer"
"G134","Land tax on organizations owning land located within the boundaries of rural settlements","Земельный налог с организаций, обладающих земельным участком, расположенным в границах сельских  поселений","integer"
"G135"," Land tax on organizations owning land located within the boundaries of urban settlements","Земельный налог с организаций, обладающих земельным участком, расположенным в границах городских  поселений","integer"
"G136"," Land tax on individuals who own a land plot located within the boundaries of intra-city municipalities of cities of federal significance","Земельный налог с физических лиц, обладающих земельным участком, расположенным в границах внутригородских муниципальных образований городов федерального значения","integer"
"G137"," Land tax from individuals who own a land plot located within the boundaries of urban districts","Земельный налог с физических лиц,   обладающих земельным участком, расположенным в границах городских округов","integer"
"G138","Land tax from individuals who own a land plot located within the boundaries of urban districts with intra-city divisions","Земельный налог с физических лиц, обладающих земельным участком, расположенным в границах городских округов с внутригородским делением","integer"
"G139"," Land tax from individuals who own a land plot located within the boundaries of inner-city districts","Земельный налог с физических лиц, обладающих земельным участком, расположенным в границах внутригородских районов","integer"
"G140"," Land tax from individuals owning a land plot located within the boundaries of inter-settlement territories","Земельный налог с физических лиц, обладающих земельным участком, расположенным в границах межселенных территорий","integer"
"G141"," Land tax on individuals owning a land plot located within the boundaries of rural settlements","Земельный налог с физических лиц, обладающих земельным участком, расположенным в границах сельских поселений","integer"
"G142","Land tax on individuals who own a land plot located within the boundaries of urban settlements","Земельный налог с физических лиц, обладающих земельным участком, расположенным в границах  городских  поселений","integer"
"G143"," Land tax on individuals who own a land plot located within the boundaries of municipal districts","Земельный налог с физических лиц, обладающих земельным участком, расположенным в границах муниципальных округов","integer"
"G144"," oil","нефть","integer"
"G145"," flammable natural gas from all types of hydrocarbon deposits","газ горючий природный из всех видов месторождений углеводородного сырья","integer"
"G146"," gas condensate from all types of hydrocarbon deposits","газовый конденсат из всех видов месторождений  углеводородного сырья","integer"
"G147"," Tax on the extraction of common minerals","Налог  на добычу общераспространенных полезных ископаемых","integer"
"G148","Mineral Extraction Tax on Iron Ore (except for oxidized ferruginous quartzites)","Налог на добычу полезных ископаемых в виде железной руды (за исключением окисленных железистых кварцитов)","integer"
"G149"," Potash mineral extraction tax","Налог на добычу полезных ископаемых в виде калийных солей","integer"
"G150"," A tax on the extraction of minerals in the form of multi-component complex ore, for which a coefficient characterizing the value of valuable components in the ore is established for taxation","Налог на добычу полезных ископаемых в виде многокомпонентной комплексной руды, в отношении которой при налогообложении установлен коэффициент, характеризующий стоимость ценных компонентов в руде","integer"
"G151"," Mineral extraction tax on coking coal","Налог на добычу полезных ископаемых в виде угля коксующегося","integer"
"G152"," Mineral extraction tax on apatite-nepheline, apatite and phosphorite ores","Налог на добычу полезных ископаемых в виде апатит-нефелиновых, апатитовых и фосфоритовых руд","integer"
"G153","Mineral extraction tax on apatite-magnetite ores","Налог на добычу полезных ископаемых в виде апатит-магнетитовых руд","integer"
"G154"," Mineral extraction tax on apatite-staffelite ores","Налог на добычу полезных ископаемых в виде апатит-штаффелитовых руд","integer"
"G155"," Mineral extraction tax on low-iron apatite ores","Налог на добычу полезных ископаемых в виде маложелезистых апатитовых руд","integer"
"G156","Tax on the extraction of other minerals (with the exception of minerals for which a rental coefficient other than 1 is established for taxation, minerals in the form of natural diamonds, coal, including coking coal, iron ores, multi-component complex ore, for which a coefficient characterizing the value of valuable components in the ore is established for taxation)","Налог на добычу прочих полезных ископаемых (за исключением полезных ископаемых, в отношении которых при налогообложении установлен рентный коэффициент, отличный от 1, полезных ископаемых в виде природных алмазов, угля, в том числе коксующегося, железных руд, многокомпонентной комплексной руды, в отношении которой при налогообложении установлен коэффициент, характеризующий стоимость ценных компонентов в руде)","integer"
"G157"," Tax on the extraction of minerals in the form of natural diamonds","Налог на добычу полезных ископаемых в виде природных алмазов","integer"
"G158","Mineral extraction tax on coal (except coking coal)","Налог на добычу полезных ископаемых в виде угля (за исключением угля коксующегося)","integer"
"G159"," Tax on the extraction of other minerals for which a rental coefficient other than 1 is established for taxation (with the exception of potassium salts, apatite-nepheline, apatite-staffelite ores, apatite-magnetite, low-iron apatite ores, apatite and phosphorite ores)","Налог на добычу прочих полезных ископаемых, в отношении которых при налогообложении установлен рентный коэффициент, отличный от 1 (за исключением калийных солей, апатит-нефелиновых, апатит-штаффелитовых руд, апатит-магнетитовых, маложелезистых апатитовых руд, апатитовых и фосфоритовых руд)","integer"
"G160","Regular payments for the extraction of minerals (royalties) in the implementation of production sharing agreements for the Sakhalin-1 and Sakhalin-2 projects in the form of hydrocarbon raw materials (combustible natural gas)","Регулярные платежи за добычу полезных ископаемых (роялти) при выполнении соглашений о разделе продукции по проектам «Сахалин-1», «Сахалин-2» в виде углеводородного сырья (газ горючий природный)","integer"
"G161"," Regular payments for the extraction of minerals (royalties) in the implementation of production sharing agreements for the Sakhalin-1, Sakhalin-2, and Kharyaginskoye Field projects in the form of hydrocarbon raw materials (except for combustible natural gas)","Регулярные платежи за добычу полезных ископаемых (роялти) при выполнении соглашений о разделе продукции по проектам «Сахалин-1», «Сахалин-2», «Харьягинское месторождение» в виде углеводородного сырья (за исключением газа горючего природного)","integer"
"G162","Regular payments for the extraction of minerals (royalties) on the continental shelf of the Russian Federation, in the exclusive economic zone of the Russian Federation, outside the territory of the Russian Federation in the implementation of production sharing agreements","Регулярные платежи за добычу полезных ископаемых (роялти) на континентальном шельфе Российской Федерации, в исключительной экономической зоне Российской Федерации, за пределами территории Российской Федерации при выполнении соглашений о разделе продукции","integer"
"G163"," Water tax","Водный налог","integer"
"G164"," Fee for the use of wildlife","Сбор за пользование объектами животного мира","integer"
"G165"," Fee for the use of aquatic biological resources (excluding inland water bodies)","Сбор за пользование объектами водных биологических ресурсов (исключая внутренние водные объекты)","integer"
"G166"," Fee for the use of aquatic biological resources (for inland water bodies)","Сбор за пользование объектами водных биологических ресурсов (по внутренним водным объектам)","integer"
