"field name","english description","russian description","format"
"G37","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 22% accrued on declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousands of rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 22% начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс.рублей","integer"
"G38","The tax base calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 22% according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 22% по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G39","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 for the sale (transfer for own needs) of goods at a tax rate of 22% (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при реализации (передаче для собственных нужд) товаров по налоговой ставке 22% (единиц)","integer"
"G40","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts associated with settlements for the payment of taxable goods (works, services) at a tax rate of 22/122% Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 22/122% Начислено - всего тыс.рублей","integer"
"G41","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 22/122% accrued according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousands of rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 22/122% начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс.рублей","integer"
"G42","The tax base calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 22/122% according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 22/122% по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G43","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 for the sale (transfer for own needs) of goods at a tax rate of 22/122% (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при реализации (передаче для собственных нужд) товаров по налоговой ставке 22/122% (единиц)","integer"
"G44","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts associated with settlements for the payment of taxable goods (works, services) at a tax rate of 18.03% Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 18,03% Начислено - всего тыс.рублей","integer"
"G45","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 18.03% accrued on declarations for the tax periods Q4 2025 - Q1-Q3 2026, thousands of rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 18,03% начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс.рублей","integer"
"G46","The tax base calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 18.03% according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 18,03% по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G47","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 for the sale (transfer for own needs) of goods at a tax rate of 18.03% (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при реализации (передаче для собственных нужд) товаров по налоговой ставке 18,03% (единиц)","integer"
"G48","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 8/118% Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 8/118% Начислено - всего тыс.рублей","integer"
"G49","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 16.67% Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 16,67% Начислено - всего тыс.рублей","integer"
"G50","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 16.67% accrued on declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousands of rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 16,67% начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс.рублей","integer"
"G51","The tax base calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 16.67% according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 16,67% по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G52","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 for the sale (transfer for own needs) of goods at a tax rate of 16.67% (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при реализации (передаче для собственных нужд) товаров по налоговой ставке 16,67% (единиц)","integer"
"G53","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts associated with settlements for the payment of taxable goods (works, services) at a tax rate of 20/120% Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 20/120% Начислено - всего тыс.рублей","integer"
"G54","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 20/120% accrued according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousands of rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 20/120% начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс.рублей","integer"
"G55","The tax base calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) at a tax rate of 20/120% according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) по налоговой ставке 20/120% по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G56","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 for the sale (transfer for own needs) of goods at a tax rate of 20/120% (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при реализации (передаче для собственных нужд) товаров по налоговой ставке 20/120% (единиц)","integer"
"G57","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for the payment of taxable goods (works, services) in accordance with paragraph 7 of Article 167 of the Tax Code of the Russian Federation Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) в соответствии с пунктом 7 статьи 167 НК РФ Начислено - всего тыс.рублей","integer"
"G58","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) in accordance with paragraph 7 of Article 167 of the Tax Code of the Russian Federation accrued on declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг)в соответствии с пунктом 7 статьи 167 НК РФ начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. .тыс.рублей","integer"
"G59","The tax base calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services) in accordance with paragraph 7 of Article 167 of the Tax Code of the Russian Federation for declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) в соответствии с пунктом 7 статьи 167 НК РФ по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G60","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 for sales (works, services) in accordance with paragraph 7 of Article 167 of the Tax Code of the Russian Federation (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при реализации (работ, услуг) в соответствии с пунктом 7 статьи 167 НК РФ (единиц)","integer"
"G61","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts associated with settlements for the payment of taxable goods (works, services) during the sale of goods by retail organizations with the preparation of documents (receipt) to compensate for tax amounts Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) при реализации организациями розничной торговли товаров с оформлением документов (чека) для компенсации сумм налога Начислено - всего тыс.рублей","integer"
"G62","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for the payment of taxable goods (works, services) during the sale of goods by retail organizations with the preparation of documents (receipt) to compensate for tax amounts accrued based on declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousands of rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) при реализации организациями розничной торговли товаров с оформлением документов (чека) для компенсации сумм налога начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс.рублей","integer"
"G63","The tax base calculated upon the sale (transfer within the Russian Federation for own needs) of goods (works, services), including goods of sellers from the member states of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for the payment of taxable goods (works, services) during the sale of goods by retail organizations with the preparation of documents (receipts) to compensate for tax amounts under declarations for the tax periods of Q4 2025 – Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) при реализации организациями розничной торговли товаров с оформлением документов (чека) для компенсации сумм налога по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G64","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 for the sale of goods by retail organizations with the preparation of documents (receipts) for the compensation of tax amounts (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при реализации организациями розничной торговли товаров с оформлением документов (чека) для компенсации сумм налога (единиц)","integer"
"G65","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts associated with settlements for the payment of taxable goods (works, services) when performing construction and installation work for own consumption Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) при выполнении строительно-монтажных работ для собственного потребления Начислено - всего тыс.рублей","integer"
"G66","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for the payment of taxable goods (works, services) when performing construction and installation work for own consumption accrued according to declarations for the tax periods Q4 2025 - Q1-Q3 2026, thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) при выполнении строительно-монтажных работ для собственного потребления начислено по декларациям за налоговые периоды IV кв.2025г.– I-III кв. 2026г .тыс.рублей","integer"
"G67","The tax base calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for the payment of taxable goods (works, services) when performing construction and installation work for own consumption according to declarations for the tax periods of Q4 2025 - Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг) при выполнении строительно-монтажных работ для собственного потребления по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
"G68","The number of declarations, the indicators of which are taken into account when forming the indicator in column 2 when performing construction and installation work for own consumption (units)","Количество деклараций, показатели которых учтены при формировании показателя в графе 2 при выполнении строительно-монтажных работ для собственного потребления (единиц)","integer"
"G69","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for the payment of taxable goods (works, services), the amount of payment received, partial payment on account of upcoming deliveries of goods (performance of work, provision of services), the transfer of property rights Accrued - total thousand rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг), суммы полученной оплаты, частичной оплаты в счет предстоящих поставок товаров (выполнения работ, оказания услуг), передачи имущественных прав Начислено - всего тыс.рублей","integer"
"G70","The total amount of tax calculated on the sale (transfer on the territory of the Russian Federation for own needs) of goods (works, services), including goods of sellers of the states - members of the Eurasian Economic Union, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services), the amount of payment received, partial payment on account of upcoming deliveries of goods (performance of work, provision of services), the transfer of property rights accrued according to declarations for the tax periods Q4 2025 - Q1-Q3 2026, thousands of rubles","Общая сумма налога, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг), суммы полученной оплаты, частичной оплаты в счет предстоящих поставок товаров (выполнения работ, оказания услуг), передачи имущественных прав начислено по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс.рублей","integer"
"G71","The tax base calculated upon the sale (transfer within the Russian Federation for own needs) of goods (works, services), including goods of sellers from the Eurasian Economic Union member states, sold through an electronic trading platform, the transfer of property rights at the relevant tax rates, as well as amounts related to settlements for payment of taxable goods (works, services), the amount of payment received, partial payment for future deliveries of goods (performance of work, provision of services), the transfer of property rights according to declarations for the tax periods Q4 2025 – Q1-Q3 2026, thousand rubles","Налоговая база, исчисленная при реализации (передаче на территории Российской Федерации для собственных нужд) товаров (работ, услуг), в том числе товаров продавцов государств - членов Евразийского экономического союза, реализуемых посредством электронной торговой площадки, передаче имущественных прав по соответствующим ставкам налога, а также суммы, связанные с расчетами по оплате налогооблагаемых товаров (работ, услуг), суммы полученной оплаты, частичной оплаты в счет предстоящих поставок товаров (выполнения работ, оказания услуг), передачи имущественных прав по декларациям за налоговые периоды IV кв. 2025 г. – I-III кв. 2026 г. тыс. рублей","integer"
