G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414
Алтайский край;939 874 458;114 132 703;26 518 930;8 627 202;895 792 614;119 060 506;29 263 908;13 990 998;215 324;482 267;361 849;57 181;18 714;131;41 243 212;2 140 413;300;39 147 576;9 862 214;7 829 515;782 951;0;1 362 665;136 267;406 459;17 840;40 645;1 784;428 083;29;1;0;0;0;0;0;0;4 492 053;18 857 085;11 998;1 174;5 850;1 216;3 771;24;2 423 734;28 562;2 230 448;27 651;191 483;911;38 297;182;3 830;18;0;0;148;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32 743 028;26 666 899;6 955 571;1 391 114;139 111;879 442;265;33;18 046;11 478;11 555;4 987;2 311;231;2;1;1;0;0;0;0;0;0;0;372 089;350 807;5 828 849;6 370 015;0;0;120 792;6 718 100;1 915 875;287 013;59 878;222 013;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65 000;0;0;0;0;11 307;9;116;404 580;661 135;178;1;1 618;2;409;1;0;0;0;0;0;0;464 073;4;10 367;3;0;0;0;0;0;0;0;0;0;0;35 789;3;0;0;0;0;0;0;0;0;4 379;5;0;0;0;0;38 973;10;13 052;4;14 549;15;26 408;30;0;0;0;0;2 997;1;33 853;21;17 827;7;1 582;2;20;1;0;0;27 987;30;0;0;0;0;0;0;140;1;0;0;14 701 133;2 995;284 614;26;0;0;0;0;0;0;0;0;4 115;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47 185;27;0;0;0;0;5 375 208;12;0;0;19 465;3;0;0;0;0;0;0;8 599 431;64;86 846;1;1 120 316;2;0;0;0;0;395 935;91;52 059;7;64 101;146;0;0;0;0;0;0;2 100;2;133 758;13;1 399;8;24 552;6;13 136;24;0;0;86 932;4;0;0;0;0;157;1;21 549;10;0;0;0;0;0;0;586;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93 205;5;0;0;25 966;6;0;0;28 180;2;1 888;5;219;1;3 131;3;0;0;0;0;34 578;0;176 983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3
Краснодарский край;4 701 931 243;380 460 807;552 585 357;69 978 759;4 424 350 998;405 685 166;364 885 419;104 541 100;753 203;668 276;54 682 246;3 829 693;93 375;209 199;412 681 075;191 583 494;1 076;221 098 741;62 633 498;44 059 927;4 389 403;7 335;6 833 175;691 368;2 962 614;82 049;318 468;8 207;38 316 699;125 202;4;0;0;0;0;0;72 378;159 802 575;128 293 260;21 708;4 273;13 883;4 310;16 027;174;10 767 064;606 063;9 403 937;542 036;1 386 110;64 191;277 222;12 838;27 722;1 284;31 521;163;839;68;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80 510 220;58 788 613;22 362 857;4 472 572;447 256;641 250;193;22;9 799 350;8 487 130;1 094 141;80 626;218 828;21 883;41;18;61;25;0;0;0;0;0;0;218 751 682;218 715 094;14 734 711;14 225 618;0;0;521 560;69 777 523;7 590 931;12 480 085;193 738;173 022;52 118;0;0;0;0;0;0;0;77 954;0;327 766;0;5 181 799;0;0;0;14 385;0;22 000;0;0;29 178;16;291;2 348 462;9 100 768;39 802;6;9 144;6;63 868;1;0;0;263;1;0;0;838 018;7;100 721;6;0;0;0;0;0;0;842 084;1;1;1;42 531;6;0;0;0;0;0;0;130 567;3;148 644;9;0;0;0;0;32 145;16;8 970;6;129 813;20;48 135;56;92;2;0;0;153 523;10;92 007;26;10 309;18;7 372;10;20 519;5;3 354;5;165 040;61;0;0;0;0;0;0;2 062;2;61 547;4;107 609 905;11 987;1 017 122;263;0;0;0;0;0;0;0;0;0;0;8 012;2;0;0;382 195;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91 783;32;4 964;1;0;0;17 252 579;44;0;0;0;0;0;0;0;0;5 610;1;9 315 690;55;4 026 214;4;742 282;16;0;0;0;0;551 473;236;120 256;7;2 577 080;538;3 080;2;1 138;1;639;1;1 508 722;18;3 021 037;154;611 357;142;12 465;9;99 917;94;0;0;423 847;21;0;0;32;1;4 459;8;83 869;49;0;0;38 636;2;11 923;7;1 209 802;3;14 542;10;0;0;31;1;0;0;3 927;2;0;0;0;0;124 342;2;0;0;0;0;0;0;0;0;0;0;6 658;9;0;0;57 184;20;0;0;43 179;170;0;0;13 510;3;4 202;4;282;2;1 366;3;680;1;0;0;30 254;0;429 083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;3
Красноярский край;2 594 732 160;209 571 786;299 379 018;42 190 166;2 236 576 834;238 312 040;248 952 372;63 242 706;844 785;1 025 430;31 515 205;486 149;367 506;7 660;377 648 056;41 858 411;405;335 789 645;49 139 589;63 334 724;6 715 792;239;8 157 582;932 779;4 237 858;82 443;165 862;8 243;8 371 682;3 823 205;2;0;0;0;0;0;0;120 123 425;153 467 156;16 754;1 746;7 962;2 614;4 173;1 292;5 859 860;36 485;5 206 965;30 382;656 918;6 103;131 384;1 221;13 138;122;4 291;0;424;10;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23 222 842;18 767 207;4 575 786;915 157;91 516;120 151;68;5;17 032 198;14 699 377;2 334 401;58 402;466 880;46 688;14;6;16;3;0;0;0;0;0;0;5 635 735;5 212 111;18 871 943;19 232 302;19 172 798;10 605 005;8 521 371;299 190 488;5 975 022;7 896 962;89 301;1 848 755;2 112;0;0;14 737;0;0;0;0;8 940;0;0;500;0;0;0;0;1 448;0;0;0;0;285 972;8;187;6 254 838;23 717 134;2 011;1;8 323;2;0;0;0;0;0;0;0;0;7 328 164;7;11 971 384;13;0;0;0;0;0;0;1 045 239;4;966 569;1;73 854;1;0;0;0;0;0;0;10 669;1;11 929;6;243 975;1;2 652 763;5;143 870;28;245 802;12;644 516;32;247 939;60;1 832;2;0;0;437 409;5;381 288;44;46 278;29;100 101;12;104 632;5;45;1;324 223;72;0;0;0;0;0;0;2 267;3;122 275;4;97 518 383;7 579;718 576;27;0;0;147;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199 058;70;1 198;1;0;0;10 690 917;14;0;0;180 416;8;0;0;0;0;0;0;18 824 393;50;27 389 636;5;3 489 347;8;0;0;0;0;262 135;92;33 923;37;1 070 861;344;0;0;0;0;0;0;689 319;29;2 988 598;80;1 426 545;56;174 311;5;141 734;46;0;0;179 155;5;133;1;20 583;5;14 303;13;38 057;11;0;0;0;0;204 147;3;1 088;2;13 218;14;0;0;0;0;0;0;208 460;2;93 028;2;0;0;376 509;1;0;0;0;0;0;0;0;0;0;0;5 616;14;0;0;117 351;11;0;0;35 284;60;0;0;0;0;2 691;4;0;0;10 610;1;0;0;0;0;273 412;0;22 364 216;3 400;37 427;0;0;0;37 427;0;0;7 485;0;0;0;7 485;0;37;2;7
Приморский край;1 544 785 576;109 329 670;172 618 483;16 474 529;1 466 726 985;125 316 915;156 057 887;34 608 347;1 082 211;260 427;2 270 694;520 630;63 049;683;93 381 970;18 552 141;424;74 829 829;34 381 919;14 904 992;1 496 398;84;2 119 278;211 431;865 056;29 306;88 220;2 930;3 710 427;60 775;2;0;0;0;0;0;25;12 423 211;85 376 667;11 773;1 729;4 844;2 918;3 745;87;4 935 988;41 446;4 510 522;29 980;544 464;11 466;108 893;2 293;10 889;229;118 999;0;230;1;5;0;0;1 750 528;0;1 835 066;0;88 882;0;0;0;17 776;0;1 777;0;173 419;0;16;0;10;0;1 909 799;0;1 938 409;0;95 160;0;0;0;0;19 032;0;1 904;0;123 772;0;33;0;15;14 562 850;13 681 783;2 142 939;428 588;42 859;1 261 872;45;12;759 667;533 590;235 036;13 959;47 007;4 701;14;4;60;74;0;0;0;0;0;0;1 116 259;1 109 978;2 214 988;2 990 975;14 234;18 007;14 342;7 203 614;11 815 169;1 006 964;26 896;1 103 363;94 959;107;0;0;0;0;0;11 000;0;0;700 000;0;0;0;0;0;0;0;0;9 885;27 737;1 455;3;95;568 334;3 614 523;0;0;4 958;2;0;0;0;0;0;0;0;0;110 322;1;0;0;0;0;0;0;0;0;0;0;0;0;21 504;3;0;0;0;0;0;0;0;0;2 037;3;0;0;0;0;12 912;8;1 252;2;2 829;13;54 166;19;13 261;1;0;0;82 070;2;88 955;17;3 610;11;377;1;10 759;2;10 788;2;64 078;21;0;0;0;0;0;0;600;2;1 806;2;30 958 588;3 250;1 059;7;0;0;110;1;0;0;0;0;0;0;3 747 907;12;119 621;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360 915;1;0;0;568 406;17;6 371;1;0;0;6 734 653;15;0;0;0;0;0;0;0;0;0;0;7 998 964;29;3 846;2;14 082;5;0;0;0;0;440 122;114;135 836;19;766 988;183;2 386 545;3;0;0;0;0;594 511;20;3 894 377;209;2 424 589;246;51 488;7;121 154;47;0;0;229 892;11;0;0;188;5;26 204;28;27 258;18;280;1;0;0;4 798;36;0;0;0;0;0;0;0;0;0;0;0;1;849;1;0;0;0;0;0;0;0;0;0;0;0;0;4 998;1;48 997;17;0;0;125 674;5;0;0;360 068;129;109;1;5 335 459;7;0;0;1 504;2;3 616;5;0;0;0;0;1 140 586;0;1 623 283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;6
Ставропольский край;895 993 461;268 251 099;52 663 854;13 329 594;854 738 997;279 022 916;52 531 316;26 545 186;390 695;294 656;533 574;400 541;9 057;0;41 248 957;4 403 605;240;36 845 352;24 093 294;7 268 294;736 907;0;1 348 378;135 812;430 732;19 993;42 991;2 280;880 721;100 777;3;0;0;0;0;0;0;12 897 011;41 179 287;7 806;921;4 874;1 745;2 778;92;4 936 036;126 443;4 115 772;124 147;827 707;2 296;165 541;459;16 554;46;4 931;0;151;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71 721 971;57 964 576;13 969 834;2 793 966;279 397;212 439;221;11;636 477;621 704;8 062;16 116;1 612;161;7;2;8;0;0;0;0;0;0;0;1 126 643;1 123 285;2 202 458;2 198 575;325;21;13 891;19 840 075;1 560 053;267 182;1 915;289 250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;1 724;11 642;137 447;9;102;2 835 355;19 221 041;2 131;1;78 783;5;0;0;0;0;0;0;0;0;4 791 375;3;1 497;1;0;0;0;0;0;0;548;1;0;0;4 697;3;0;0;0;0;0;0;0;0;4 966;2;0;0;0;0;37 864;11;490;2;20 010;13;46 346;23;0;0;0;0;144 496;6;140 742;14;9 548;14;11 355;7;4 938;2;177;1;85 142;28;0;0;0;0;0;0;0;0;0;0;27 955 828;3 105;455 595;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52 697;14;0;0;0;0;902 303;8;0;0;0;0;0;0;0;0;0;0;7 411 809;36;0;0;1 000 916;9;0;0;0;0;206 680;109;72 246;13;291 935;155;575;2;0;0;0;0;412 849;18;601 717;50;147 495;32;305 813;2;23 206;26;0;0;115 673;7;0;0;318;3;29 966;14;20 427;24;0;0;0;0;4 955;7;4 859;2;230;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 186;9;0;0;2 496 394;3;0;0;33 476;38;0;0;97 407;4;16 448;7;200;1;14 583;5;0;0;0;0;10 426;0;210 796;10 738;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;8
Хабаровский край;846 339 221;148 543 580;96 508 373;16 394 438;783 018 240;165 404 458;74 439 430;21 398 589;910 316;215 936;272 262;113 337;53 930;5 792;86 074 636;36 293 686;375;49 780 950;21 767 170;9 694 208;946 286;0;1 385 270;140 174;813 445;25 618;81 268;2 770;7 258 737;260 733;2;0;0;0;0;0;0;80 391 083;70 552 720;6 933;1 578;3 538;1 671;1 240;38;3 557 583;0;3 223 484;0;353 553;0;70 711;0;7 071;0;19 451;0;91;0;7;0;2 011 403;11 698 276;2 254 342;8 814 894;0;3 035 599;0;10 588;0;234;0;22;242 939;152 226;1;23;1;12;0;5 675;0;14 530;0;0;0;0;0;0;0;0;0;0;8 855;0;1;0;1;941 562;1 075 755;135 301;27 060;2 706;269 494;8;1;3 091 095;1 470 550;528 846;669;105 769;10 577;10;2;16;4;0;0;0;0;0;0;1 405 664;1 309 825;798 053;776 827;0;0;101 636;28 824 088;283 403;25 389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 819;3;92;1 119 613;4 210 603;3 034;1;1 033;1;0;0;0;0;0;0;0;0;3 753;1;475 704;2;0;0;0;0;0;0;44 471;2;0;0;1 021 859;6;0;0;0;0;0;0;1 630;2;10 506;2;0;0;0;0;16 024;4;2 078;3;8 217;14;61 589;18;490;1;0;0;32 794;3;53 485;11;9 035;12;11 625;5;0;0;23 644;1;47 540;24;0;0;0;0;0;0;52;2;0;0;22 283 408;2 388;2 335 840;9;0;0;0;0;0;0;0;0;0;0;120 396;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66 421;1;0;0;87 121;27;110;1;0;0;2 630 831;9;0;0;0;0;6 200;1;0;0;0;0;3 217 151;12;268 843;3;1 216 511;7;0;0;0;0;143 993;27;2 921;5;52 760;50;0;0;0;0;0;0;249 444;5;1 592 788;22;420 446;8;7 772;3;13 495;5;0;0;162 296;4;0;0;241;4;9 871;10;44 846;8;0;0;0;0;7 005;3;4 460;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 417;5;0;0;1 161 085;3;0;0;11 699;6;0;0;439 309;1;4 137;1;0;0;4 025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Амурская область;559 774 098;35 432 834;348 648 135;4 560 416;578 867 875;40 150 642;290 634 869;5 000 686;160 679;214 929;1 660 318;321 038;204;146;37 419 648;13 071 262;99;24 348 386;5 263 983;4 869 677;485 615;0;877 330;86 369;1 144 205;47 477;114 431;4 748;2 614 252;0;0;0;0;0;0;0;0;15 673 329;16 490 125;2 496;461;1 115;531;436;93;1 563 226;27 192;1 502 451;25 644;62 550;1 549;12 510;310;1 251;31;1 809;0;97;1;4;0;1 801 911;124 972;1 743 115;266 187;58 796;8 560;10 583;0;1 176;1 712;1 176;171;0;149 775;3;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 229 791;14 475 739;3 979 613;795 923;79 592;225 561;96;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;485 463;485 426;0;0;37;874 641;139 711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 801;1;23;96 656;686 729;0;0;0;0;15 859;2;0;0;0;0;0;0;367 592;3;1 166 835;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 265;1;31 848;9;15;1;66 848;9;0;0;0;0;0;0;11 916;2;0;0;0;0;0;0;35 920;1;97 176;12;0;0;0;0;0;0;0;0;0;0;13 705 211;945;111 311;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29 281;15;120 000;1;0;0;0;0;0;0;568;1;0;0;0;0;0;0;1 897 078;11;96 919;2;834 722;3;0;0;0;0;47 001;16;4 830;4;94 728;90;0;0;0;0;0;0;21 325;3;53 552;15;195 577;22;5 523;14;3 420;5;0;0;183 673;3;0;0;0;0;0;0;5 788;1;0;0;0;0;68 675;3;8 963;2;0;0;0;0;2;1;0;0;117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 712;13;0;0;13 638;2;0;0;11 959;6;0;0;0;0;0;0;0;0;3 681;1;0;0;0;0;0;0;0;414 677;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4
Архангельская область;402 870 850;29 997 634;48 760 538;3 124 953;376 529 317;33 266 620;39 275 864;4 189 485;893 877;18 664;178 564;303 372;6 693;18 561;36 539 269;8 153 192;217;28 386 077;4 634 938;5 336 918;567 721;0;860 882;89 835;401 328;12 147;40 345;1 214;1 630 638;340 296;5;0;0;0;0;0;0;19 925 051;18 433 280;3 185;619;1 563;608;964;315;2 299 399;15 256;2 101 945;14 326;226 831;998;45 366;200;4 537;20;29 375;68;72;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 291 975;1 991 961;326 665;65 333;6 533;26 651;14;2;906;916;0;10;0;0;1;1;2;1;0;0;0;0;0;0;4 918;4 840;1 084 182;1 121 985;0;0;6 271;2 140 160;283 412;6 755 591;1 185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 488 813;0;0;504;1;64;283 601;2 068 072;0;0;0;0;0;0;0;0;76;1;0;0;213 702;3;127;1;0;0;0;0;0;0;0;0;0;0;34 028;4;0;0;0;0;0;0;1 005;1;374;1;0;0;0;0;59 957;7;2 445;3;92 606;6;148 750;22;5 662 803;1;0;0;13 917;1;149 548;15;3 661;8;1 049;5;13 341;1;0;0;78 154;21;0;0;0;0;0;0;93;1;0;0;11 671 697;1 315;7 776;7;0;0;0;0;0;0;0;0;0;0;1 753 400;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 891;1;0;0;27 569;32;16;1;0;0;114 916;1;0;0;16 846;2;0;0;0;0;0;0;3 448 300;14;1 468;2;2 625;1;0;0;0;0;64 906;36;328;3;210 586;97;0;0;0;0;0;0;374 363;11;164 924;25;64 225;28;30 614;4;36 684;32;0;0;139 504;3;0;0;0;0;6 288;12;1 470;4;0;0;0;0;319;2;98;1;79 687;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669 046;34;0;0;14 236;3;0;0;68 417;41;0;0;7 280;2;9 129;10;131;1;7 672;3;0;0;0;0;15 466;0;134 568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1
Астраханская область;126 591 635;49 846 244;37 109 008;10 441 794;116 187 307;54 778 184;34 139 704;17 586 821;21 132;24 070;136 596;55;545;261;13 273 519;5 836 387;117;7 437 134;12 052 409;1 477 646;148 740;222;310 251;31 065;237 117;9 953;23 729;995;1 167 277;9 791;4;0;0;0;0;0;0;9 568 191;28 436 322;2 157;549;1 729;792;909;9;2 469 781;10 535;2 226 936;10 363;258 095;171;51 619;34;5 162;3;15 249;0;43;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 328 053;1 599 793;95 795;19 159;1 915;367 535;15;4;9 327 883;7 307 019;2 058 852;68 393;411 770;41 177;19;8;13;3;17 939 879;32 727 919;0;0;14 788 040;1;2 919;6 685;997 698;988 905;0;0;14 751;1 244 901;45 084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 306;2;30;929 908;7 395 975;1 713;3;0;0;43;1;0;0;0;0;0;0;31 162;1;0;0;0;0;0;0;0;0;0;0;55;1;518;1;0;0;1 368 005;1;0;0;0;0;6 088;2;0;0;0;0;0;0;0;0;172;3;1 278;8;0;0;0;0;1 421;1;8 719;6;260;5;0;0;34;1;2 561;1;12 233;10;0;0;0;0;0;0;0;0;0;0;5 444 877;912;11 405;2;0;0;0;0;0;0;2 632;1;1 587;1;592 656;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77 866;14;27 473;1;0;0;1 355 302;6;0;0;0;0;0;0;0;0;0;0;1 176 812;7;0;0;0;0;0;0;0;0;141 357;43;3 369;5;104 705;64;31;1;0;0;0;0;154 228;7;243 570;27;4 907;3;95;1;41 580;26;0;0;125 972;5;0;0;16 560;9;20 281;12;4 357;6;0;0;4 425;1;214;4;28 837;2;0;0;0;0;0;0;0;0;2;1;302;1;0;0;8 981;2;0;0;0;0;0;0;0;0;0;0;4 207;11;0;0;162 085;9;0;0;244 739;60;0;0;7 725;2;0;0;1 335;2;3 791;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Белгородская область;1 415 813 479;172 664 371;241 392 553;30 869 162;1 319 604 343;177 036 886;137 857 337;41 676 085;670 112;947 183;91 132 939;54 506;54 275;19;124 261 329;66 932 815;334;57 330 139;14 271 428;11 465 398;1 146 553;6 129;3 707 076;370 702;615 207;9 763;61 528;976;13 386 563;7;1;0;0;0;0;0;0;7 556 213;43 272 403;9 587;1 132;4 243;911;4 114;74;2 617 014;6 120;2 504 376;6 120;129 833;0;25 967;0;2 597;0;17 195;0;101;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189 217 329;158 491 304;32 286 932;6 457 386;645 739;1 560 907;141;21;2 771 543;2 283 381;454 653;518;90 931;9 093;9;2;5;0;0;0;0;0;0;0;1 605 671;1 677 654;120 630 117;105 480 598;3 790;0;15 054 009;218 458 003;1 783 679;1 157 601;16 714;1 059 348;6 114;0;0;0;0;0;72 188;0;126 119;14 489;0;0;0;0;0;0;0;0;0;0;45 645;295 757;10;124;465 620;1 747 230;0;0;637;1;0;0;0;0;0;0;0;0;19 490;1;0;0;0;0;0;0;0;0;0;0;0;0;596 505;3;0;0;0;0;0;0;0;0;2 696;2;0;0;0;0;73 387;4;2 073;4;19 623;11;40 999;18;25;2;86;1;0;0;120 914;11;12;1;43 051;3;2 015;3;0;0;32 183;27;0;0;0;0;0;0;729;1;0;0;27 885 718;2 888;206 354;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174 386;9;0;0;0;0;302 618;4;0;0;2 000;1;3 600;1;0;0;0;0;1 199 861;8;0;0;0;0;0;0;0;0;117 409;85;43;2;1 188 769;89;0;0;0;0;0;0;6 027;11;171 692;23;24 129;23;1 098;3;657 107;37;0;0;44 683;4;0;0;12;1;1 898;7;9 011;5;0;0;0;0;85;2;0;0;102 616;1;0;0;0;0;0;0;0;0;719;1;0;0;1 484;2;0;0;0;0;0;0;0;0;0;0;40 405;115;9;1;198 722;4;0;0;226 054;74;0;0;1 282;2;0;0;0;0;349;3;0;0;0;0;4 431;0;103 587 344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;3
Брянская область;342 179 582;45 472 224;19 129 414;2 415 969;323 675 258;49 560 497;21 358 884;4 578 630;173 207;489 812;380 167;695;3 022;182;16 064 876;2 740 368;179;13 324 508;5 761 999;2 466 396;266 490;1 762;439 680;45 358;187 659;7 761;20 434;776;548 073;198 505;22;0;0;0;0;0;0;5 100 143;14 030 900;4 359;618;2 541;1 027;1 363;21;1 746 949;60 819;1 506 985;58 495;240 083;2 324;48 017;465;4 802;46;120;0;246;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68 290 555;58 509 043;10 741 362;2 148 272;214 828;959 850;30;6;424 376;423 339;4 410;3 373;881;88;10;2;4;0;0;0;0;0;0;0;0;0;1 482 416;1 484 324;0;0;4;275 650;369 457;16 245;4 263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;12 226;5;47;145 348;775 906;1 945;2;988;1;0;0;0;0;0;0;0;0;0;0;142;1;0;0;0;0;0;0;0;0;0;0;570;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 973;4;125;1;4 833;8;5 031;9;275;1;0;0;173;1;7 531;3;297;1;0;0;0;0;1 392;1;8 392;12;0;0;0;0;0;0;0;0;214;2;14 222 870;1 551;38 753;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 484;9;306;1;0;0;1 993 758;12;0;0;2 870;1;0;0;0;0;0;0;959 003;7;0;0;148 748;3;0;0;0;0;356 785;36;5 677;4;146 327;116;0;0;0;0;0;0;471 728;9;154 667;9;13 896;6;47;1;7 158;8;0;0;197 359;5;1 175;2;7 913;3;6 521;2;3 665;4;0;0;0;0;21 292;5;12 293;4;17 337;9;0;0;0;0;0;0;1 094;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71 132;22;0;0;30;1;0;0;5 636;38;0;0;119 309;3;36 676;12;0;0;417;2;297;1;0;0;4 648;0;457 512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3
