G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417
Алтайский край;955 224 307;88 074 424;27 478 626;4 581 864;911 563 355;91 591 720;27 255 743;9 759 273;587 510;116 304;1 991 493;51 095;30 860;910;42 577 379;976 881;261;41 600 498;8 626 635;8 320 099;1 248 015;73;1 214 841;182 226;448 886;22 197;67 333;3 330;195 376;0;0;0;0;0;0;0;0;8 286 187;20 653 231;12 210;1 088;5 385;1 044;3 406;90;2 649 753;63 036;2 468 569;61 754;180 655;1 282;36 131;256;5 420;38;0;0;136;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31 809 066;26 861 443;5 423 943;1 084 789;162 718;476 320;268;35;3 381;2 869;512;0;102;15;1;0;2;0;0;0;0;0;0;0;3 924 247;3 935 806;7 437 629;7 321 153;0;0;132 158;9 369 797;1 774 926;283 788;50 550;1 500;182 288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80 000;0;0;0;20 000;31 618;11;121;678 227;1 042 300;150;1;198;1;0;0;0;0;0;0;0;0;380 389;4;4 736;2;0;0;0;0;0;0;0;0;0;0;20 967;1;0;0;0;0;0;0;0;0;4 731;5;0;0;0;0;40 458;11;14 010;5;15 876;14;23 886;30;0;0;0;0;2 248;1;33 355;21;18 720;3;2 036;3;24;1;0;0;27 693;31;0;0;0;0;0;0;103;1;0;0;15 646 270;2 988;291 237;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63 433;41;0;0;0;0;6 033 657;9;0;0;3 026;1;0;0;0;0;0;0;10 454 251;58;0;0;1 128 147;2;0;0;0;0;275 245;74;59 102;4;59 578;147;0;0;0;0;0;0;95 628;3;76 012;13;501;4;21 150;6;8 277;15;0;0;56 389;4;0;0;69;1;362;2;24 059;10;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1 165;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34 849;4;0;0;15 947;31;0;0;1 840;1;2 241;3;1 474;1;3 312;3;0;0;0;0;22 402;0;232 507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
Краснодарский край;4 677 703 384;438 986 327;421 782 016;59 202 644;4 434 134 461;456 366 969;325 143 686;95 137 258;1 646 098;1 100 508;63 893 224;4 481 201;64 634;13 443;278 411 466;40 518 900;927;237 892 567;56 656 658;47 562 983;7 135 503;33 473;9 122 909;1 365 774;3 067 344;111 149;455 054;17 105;8 103 780;15 493;3;0;0;0;0;0;38 685;73 931 531;238 347 006;21 896;4 348;13 386;3 886;15 257;157;12 832 125;923 974;11 376 278;838 254;1 471 932;87 600;294 386;17 520;44 158;2 628;26 374;1 875;857;76;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82 554 507;63 000 712;20 292 260;4 058 451;608 768;738 465;184;25;12 151 911;10 179 936;1 600 836;151 893;320 167;48 025;32;17;52;30;0;0;0;0;0;0;160 424 847;160 204 206;6 350 499;5 799 337;65 716;57 109;563 356;48 867 682;9 510 800;9 983 104;121 390;474 693;0;0;0;0;0;0;0;0;73 226;0;0;0;0;0;0;0;0;0;953 003;0;0;105 694;15;299;3 028 182;15 630 886;10 589;5;19 828;7;0;0;0;0;0;0;0;0;724 246;7;57 497;6;0;0;0;0;0;0;857 196;1;0;0;76 978;5;0;0;0;0;0;0;134 116;3;127 786;9;0;0;0;0;39 319;21;12 943;7;154 399;18;42 281;67;3;2;80;1;167 394;10;114 777;30;16 376;20;9 277;10;11 098;5;3 018;4;166 174;71;0;0;0;0;0;0;1 413;5;38 977;5;100 165 040;10 151;766 990;238;0;0;2;1;0;0;0;0;0;0;12 240;2;0;0;412 145;2;0;0;0;0;0;0;0;0;0;0;176 606;32;0;0;0;0;17 843 171;36;0;0;0;0;0;0;0;0;0;0;8 076 328;50;91 571;2;64 984;15;0;0;0;0;619 419;259;114 614;11;2 105 672;521;2 185;2;1 394;1;1 118;1;119 058;18;2 006 714;151;662 617;149;11 004;8;58 956;45;0;0;314 129;12;0;0;45;1;3 477;7;86 470;51;300;1;138 932;3;1 346;3;1 114 950;5;11 713;7;0;0;0;0;0;0;3 382;2;0;0;0;0;200;2;0;0;0;0;0;0;0;0;0;0;18 063;21;0;0;23 919;15;0;0;146 411;223;0;0;22 896;5;4 248;2;253;1;447;1;239;1;0;0;43 846;0;222 835;0;11 635;0;0;0;11 635;0;0;0;2 327;0;2 327;0;0;0;36;0
Красноярский край;3 142 482 987;261 708 336;270 545 703;28 767 956;2 574 310 632;297 953 273;298 091 545;65 252 360;711 122;502 762;13 942 417;53 276;185 939;2 573;528 555 988;10 161 621;326;518 394 367;72 251 018;99 770 405;15 550 272;295;8 275 942;1 504 138;5 527 545;141 568;679 083;21 234;2 032 324;3 898 079;3;0;0;0;10 391;1;0;35 801 227;284 096 611;17 137;1 764;8 185;2 314;3 458;453;6 022 667;155 143;5 363 520;148 967;715 231;6 198;143 046;1 240;21 457;186;56 085;24;518;16;11;1;0;99 729;0;0;81 853;0;0;17 876;0;0;3 039;0;0;536;0;0;536;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24 816 935;21 778 333;3 368 003;673 600;101 040;329 401;66;12;18 692 998;15 399 341;3 266 103;49 534;653 221;97 983;10;5;15;4;0;0;0;0;0;0;1 738 409;1 480 706;39 341 120;56 036 889;12 915 250;11 302 364;2 288 977;240 238 547;7 867 900;7 232 236;98 713;16 705;486;0;0;26 316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581 696;8;213;9 980 408;37 245 803;0;0;13 249;2;0;0;0;0;0;0;0;0;4 720 903;11;12 763 280;13;0;0;0;0;0;0;648 490;5;1 252 423;1;2 280 532;3;0;0;0;0;0;0;26 685;1;6 181;4;347 856;1;572 955;3;1 092 449;28;516 838;12;820 979;34;802 078;59;1 903;2;0;0;795 127;5;418 959;42;35 108;23;288 161;8;123 261;6;52;1;952 185;79;0;0;0;0;0;0;155 661;3;14 604;4;131 453 415;7 380;641 775;27;0;0;0;0;0;0;0;0;0;0;1 014 394;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106 284;72;0;0;0;0;12 245 582;15;0;0;54 094;3;0;0;0;0;0;0;19 338 497;47;29 066 398;2;3 592 448;4;0;0;0;0;277 471;86;11 912;53;1 467 262;318;0;0;19 500;1;0;0;528 371;16;3 225 885;41;1 200 262;23;147 808;5;103 140;33;0;0;72 480;4;0;0;18 248;6;19 297;15;39 173;14;0;0;0;0;141 195;3;70;1;18 733;13;0;0;0;0;0;0;374 158;5;1 518;1;0;0;403 294;1;0;0;0;0;0;0;0;0;0;0;9 005;19;0;0;164 427;6;0;0;21 751;62;0;0;0;0;13;1;0;0;11 732;1;0;0;0;0;1 407 649;0;94 557 267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0
Приморский край;1 651 197 399;100 997 006;182 385 007;22 766 634;1 552 882 266;119 407 472;166 353 114;26 460 072;1 769 457;413 194;11 773 383;36 750;39 870;3 327;104 306 628;6 657 474;339;97 649 155;21 729 475;19 321 305;2 929 374;0;3 051 264;462 077;1 257 152;33 338;168 069;4 994;1 331 495;208 407;3;0;0;0;0;0;66;27 566 074;75 325 978;10 993;1 859;5 007;2 730;4 256;79;5 943 357;44 819;5 139 952;56 178;901 169;0;180 234;0;27 035;0;98 714;11 359;377;1;10;1;0;0;4 735 299;0;0;5 712 912;0;0;192 023;0;0;0;0;0;38 405;0;0;5 761;0;0;1 169 635;0;0;21;0;0;17;0;9 084 278;0;11 474 803;0;910 853;0;0;0;0;182 171;0;27 326;0;3 301 378;0;79;0;42;14 128 505;13 424 714;1 773 351;354 670;53 201;1 069 560;38;17;1 076 605;913 923;198 441;36 020;39 688;5 953;18;5;46;88;0;0;0;0;0;0;763 490;723 768;406 504;596 993;203;243;4 375;19 895 450;2 299 963;1 075 782;163 252;3 014 662;12 948;10 710;0;0;0;0;0;15 000;0;0;800 000;0;0;0;0;0;0;0;0;20 632;70 155;13 621;6;102;495 309;3 563 013;0;0;8 323;3;0;0;0;0;0;0;0;0;116 945;1;0;0;0;0;0;0;0;0;47 562;1;0;0;7 717;1;0;0;0;0;0;0;13 670;1;3 637;3;0;0;0;0;18 941;8;3 037;5;2 592;8;53 937;23;8 230;1;0;0;69 557;2;98 923;18;3 430;10;614;2;13 964;2;3 202;2;88 885;28;0;0;0;0;0;0;0;0;22 989;1;31 067 262;3 262;1 241;4;0;0;0;0;0;0;0;0;0;0;3 939 335;13;258 840;2;0;0;0;0;0;0;0;0;0;1;0;0;720 448;19;50;1;0;0;2 417 724;12;0;0;0;0;0;0;0;0;0;0;7 714 258;25;6 883;2;20 063;5;0;0;0;0;373 585;109;82 488;23;476 680;176;2 178 684;4;0;0;0;0;401 338;13;4 409 798;214;2 260 050;227;30 740;5;337 674;73;0;0;229 847;10;0;0;222;5;36 428;33;32 959;17;0;0;0;0;16 422;20;45 201;3;22 643;2;0;0;0;0;0;0;215;2;855;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25 269;13;0;0;52 910;3;0;0;95 865;89;0;0;7 941 814;3;46;1;2 898;2;3 090;6;0;0;0;0;28 631;0;411 797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
Ставропольский край;1 031 796 382;139 055 740;44 709 856;5 089 636;971 283 800;145 207 158;56 662 303;10 245 795;222 415;603 714;270 364;456 842;14 956;0;48 500 326;7 167 342;212;41 332 985;11 137 874;8 164 770;1 239 989;3 653;1 059 990;159 157;683 096;33 859;101 862;5 079;1 433 469;101 826;5;0;0;0;0;0;7;15 708 416;36 031 866;7 565;836;4 821;1 717;2 006;54;5 541 062;153 613;4 850 943;151 303;692 623;2 310;138 525;462;20 779;69;2 503;0;185;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73 080 777;62 650 674;11 138 700;2 227 739;334 161;708 597;207;20;244 029;211 738;42 359;10 067;8 472;1 271;8;1;9;0;0;0;0;0;0;0;28 493 806;28 173 562;1 366 172;1 346 674;231;1 694;25 927;11 332 066;2 019 349;24 926;3 145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 210;0;490 452;9;109;431 737;2 648 281;203;1;77 444;4;649;1;0;0;0;0;0;0;3 612 886;3;692;1;0;0;0;0;0;0;22 744;1;0;0;1 761;3;0;0;0;0;0;0;0;0;4 894;2;0;0;0;0;34 721;8;516;2;13 823;14;37 597;21;0;0;0;0;88 486;3;183 089;12;8 745;10;9 249;7;5 332;2;228;1;85 890;29;0;0;0;0;0;0;0;0;220;1;26 980 134;3 110;511 316;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76 183;12;0;0;0;0;631 507;9;0;0;0;0;0;0;0;0;0;0;8 911 648;29;0;0;1 958 380;9;0;0;0;0;135 361;112;18 318;24;280 712;125;671;3;0;0;0;0;266 809;12;645 346;47;470 475;36;314 448;2;29 790;24;0;0;59 875;6;0;0;726;4;5 165;11;17 215;22;0;0;0;0;2 875;5;1 022;2;805;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 263;11;0;0;92 373;2;0;0;66 860;36;0;0;233 114;3;14 454;9;0;0;5 109;3;0;0;0;0;3;0;99 976;6 954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3
Хабаровский край;865 912 758;159 317 978;48 527 571;15 544 255;809 540 650;182 259 560;46 445 500;32 338 280;233 756;7 099 026;873 321;362 433;90 127;12 318;57 752 485;5 181 544;307;52 570 941;32 983 300;10 170 193;1 574 804;0;1 498 112;231 708;841 324;59 627;125 042;8 920;1 036 309;340 876;4;0;0;0;0;0;162;50 432 352;120 797 941;6 807;1 504;3 137;1 184;1 469;39;3 783 960;0;3 465 194;0;327 982;0;65 596;0;9 839;0;9 217;0;89;0;6;0;8 363 240;578 182;8 913 592;3 072 258;527 096;8 647 000;2 581 865;51 085;399 618;0;0;0;516 373;10 217;79 923;77 456;1 533;11 989;0;0;133 029;1;1;41;0;0;14;0;177 440;0;377 940;0;0;0;0;0;0;0;0;0;0;200 500;0;4;0;4;231 422;200 332;35 209;7 041;1 056;4 119;6;3;2 847 939;1 061 354;1 775 897;699;281 997;53 277;7;2;12;4;0;0;0;0;0;0;271 054;271 405;600 232;619 347;0;0;56 065;5 845 458;398 482;2 995 647;268;0;0;2 977 301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61 589;5;99;572 776;3 725 187;0;0;0;0;38;2;0;0;0;0;0;0;22 847;1;233 651;2;0;0;0;0;0;0;42 545;1;0;0;335 614;6;0;0;0;0;0;0;2 960;2;31 249;2;0;0;0;0;13 496;4;1 691;2;10 711;10;83 227;83;0;0;0;0;44 955;2;48 122;9;5 692;9;10 728;4;0;0;24 058;1;58 218;90;0;0;0;0;0;0;708;1;0;0;22 864 151;2 374;1 579 745;9;0;0;0;0;0;0;0;0;0;0;55 735;1;0;0;0;0;0;0;0;0;0;0;66 421;1;0;0;56 582;22;241 449;2;0;0;1 281 898;3;0;0;7 500;1;0;0;0;0;0;0;2 110 558;8;586 403;4;1 429 745;6;0;0;0;0;2 731 503;32;5 707;6;63 974;58;0;0;0;0;0;0;44 558;3;2 752 765;14;385 042;9;7 560;3;13 476;3;0;0;0;0;0;0;307;4;10 071;9;28 761;9;0;0;0;0;21 644;6;1 259;4;4 045;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 300;6;0;0;209;2;0;0;50 937;6;0;0;467 824;1;43 878;2;0;0;4 362;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Амурская область;386 686 143;137 331 492;110 546 910;110 387 343;382 148 312;157 244 548;89 319 087;101 987 787;172 431;51 345;1 315 311;615 585;2 198;0;24 620 578;629 903;75;23 991 065;12 077 736;4 798 162;719 731;255;667 527;99 918;316 495;18 965;47 704;2 847;125 980;0;0;0;0;0;0;0;71;14 313 931;20 091 802;2 516;492;1 257;516;392;43;1 962 633;67 938;1 880 968;40 311;81 469;27 626;16 294;5 525;2 444;829;2 866;0;92;2;4;0;0;14 253 180;49 618;0;9 159 021;131 131;0;5 094 159;3 374;0;866 007;0;0;152 825;675;0;152 825;101;0;0;84 887;0;1;10;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 451 686;14 991 756;1 837 767;367 553;55 133;377 837;97;15;854 618;835 385;28 929;10 028;5 786;868;5;2;5;0;0;0;0;0;0;0;0;0;3 058 273;3 058 273;0;0;0;51 490;245 832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 866;1;18;132 350;896 816;0;0;0;0;0;0;0;0;0;0;0;0;353 032;3;1 088 209;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 350;1;46 199;9;16;1;42 895;14;0;0;0;0;0;0;10 700;1;0;0;0;0;0;0;46 029;1;92 583;16;0;0;0;0;0;0;0;0;0;0;13 705 067;989;81 572;7;0;0;0;0;0;0;0;0;36 624;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 762;10;0;0;0;0;426 288;2;0;0;0;0;0;0;0;0;0;0;1 551 365;9;297 159;3;965 555;2;0;0;0;0;26 926;14;584;3;70 953;67;0;0;0;0;0;0;93;1;87 371;9;200 349;20;3 502;12;294;4;0;0;192 385;3;0;0;0;0;0;0;7 820;1;0;0;0;0;0;0;2 636;2;0;0;0;0;0;0;0;0;277;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 976;12;0;0;500;1;0;0;0;0;0;0;0;0;0;0;0;0;4 698;1;0;0;0;0;0;830 501;0;0;0;424 741;0;0;0;424 741;0;0;0;84 948;0;0;0;84 948;1;1
Архангельская область;448 698 538;36 856 546;31 729 448;2 671 715;395 735 205;41 532 006;33 734 438;4 209 863;261 260;156 772;589 087;4 485;3 962;15 431;50 636 153;4 433 791;185;46 202 362;5 923 411;8 960 526;1 386 070;22;2 593 839;392 873;508 861;18 517;76 581;2 777;886 758;279 945;4;0;0;0;0;0;0;26 602 099;19 060 144;2 979;608;1 511;496;618;316;2 305 927;154 971;2 070 622;143 854;249 149;6 285;49 829;1 257;7 475;189;13 844;0;80;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 820 503;2 352 000;479 973;95 995;14 399;11 470;13;1;52 714;52 680;33;0;7;1;2;0;2;0;0;0;0;0;0;0;0;0;185 629;23 314;0;0;162 939;3 578 052;266 701;2 477 663;9 313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 961;2;53;193 661;1 586 925;0;0;12 456;1;0;0;0;0;294;1;0;0;198 321;3;0;0;0;0;0;0;0;0;0;0;0;0;29 446;2;0;0;0;0;0;0;1 207;1;1 102;2;0;0;0;0;84 642;5;2 229;3;90 307;7;180 437;22;6 531 650;1;0;0;16 360;2;175 856;15;4 294;9;25 092;4;5 510;1;0;0;89 039;23;0;0;0;0;0;0;18;1;47;1;16 154 272;1 267;1 829;2;0;0;0;0;0;0;0;0;0;0;2 210 756;1;103 614;1;0;0;0;0;0;0;0;0;0;0;0;0;35 908;34;12;1;0;0;192 083;1;0;0;22 028;2;0;0;0;0;0;0;5 181 063;16;220 441;3;0;0;0;0;0;0;47 242;33;10 350;7;175 956;115;0;0;0;0;0;0;296 549;8;2 938 752;23;68 721;24;31 465;4;36 026;33;0;0;27 614;4;0;0;0;0;7 048;10;7 386;3;0;0;0;0;15 577;5;0;0;9 121;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161 977;44;0;0;0;0;0;0;33 459;39;0;0;33 579;2;7 671;6;0;0;7 655;3;0;0;0;0;269 176;0;187 828;0;250 781;0;0;0;250 781;0;0;0;0;0;954;0;0;0;8;0
Астраханская область;160 097 568;50 439 941;20 314 469;3 144 620;147 176 555;52 343 639;21 339 633;7 425 637;346 966;23 834;53 462;95 114;6 745;2;30 213 618;805 517;93;29 408 101;6 255 985;2 270 682;340 482;0;509 630;76 524;193 489;6 124;43 659;918;161 103;9 578;4;0;0;0;0;0;0;5 340 661;34 642 776;2 086;485;1 683;584;969;3;2 851 681;27 649;2 542 702;24 100;251 042;3 550;50 208;710;7 531;107;1 542;0;46;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 611 627;2 007 264;148 200;29 640;4 446;543 837;14;3;7 693 292;5 800 955;1 936 332;78 794;387 266;58 090;11;5;11;20;108 961 243;68 695 809;20 710 047;4 142 009;1 154 661;1;0;0;1 130 983;1 111 945;0;0;30 871;5 024 460;39 994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 300;1;33;1 888 850;6 162 296;0;0;59;1;0;0;0;0;0;0;0;0;55 619;1;0;0;0;0;0;0;0;0;0;0;37;1;0;0;0;0;5 722 358;1;0;0;0;0;1 981;1;0;0;0;0;0;0;0;0;1 004;4;10 740;7;0;0;0;0;5 083;1;13 198;5;494;4;909;1;0;0;724;1;44 912;9;0;0;0;0;0;0;0;0;0;0;11 877 355;868;14 742;3;0;0;0;0;0;0;0;0;38;2;553 715;5;12 424;1;0;0;0;0;0;0;0;0;0;0;0;0;22 850;10;0;0;0;0;599 362;5;0;0;0;0;0;0;0;0;0;0;634 509;4;34 911;1;0;0;0;0;0;0;156 694;35;9 805;4;99 184;45;0;0;0;0;0;0;133 214;5;88 556;14;545;3;691;3;178 813;18;0;0;65 039;9;0;0;16 008;6;19 820;12;3 938;4;0;0;4 462;1;2 140;3;10 985;1;0;0;0;0;0;0;0;0;488;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 584;15;0;0;748 483;8;0;0;42 272;54;0;0;2 020;2;0;0;320;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Белгородская область;1 465 093 064;173 514 034;144 968 896;9 435 486;1 350 807 841;179 401 733;112 221 094;17 052 998;648 718;153 055;48 127 025;133 066;52 055;0;99 561 344;2 226 315;286;97 336 648;13 237 677;19 466 809;2 919 959;774;2 771 337;415 804;525 745;26 748;77 640;4 002;445 263;20;2;0;0;0;0;0;353;5 493 882;53 445 405;10 689;1 090;4 702;800;3 622;56;2 847 813;6 421;2 771 284;6 267;105 235;154;21 047;31;3 157;5;31 842;0;101;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205 711 388;177 316 758;29 523 503;5 901 966;885 293;1 128 873;140;29;944 483;657 538;294 440;7 495;58 888;8 833;8;3;8;0;0;0;0;0;0;0;192 039;193 196;7 347 234;7 179 579;0;0;61 113;119 891 472;1 060 270;1 985 070;17 130;999 991;529;0;0;0;0;0;78 941;0;0;0;0;0;0;0;0;0;0;0;0;0;39 217;254 914;13;123;1 281 177;6 633 899;50;1;1 791;1;300;2;0;0;0;0;0;0;7 152;1;0;0;0;0;0;0;0;0;0;0;0;0;520 960;3;0;0;0;0;0;0;0;0;935;2;0;0;0;0;87 372;4;3 407;4;24 429;10;35 204;17;25;2;114;1;0;0;145 637;12;59;2;52 662;4;1 449;3;0;0;40 716;30;0;0;0;0;0;0;482;1;25;1;35 670 633;3 007;272 118;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101 889;13;0;0;0;0;46 220;2;0;0;0;0;0;0;0;0;0;0;1 547 252;7;0;0;1 523;1;0;0;0;0;109 472;70;417;4;313 464;120;0;0;0;0;0;0;37 323;13;214 282;28;31 445;18;749;3;186 008;29;0;0;27 929;5;0;0;9;1;2 464;8;8 196;3;0;0;0;0;8 996;4;0;0;288 281;1;0;0;0;0;0;0;0;0;0;0;949;1;0;0;0;0;0;0;0;0;0;0;0;0;28 483;109;0;0;24 606;5;0;0;72 244;89;0;0;0;0;0;0;0;0;393;2;0;0;0;0;141;0;9 112 714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2
Брянская область;346 794 744;50 437 693;15 992 956;2 377 334;327 482 004;53 608 707;17 728 793;4 675 501;165 986;123 860;1 069 037;43 032;19 694;0;16 758 316;442 032;151;16 316 284;5 388 353;3 127 418;489 489;2 837;605 048;92 569;185 676;33 141;28 666;4 967;88 406;135 838;18;0;0;0;0;0;104;2 098 789;18 125 526;4 334;556;2 463;882;755;6;2 150 675;109 312;1 894 219;96 438;256 510;12 874;51 302;2 575;7 695;386;53;0;251;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63 104 997;58 950 761;4 267 251;853 450;128 017;113 015;28;7;37 317;41 220;2 299;6 205;460;69;8;4;6;0;0;0;0;0;0;0;0;0;577 158;473 000;0;0;104 158;1 169 915;492 385;17 112;15 752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 392;1;47;119 844;556 880;1 793;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 035;4;54;1;6 707;8;5 191;10;268;1;0;0;132;1;7 688;4;315;2;0;0;0;0;1 408;1;7 638;12;0;0;0;0;0;0;0;0;128;1;19 026 537;1 531;79 146;14;0;0;0;0;0;0;13 982;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 024;11;1 018;2;0;0;1 460 158;12;0;0;0;0;0;0;0;0;0;0;1 190 836;7;0;0;6 863;3;0;0;0;0;489 335;34;20 621;24;181 583;106;0;0;0;0;0;0;65 026;7;111 239;10;8 256;3;165;2;10 579;10;0;0;80 988;1;1 276;2;8 277;3;2 342;3;4 521;5;0;0;0;0;4 203;1;1 867;1;19 709;9;0;0;0;0;0;0;866;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79 153;21;0;0;0;0;0;0;6 295;39;0;0;255 299;5;34 111;11;780;1;752;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
